"","RDFM14","RDFM15","RDFM16","RDFM10","RDFM12","RDFM19","Dm","MEcc","ASPAN","RDFM20","RDFM23","RDFM7","RDFM5","RDFM8","RDFM9","RDFM17","E3m","E1m","MoRSEN11","RDFU3","MoRSEN5","MoRSEM6","MoRSEM7","MoRSEM4","MoRSEM3","MoRSEE30","MoRSEM1","MoRSEM8","MoRSEM9","MoRSEU10","MoRSEU11","MoRSEU12","MoRSEU13","MoRSEU14","MoRSEU15","MoRSEU16","MoRSEU17","MoRSEU18","MoRSEU19","MoRSEV19","MoRSEN10","MoRSEV13","MoRSEV11","MoRSEV10","MoRSEV17","MoRSEV16","MoRSEV15","MoRSEN16","grav","L2p","RDFP11","RDFP10","MoRSEP30","E2p","P3e","MoRSEM18","MoRSEM19","MoRSEM12","MoRSEM13","MoRSEM14","MoRSEM15","MoRSEM17","MoRSEP5","MoRSEP4","MoRSEP7","MoRSEP6","MoRSEP12","E2e","L3e","MoRSEM30","MoRSEP8","MoRSEP1","MoRSEN23","MoRSEP22","MoRSEN28","MoRSEN29","MoRSEN26","MoRSEP23","MoRSEN27","MoRSEN24","MoRSEP25","MoRSEN25","MoRSEP26","MoRSEE8","MoRSEE9","MoRSEN22","MoRSEE4","MoRSEP27","MoRSEE2","MoRSEE3","MoRSEN20","MoRSEN21","Vm","MoRSEU7","MoRSEU5","RDFM22","MoRSEP20","MoRSEP21","MoRSEP24","MoRSEE29","MoRSEE28","MoRSEE21","MoRSEE23","MoRSEE25","MoRSEE27","MoRSEE26","MoRSEV28","MoRSEV29","Dv","MoRSEP3","MoRSEP2","E3v","E3u","MoRSEV9","De","E1p","E1u","P2u","SPAN","RDFU8","RDFU1","RDFP15"
"MoRSEU11",0.0781305656559752,0.123896843344722,-0.0617525963703133,0.0980855099837669,-0.0425320086466816,-0.0503745733458308,0.00582947832020976,0.00397884152560484,0.102848314444054,0.184970421481324,0.0449983275682981,0.0238955509281832,-0.0233643996344624,-0.00514675720322743,-0.0257957152460747,-0.0347820792741834,0.136009655568008,-0.251559175928269,-0.039420323448593,-0.117252460683292,-0.0189112444686956,-0.0401404347494455,0.0140020855166582,5.94529641197871e-05,-0.025908693243681,-0.0793092693063399,-0.0726612530922189,-0.0438155656522357,0.0705643698950752,-0.0599390561382501,0.161802093858282,0.0580758191406978,0.125430007300097,-0.0468573939545921,0.0496671770319534,0.00926114284344566,-0.243113763247195,0.162033905546253,-0.127251453610049,-0.0954714178100209,0.0914798809232334,0.15453883927748,-0.163884170772171,0.0202972665264842,-0.0722733346704239,-0.109762878802851,-0.0833024554944139,-0.00403303795658207,0.0910224188045513,-0.152165253308296,0.0160676022915427,-0.0456995670730262,-0.108839514119279,-0.0303195010260285,-0.0573869313621721,-0.0113598762430775,-0.00803210062908446,0.0554751903259916,-0.0183667427654002,-0.000296916509568045,0.162465480374196,0.0378941703226665,-0.0942608305856986,-0.0169774847483429,0.0226381628311695,-0.0705589213607832,-0.0208751598924286,0.0349547146920658,-0.0518073198679807,-0.0298559473210888,0.0471600840156714,-0.0870329912087069,0.09267887280638,-0.129500936830581,0.0896818625730208,-0.0127322153868184,0.113618656602221,0.171686533883064,-0.209813902499003,-0.0606525228573983,-0.0966441488280148,0.0957044601159931,-0.0904240600892759,-0.00613172583618686,-0.0695758432493258,-0.0667908732505385,0.0160579939454053,-0.25916903887037,-0.101542338259909,0.0695845240858418,0.0104015943806421,0.0129754967938065,0.193408867340495,-0.0362367170239955,0.00187588586229457,0.0437578476725497,0.0127990987415842,0.106021709616146,-0.0937838670681914,0.0411767374604418,0.125585518191138,-0.0188417646243641,0.119046012044372,0.0481397754098361,0.0201131995132546,0.0993162218758022,-0.00854695091653564,-0.0284811941291084,-0.117011814399576,0.172482676158432,0.00635050262923378,0.0322093131761013,-0.100937984258978,0.0724056039991497,0.0450544707468036,0.0472306796177901,0.0387237284425586,0.137246746799417,0.00683098282354211,0.00712751968652402,-0.000383641716820205,0.000839865506625829
"MoRSEU12",-0.0401843992344537,-0.102659709997388,0.141150781025551,-0.11498230023377,0.136545324792284,0.0548622636753495,-0.0137830923003166,-0.0815123750048012,0.0845977724366146,-0.0918556345032552,0.00728727512951017,0.105904406646023,0.0690167043507631,0.0418418024676716,0.013974187281277,0.182046094930315,0.0522419981014869,-0.0869544790788784,-0.125641901412068,0.186218601728239,0.263630837494679,0.141059521599307,0.117190222972023,-0.101011131283555,0.0435364895714309,0.164870646440083,0.159865900044817,0.126686902955272,-0.0260297291611364,0.0122732365040035,0.0377406473515179,-0.0324457646112215,-0.0360131533947739,-0.0942635039342056,-0.0380821431720797,0.182891367694315,-0.0181948206741292,-0.029698896651107,0.158422328383889,0.0534081451306078,-0.0767496787601714,0.0584545849760755,0.00886796906279018,0.0230080459655436,-0.0325745259538779,-0.129790848538007,-0.122201292161322,0.00841681034094107,-0.108532730834297,0.182628012189148,0.06900317373634,-0.0590728952871594,0.0782286178791656,-0.0368543762326823,-0.0549845856509773,0.119225793003703,-0.0356284740763272,0.0541381994384065,-0.0923781881938037,-0.0385608971600145,-0.0332023197238483,0.0726033016068189,0.0150001311391418,0.196072784927517,0.0404724389340173,-0.135892374494706,0.0817096301555673,0.00685700045402518,-0.00673496594457857,-0.0183223956605245,-0.00987898736047345,0.0485112609189033,-0.0134115391868164,-0.0564264183870354,-0.0601879584889558,0.0696381226290948,0.0854128363947055,-0.0272178393348241,-0.0661078678601714,-0.00141962723631034,-0.0122317080779536,-0.0353560450313901,0.0544910438159606,0.0245558612860948,0.0280252703143555,-0.116362238600507,-0.00624598712392593,-0.163737768078659,-0.11916251813012,-0.0521232297614741,0.00101331066120351,-0.114595943697884,-0.105553079889601,-0.0763681512881452,-0.179257840758879,0.228443671199322,-0.0830544734604771,0.12849277603251,-0.0377330639909075,0.173265911812253,0.0245038608023979,-0.0099874413138828,-0.0711040387304771,0.0228018510108075,-0.0183147576620268,-0.0614365734780937,-0.00860027783783531,0.0471291407330839,-0.0666987625819636,0.0742395633109213,0.0554038366440436,-0.0806400518060524,-0.078635800634953,0.00553376339270238,0.0275934350794725,0.0172524870449771,0.0856566152807427,0.129967030338548,-0.0314134287213707,0.0622070470236665,0.044051471889529,0.0150234299977406
"MoRSEU13",-0.0534810323148305,-0.190308594649511,0.0617070170011536,0.01798894314706,0.0309019259045256,0.00281495898903771,-0.0157056869685155,0.0477075009353825,-0.00227477891416112,-0.0465345925588101,0.0214835525429535,-0.0423480150667205,-0.0610428751801211,0.0164852732095004,-0.0313184365654108,-0.0627383951871837,-0.0513852826959122,0.0386652580778304,0.104941569648893,-0.0126938687407964,-0.148672882571261,-0.123094409003597,-0.0877825914513121,0.0169645265224811,-0.0588411940546216,-0.0423229558330994,-0.0830020579279177,0.038154062304013,0.031359576892083,-0.0689154218918561,0.0717266371264861,0.0150884023719899,-0.0203231139321035,-0.0760679366173988,0.091257827496319,0.0163612814835326,0.139980876507814,-0.0441305430789437,-0.0442723622990408,-0.019736591108395,0.0617661393145284,0.00696078970437902,-0.0715413147786146,-0.0329038125891427,0.00505995692993846,0.0194817122837039,-0.0166385469855939,0.10369495466061,-0.0499925195966564,-0.0694967856729071,-0.0135194788401624,-0.119046299162575,-0.0526397901994759,-0.0824653810153602,0.0261225264070327,-0.0505656473251273,-0.108459718643537,0.246587610642544,-0.0622783071464922,-0.0551339614770847,0.123644936609738,-0.0723323401103621,-0.0150304140037442,-0.0315819454898008,0.076839460745893,-0.124231804832654,0.0266139271335289,0.120219952865705,-0.148792268374439,0.185074595702474,-0.0268922686282725,-0.0035779568342076,-0.0128510684574723,-0.0577774178474856,0.0544938671524171,-0.0360138838070859,-0.0907114242867771,-0.0100974784182017,0.116156368440493,-0.0517873551316838,0.134226393416299,-0.115625068217655,0.177001905912081,-0.0700309741961724,0.0799270842992499,0.00445306141639095,-0.280432688839523,-0.041979641701256,9.67872934261753e-05,-0.0222009335449975,0.0541319769518315,-0.0735380287245287,0.157014577716539,0.0233881436033066,-0.00121569609427248,0.122863908228659,0.0135631787774575,-0.00621263686180127,-0.170538239443052,-0.0930863266388594,-0.125919260886828,0.0268965628436967,-0.247718540563156,0.0810755392037353,0.0627635091825617,0.119231936074809,0.0380762765502613,0.152610435117358,0.0976969216515731,-0.126883284925028,0.0911076734459657,-0.0392427256028913,-0.102563735086219,-0.016194089922647,-0.0290603381855174,-0.0116178647138235,0.0899178124109269,0.253422647599935,-0.00633936271829012,0.190246614194468,0.0885044390111875,-0.0180207798667493
"MoRSEU14",-0.0653830543876067,0.124658539357263,-0.0435735936068394,0.0583084659169622,-0.174343454908374,-0.0239404348515337,0.0879245886629392,0.0196613592351481,0.00981991724274383,0.0393092714293792,-0.100304868268196,-0.0765878438974289,0.0241651391532744,-0.00547052509951288,0.0324991694178079,-0.0185316944725434,-0.0265002071890219,0.138291826904373,-0.035139243165096,-0.0337285739642644,0.103078043265243,0.211340108281794,0.0396054963754294,0.0107332692544767,0.189726413946028,0.00290186001422363,0.141314182598896,-0.122030680104228,-0.0906417848552494,0.0930498864121262,-0.282784925637097,0.0241499441487711,0.106695181799545,0.135298621425026,-0.233479092034747,-0.149946798497647,-0.202906909397424,0.054990755430264,-0.0481542360101557,-0.0460723968815024,-0.156913070908634,-0.0696570904882278,-0.047011340586503,0.0435304037665732,-0.177025897117686,-0.0533935685078356,0.0358075112256854,-0.0513672513726562,-0.0681112111940166,-0.0271037118148875,0.130484492725462,-0.125550553086276,0.128137911879157,0.0321073365143753,-0.0749122278074261,0.161117358909006,-0.0933801698863554,0.108001738905688,0.00949604563319014,-0.0966521978761463,0.0828185102813874,-0.113239936028074,-0.16112785055264,-0.0275990116954778,-0.0464827899235046,-0.0237397435632278,-0.050750312068904,-0.0491912032027035,0.00729805172338138,0.155958591412203,0.109049113762516,-0.0119941849738789,0.121556429599406,-0.0854544027422511,0.032207540517547,-0.00467535232080093,-0.0757231163814186,-0.135755773467191,-0.172593977030471,0.0668310298470381,0.181941207217177,0.0939550254150701,0.0907328503040865,-0.0609519396743312,0.0388286069085527,0.0826531358862094,-0.105135164035407,0.0494339078036016,-0.0673723066509872,-0.0180979099124896,-0.0931981443699706,-0.086354424984486,0.123239496346258,0.0305540052755214,-0.0179984017297851,-0.0213657527399762,0.0364877217357869,-0.0809302376456527,-0.0295802153144454,0.0671640169000002,-0.0474373478872949,-0.047732372301646,-0.0491000261525632,0.0174673522705343,0.0179591132449446,0.0242524984755799,0.000290921584038597,0.0707255289313084,0.0156081694411523,-0.0723140327393497,-0.0278354130717342,-0.0205701956730443,-0.0324825327307704,-0.0145570248978046,0.0117043869212223,0.034598437214554,0.0458975104621797,0.00875423131141667,-0.006051181287629,0.0267774237272787,-0.0103536999257725,0.0168616209643532
"MoRSEU15",0.0381268369592865,0.110759374093683,-0.0467233996695355,-0.0800356756291686,0.170745529069768,0.033749717723035,-0.151819886591005,-0.0653654071269547,-0.154280336971092,-0.0472622195804978,0.0726641949801486,0.0957508001006582,0.0770083609714472,-0.0622782964528257,0.0228294324373595,0.0996197450934872,-0.00641730168524068,-0.144543667989018,-0.126254904235599,0.0355870428591984,-0.279936465210201,-0.162884821402726,0.0130638249019306,-0.0176412112093031,0.0564818180769109,0.0205956457190335,-0.0915945622977787,-0.110993270726894,0.028147114690016,-0.0734066244724783,-0.0706068499525208,-0.0282985799772052,0.0143414102027313,0.107177605678436,0.232898147941982,0.151491191909222,-0.00552852000868835,-0.221109076707674,-0.0321740865536671,-0.0167761354106418,-0.0530674099394935,-0.301614688665828,0.0720899655700443,0.0692080642924424,-0.105338158192072,0.043371344427784,-0.0903815760738479,-0.110300422422384,-0.154344708140581,-0.0632327774712025,0.0780491246140134,-0.103088313874117,0.0931392015773507,0.00102977432292632,-0.00669689187403697,-0.130985479429388,0.0357763448357078,0.0592680735250961,0.0149769499407625,0.0352494646104208,-0.0201550939710832,0.0524669801490646,0.0549961989452511,0.0916337316047307,0.0792346788582295,0.0371021568146985,0.210573790907417,-0.00474648527981284,-0.0668022847112421,0.111776708599688,0.113953725530324,0.0245847741373989,0.118043967287412,-0.0823014773057163,-0.0237831018750491,-0.0166731500117993,0.0481342478013412,-0.0303113934250622,-0.166664558035217,0.110554896908407,0.0303523790785655,0.166319144458498,-0.0307581946540933,-0.0272268980489508,-0.00902795997767929,0.0631994661600119,0.0456920718888863,0.0666987944411152,-0.0347557099766944,-0.0119392468268545,-0.102309996444002,0.00784188485902267,0.0429858126566073,-0.110646671938855,0.101169637272565,-0.123927909790997,-0.0173648067783782,0.0656005915270951,0.0528899839629795,0.0794732810242208,-0.048593287927068,-0.0574155666415786,-0.0246769593736008,0.0789685747674971,-0.0437462073071665,0.0530296563274151,0.0251750151284777,0.0670920979415539,-0.0104093929542297,-0.00493442680421363,0.00130946117178206,-0.0927984730297396,-0.141365525551356,-0.0382587173946737,0.0133555509697476,-0.00703069570318331,-0.000579420121667665,-0.0560732642111195,-0.0197870797386556,-0.0288975814099955,0.000508762518926435,0.0372855102403929
"MoRSEU16",0.0886591551917947,0.13876746399936,-0.112051724853794,0.0147543300501092,-0.0508947681631289,-0.0250648737996591,0.00968979996424909,0.00360023520762319,0.00627412143911564,0.0939248669562062,-0.057921286647392,-0.0596122104431008,-0.0174438613213647,0.0799840121311546,-0.00891747900167605,-0.101697492099066,-0.0558583937226724,0.103224254068882,0.200191370535839,-0.0186609275429061,0.0796715400354576,0.000209084465296705,0.095564435574047,0.0236428929699829,-0.146880193512439,-0.0384524459577727,0.129260989849931,0.0789455103259739,-0.0574904524366518,-0.0871140850253369,0.0645945473821828,0.0767154116728769,0.00435305371844351,0.0383562686987489,0.00567127077014858,-0.0464268824122899,0.0678777619993148,-0.0120990500631931,0.0571380485660526,-0.0474904460567103,0.027527639058197,0.0686580217005172,-0.141998569294026,-0.011693477610198,0.0432035213578326,-0.149120346475375,0.057152506951333,-0.0618520481265454,0.0028758137128875,0.179049782127341,0.171190110686097,-0.00550735760988964,-0.00731985677665349,-0.0180919277270995,0.176552382895975,-0.147105757977562,-0.0362069515275819,0.0249025447403856,-0.114836168809663,-0.000320232672676077,-0.140066805846812,-0.0165136131719277,0.123752028261869,-0.0493267783287753,0.0193887995808583,-0.0466407955309808,0.0913732914196958,0.10909435256491,0.0165602444215216,0.155465423388931,-0.0101010749170878,0.0266816553133908,0.0428082206304179,-0.0120654172877401,0.0592496112155135,0.0725502814854714,-0.0887043105404813,-0.0415599441638201,-0.0518011304226507,0.0733360032765338,0.00654754277498331,0.0851934464433734,-0.122112592501765,-0.275177664368035,-0.0513248836391327,0.0960568875137888,0.0130500317332085,-0.109806871433224,0.0709284389111935,-0.151431962835319,0.0905353675047124,0.083431816194187,-0.203401429102342,0.100787014845722,0.029246211355912,0.00902075412305563,-0.139990714409533,0.0952656309196503,-0.0218229356767445,0.169240950683491,-0.101127125904765,-0.00368156668347339,0.140599682031528,0.140607434775078,-0.12469629813451,0.0732976252900827,0.0561597850291685,0.0347393349909418,0.0893853023020633,-0.00410595634920778,0.0326827192398407,0.0211750020467523,-0.26529821539222,-0.0322879008667364,-0.0481271168495548,-0.112775671046738,-0.145807814911122,-0.0125207556344548,0.0235078736704121,-0.0562204301079449,-0.0179069047127557,0.00822805859293495
"MoRSEU17",0.137748153607879,-0.0447156689728678,-0.0704027140231489,0.0118718198447876,-0.034465997549957,-0.0267825294888699,0.0326973911012809,0.0147893675234458,0.0505827666703669,0.0205111818829403,-0.0452196345473852,-0.0017022447131339,-0.0061420258430372,-0.0869508053397221,-0.00297819651668079,0.0096608916517945,0.0454461814111348,0.00190704551976997,-0.179123862688267,0.00777789885729425,0.0870977123839226,0.0629252265940747,-0.0845117205141992,-0.139536477887276,-0.042274223363931,0.00961754396673072,-0.147849878424944,-0.178471906392314,0.0108897393160931,0.116511271537444,0.0896796520437815,-0.111987882787801,0.00175125981809882,-0.0869360165327223,0.135641872556538,0.00456319124562891,0.0974336962611355,-0.11588979084335,-0.0631434564816344,0.0141914373824473,-0.109199739155271,-0.118801511095888,0.0222317315459948,0.00648372679448271,-0.0434842170096965,0.0198588779430074,0.0185400288843842,0.0489824619600899,0.0376467722978519,-0.0846247786279584,0.0311780997722551,-0.0433300269156769,0.00388220907286744,0.109584425848745,0.00664680224091294,0.255656712956436,-0.0747725264522342,-0.147138314514633,0.0346873870254127,-0.00194677499000281,-0.0529282457294091,0.137084318387261,-0.170322538414164,0.10295855582387,0.119631524771053,-0.0798733503526247,-0.289358713271274,0.0865849766565063,0.0241654725879292,0.111412024830438,-0.163001858811765,-0.0371034113953073,0.0815641408078255,0.0285799140217595,0.022489398155972,0.195786427120163,0.098820716685248,-0.00848192027999956,0.0492170589404932,0.0607794767055329,0.0382264410578074,0.0563652924869427,-0.039029715086482,-0.0370166285803131,0.0114822966718399,-0.0465734022894928,-0.202566947894602,0.0547068557729122,0.151273688685405,-0.028328189348028,0.145761627321181,-0.0317373717434767,-0.12279760598326,-0.0259893783406755,0.139068905842673,0.00582194641705734,0.000498519283878462,0.00482005501987558,-0.0238137769399212,-0.0139506945932963,-0.0584499280817728,0.0108488802233835,0.0288459433937084,0.0420241081331547,0.121529692312946,-0.0795561745428,-0.0142610413491158,-0.0597563458396616,-0.104820955727802,0.000391382828297856,-0.0805913694509295,0.137538087072374,-0.250508249415707,0.0624799934356479,-0.0827278735517242,-0.0924290609760305,-0.157177855096556,0.0493877135587732,0.0647373796287146,-0.030614646720034,-0.00178440515109568,-0.00190731646705896
"MoRSEU18",-0.0761303805253968,-0.164065672326297,0.113721415199606,0.0281913069331839,0.061422082964894,0.0257557251172831,-0.0440591583781626,0.0080882255135328,0.0255606018132484,-0.0187235884816805,0.130921169201813,0.0660534128058473,-0.0182897592362785,0.0255735467150459,-0.0304050703541854,0.0396619987822493,0.0551062285054928,-0.0974470811433475,0.0127739160313894,-0.00364352331847394,0.0568009647573831,-0.041717608926834,0.0477295937106769,0.0796155910245962,0.0544972594147774,0.0209747201103788,0.0191692125855996,0.157557874015311,0.0799833725351281,-0.0864079699848267,0.0247786160644832,-0.0101511337241461,-0.0592728469434477,0.0478218452857578,-0.0724549901405412,-0.00946125784247462,-0.0881734375054044,0.0736454111849586,0.00376764953502445,0.0148276732805841,-0.0414947260467874,-0.0686069290962334,-0.0200078668516498,-0.0139471981481827,0.0263699425393265,-0.000387110213438198,0.00360124535531474,-0.021680409662276,-0.0443441242166892,-0.0326787219906148,0.163729091680504,-0.0405337584580281,0.0797058702010076,0.0994221721805998,-0.0141837486970987,-0.0624681245486687,0.0207110679816353,-0.0202543458085197,-0.0215651719692554,0.0163343776320133,0.0102793431073753,-0.0526788241345253,0.0545388371144838,-0.186390025703859,-0.0697161911900827,0.098658172361772,0.0126339892678064,-0.0118821187868914,-0.0888552546363304,0.0261433308816018,0.0549331368443899,0.0884298623364009,0.0582747686745111,0.168442246793109,0.119505199592526,-0.166681883585527,-0.134049786705919,0.143002598015305,-0.0197005981924849,-0.0816302223591409,0.0491231260113208,0.177440617810629,-0.171911228664281,0.134368761362426,-0.0537742592204355,-0.140840094693901,-0.266024768023397,-0.113472826876282,0.0392245284257105,-0.0660120220841158,0.0390150224678386,-0.115739357200254,-0.0848349218531864,0.0273603698427099,0.133784081004955,0.00719807864130451,-0.000200016254371789,-0.309362209083301,0.176367819587908,0.00820807365986385,-0.181160749259668,-0.0435362609040693,0.00928934263864657,0.183556137710643,-0.0418298765430107,-0.217011428936313,-0.019046512291471,-0.115445371633907,-0.10425319996718,0.00940721663366339,-0.149205853487215,0.0506514499425668,-0.0504239173918551,0.129965389743515,-0.109081300306466,0.0506362884012583,0.0324277283182403,0.0325598657935533,0.0597676776522632,-0.0206691574932851,0.0536283269401451,-0.0101522709340852
"MoRSEU19",-0.144686552418604,0.0260378866285746,0.104725022666316,-0.0318019592347271,-0.0107673574725764,0.00145632576344555,0.108309540839363,-0.0051645765622069,0.0604279335451474,-0.0828710233931338,-0.0280176210410377,-0.0303317504301457,0.0202225083836025,0.0330655398913779,0.0129499871196126,0.0154870188619918,0.0341053554550002,0.00466842403798767,0.0329319338394526,0.0445736137889786,-0.0500684467717972,0.0113884509333245,-0.104518540022169,-0.0200767979121781,-0.0107619613097276,-0.0419938872111765,-0.00260307220410432,-0.0596533586545231,-0.0868564858820838,0.0459011539473028,-0.0489579329422169,0.0365547020231687,0.0518302741341475,-0.0412279043799877,0.117636225704213,-0.029157831336633,0.0276854281488216,-0.0145638758582049,-0.0041066516903354,-0.00504525611767098,0.114359097057627,0.0715045063186913,-0.0598716385399631,-0.00901327879111436,-0.0570490794812603,-0.0507453991160981,0.0149058560504408,0.0117977433027327,0.0475569030143859,-0.0328537422004873,-0.190422309232368,-0.0125778280609042,-0.0192939780710436,-0.113476007305327,0.111254924775859,-0.010933711888909,-0.151805868511456,0.0328251617184944,-0.00726814927731991,-0.120145876954092,-0.206652385917899,0.0340279692353887,0.110458266422371,0.133897962164953,0.0272846153760536,-0.192244437797808,-0.0524193217211509,-0.0652564791256486,0.00414069202642797,0.0194789290491395,-0.0402614142362894,0.0454766739869817,0.0664638525239133,-0.0662966438320229,0.0294731886181981,0.0477648049621577,-0.0756205358516339,0.00523897149545282,0.0290385694264539,0.098988562618197,0.0436556449206884,0.0944065953026269,-0.0674787633896101,-0.025790241482044,-0.0418821557190179,0.00598595926168072,0.228026072201332,-0.118626338132117,-0.181001036894331,-0.025949114463523,-0.208441997827619,-0.129152882837093,0.0412007893699182,0.0795898982441669,0.12585334498413,-0.0175340925189178,0.0644847508691406,-0.129241008657417,0.0366593546180739,-0.132310088376218,-0.116285368181723,0.144961957790706,-0.00154610379157072,-0.0765233406179495,-0.0454740287079912,-0.0559643933964311,-0.103600415550216,-0.219418866271706,0.0224712450468902,0.0910267699914791,-0.218708755742871,-0.173987467890271,-0.126793496737298,0.107304247286771,-0.106644051456858,0.0417703671126058,0.0223328578375027,-0.159197906891457,0.156277945158427,0.230346246288727,0.147433428601204,-0.038299481760728
"MoRSEV19",-0.124609003340904,0.106370400406872,0.0772106658788639,-0.0386883249759436,-0.0128929934333082,-0.0256403201134928,0.136444215153533,-0.0483467493909328,0.0335402963179897,-0.0971930581172439,-0.0125214763647479,0.000881448842922937,0.0297582379064511,0.0594055914161813,0.0193413494657993,0.048326095130041,0.100187934768958,-0.016372545492559,-0.0106563334706515,0.0588977138720291,-0.0177786643710415,0.0335447032692565,-0.116783487493443,-0.00991461931362266,-0.0141220090751661,-0.0442859532685486,0.00709913215595726,-0.0501650280859036,-0.0844306366581423,0.0411261937162903,-0.0604366171575951,0.0563568158885264,0.059427110168899,-0.0120759886178148,0.139202439694589,-0.0211749657791384,0.0481700217510979,-0.0382671697629306,0.0129068049061001,0.00583917336999207,0.0306273640474323,0.0466365080014201,-0.0171544029165472,-0.0054497492045475,-0.0106965627057302,-0.0370437599976232,0.0293633334476731,0.0307324862804516,0.0640950475234426,-0.0283559096597776,-0.113064899021815,0.0121146168220034,-0.00656289539691234,-0.0660721739348403,0.0405525153470349,-0.0246196465205475,-0.0552474645541045,-0.0182981825831752,0.0366458501336724,-0.0515574297438619,-0.0753887145304407,-0.0106931534697545,0.130670234893966,0.044666295945485,0.0446087405377734,-0.110669784715073,-0.0501294216093244,-0.101129528820875,-0.0840503890365349,0.0152517976346138,-0.00517738205580905,0.0589857855959433,0.0314296259477575,0.00887044552160788,0.0196989541139835,0.0191086100809393,-0.0558639256265957,0.0176702922329664,0.0372615118374079,0.0442914110655373,0.0398723776649623,0.11798699376959,-0.0306761186631237,0.0194772329752214,-0.00438823736020748,-0.0611478568810036,-0.0167062154204322,-0.0587613165200231,-0.0364915450243878,-0.00357005394309111,-0.064903794126163,-0.0477770743691918,0.00788641573599733,0.0222059018873296,0.00369136986348908,-0.0539154387626986,0.0378691562785657,-0.110015811531412,0.000777737154970025,-0.0482350756034867,0.0148507366205984,0.0293547924367098,0.00362361132957443,0.0817548797195019,-0.0396114767975744,-0.0601091730665355,0.0560291977286128,0.0075863601302055,0.0805903575406884,-0.0836866585017565,0.173550281753058,0.0888851661734844,0.0472698336343517,0.0347793950278845,-0.0247936453973061,0.0757340688263408,0.021067744296103,0.337378961452042,-0.332342720395798,-0.56349003246091,-0.243007154090565,0.0948647158731912
"MoRSEN10",-0.0342523435870539,0.037133087970889,0.10350171911892,-0.109178080726921,0.103898908068172,0.24759748561057,0.0273562991285016,-0.0697444965682431,-0.143024683762384,-0.0797074717177331,0.113768690382303,0.0175622088691084,-0.0668330800476856,-0.138790235362685,0.0221904083001829,-0.0942763952595627,0.059661319719369,0.235453074443893,0.00412653108106841,-0.211739916579433,0.140372946472047,0.0616343716886989,0.0627422578182723,0.0963783448806115,0.0882633672158235,-0.0782269615577079,-0.0686800904119947,0.0218050667899053,0.141633612981671,0.0317706234772233,0.139704247410328,0.0835501046828908,0.176396837370081,-0.0814175141466188,0.117458553584561,0.0745027044261736,-0.16315519368574,0.0838113484470286,-0.201340205002851,-0.127134440491827,-0.0750505061674983,0.0115251880608911,-0.0431871278742271,-0.00092719956804862,-0.10505418995848,-0.139033258623433,0.0463676466414894,0.00849684840509739,0.0463005557368976,-0.0301021980707069,0.0614554986062214,-0.0556626081850822,0.0815029453865539,-0.0759059732893622,0.100501913924539,-0.231471206426908,-0.0634837487749956,0.0337455971686986,-0.00458770519535399,0.00851275731478045,-0.0446206539748858,0.0258887777297732,-0.00930075624512227,0.103170528000444,0.06942152831911,0.0424983510368413,-0.0624754808449519,-0.131336914080793,0.0937345429144983,-0.0268625220663256,-0.0483128050272521,0.144017046678812,-0.190225225177636,0.00970934287630137,-0.206587368061141,0.0925412389338171,0.00556427223938105,-0.0250864867678346,-0.0399898087602064,0.0595541227410157,0.0015987176195955,-0.172835104594016,-0.0345891206108786,0.118079562707692,0.00307037115953091,-0.00280342448296963,-0.0777720988931388,0.197726002964315,-0.0184529141401538,0.0332403115854608,0.0511302145439625,-0.104585122912565,-0.0213795781106375,-0.0419827236416779,-0.0166455125795075,0.00273765133367622,-0.0767544039706774,-0.0768311513628387,-0.0524009303949809,0.0224653426505992,-0.00854929584982226,0.0202586658988024,0.0774754033731514,0.118612277009823,-0.00152996685058767,0.0839695810507343,0.0413652118208583,-0.000585756319971494,0.0490747518206203,0.0323685946237105,-0.0597275551442212,0.0129058743509356,-0.0148061079662474,0.0437503769472474,0.0120354336671946,0.0590501562171734,-0.0446281290355283,-0.00883801009944551,-0.0446090175069342,0.0325437930485958,-0.0226601853632905,-0.00687765423851426
