ID	inchikey	SMILES	GHS_category	EPA_category	consensus_LD50	LD50_mgkg	MolWeight	LogOH_pred	CATMoS_VT_pred	CATMoS_NT_pred	CATMoS_EPA_pred	CATMoS_GHS_pred	CATMoS_LD50_pred	CERAPP_Ago_pred	CERAPP_Anta_pred	CERAPP_Bind_pred	Clint_pred	CoMPARA_Ago_pred	CoMPARA_Anta_pred	CoMPARA_Bind_pred	FUB_pred	LogHL_pred	LogKM_pred	LogKOA_pred	LogKoc_pred	LogBCF_pred	LogD55_pred	LogP_pred	MP_pred	pKa_a_pred	pKa_b_pred	ReadyBiodeg_pred	RT_pred	LogVP_pred	LogWS_pred	BioDeg_LogHalfLife_pred	BP_pred	nbLipinskiFailures
DTXSID1020485	JRBJSXQPQWSCCF-UHFFFAOYSA-N	COc1cc(-c2ccc(N)c(OC)c2)ccc1N	4	3	3.10392499215826	1920.0	244.121177752	-10.783522836867	0	0	3	4	3.10997788210453	0	0	0	1.09396124507089	0	1	1	0.315482446602046	-7.65032556494236	-0.67221345189033	9.1099727578092	2.87955293077451	1.72592110262691	1.52902798989222	2.04716908709168	135.736405459325	NaN	5.86119278793551	0	10.1171001056991	-8.32476141488367	-3.66601882449441	0.492945083218252	358.025919062749	0
DTXSID1020483	GEQNZVKIDIPGCO-UHFFFAOYSA-N	COc1ccc(N)c(OC)c1	4	2	2.82634228148362	464.0	153.078978592	-10.3224040501484	0	0	2	4	2.85544462251413	0	0	0	0.935843367806963	0	0	0	0.585585546926762	-6.57253513693129	-0.897175984291949	7.49631203858814	1.96672466244586	0.756313274054404	1.10025594528223	1.27538872613119	189.003165719947	NaN	5.19608820025772	0	6.03212816109022	-1.46836403882021	-1.39330978830079	0.696963701708535	260.731888762527	0
DTXSID3037672	FERIUCNNQQJTOY-UHFFFAOYSA-M	CCCC(=O)[O-]	NA	NA	NA	NA	88.052429496	-11.633048567409	0	1	3	4	3.24068097049774	0	0	0	1.26982959358051	0	0	0	0.925374747587832	-6.2270231467355	-0.833204958509061	4.23461262922712	1.16338312633973	0.617898319066204	-1.60435115312679	-0.880233974239607	112.175747817523	4.86672714826313	NaN	1	-4.66063017494644	0.0207652012469908	0.0032850487604642	0.631922629584898	166.539087030518	0
DTXSID8027749	ULSAJQMHTGKPIY-UHFFFAOYSA-N	CC(C)(C)C(=O)CCl	4	3	2.75485198235424	550.0	134.049842652	-11.3413194473798	0	0	3	4	2.88644064735726	0	0	0	1.1154475758518	0	0	0	0.362507017484644	-4.36726410263391	-0.980848130544431	3.79503122114321	1.80113321983093	0.895579343178055	2.06598819830263	2.06598819830263	-35.6110983149868	NaN	NaN	1	5.43041144435273	1.113054025827	-1.0294667854046	0.619322620435655	146.599013013293	0
DTXSID4025167	FCQJEPASRCXVCB-UHFFFAOYSA-N	O=[N+]([O-])c1cc([N+](=O)[O-])c2ccc(S(=O)(=O)O)cc2c1O	NA	NA	NA	NA	313.984486152	-11.5804605996363	0	1	4	5	3.50707215709115	0	0	0	-0.514539218699334	0	0	0	0.0378248094097866	-9.86221907844886	-0.826415370650294	9.11994775381957	3.09399788049971	0.738408510942547	-0.983162285683757	2.93734256296281	165.041028162019	1.57954730750521	NaN	0	7.60779168569425	-9.95059794012625	-0.612809495699301	0.549357416177597	289.496280956725	0
DTXSID4025165	ZUTCJXFCHHDFJS-UHFFFAOYSA-N	O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12	NA	NA	NA	NA	218.032756672	-11.6739565109849	0	0	3	5	2.82127247655784	0	0	0	-4.24020520427551	0	0	0	0.0173435504317774	-6.3466690857988	-0.720362680088016	7.32674572762622	3.42229051375564	1.64549917767872	2.60265461680741	2.6052174776847	179.837415692509	7.72777721917812	NaN	0	13.8203549454667	-6.69884314367209	-3.80855831491761	1.0673657394159	329.885593827804	0
DTXSID8027747	AVTLBBWTUPQRAY-UHFFFAOYSA-N	CCC(C)(C#N)N=NC(C)(C#N)CC	NA	NA	2.54311978726216	NA	192.137496512	-11.7433046586706	0	0	2	4	2.54314363513506	0	0	0	0.799690191248538	0	0	0	0.649804885644088	-6.24643708063368	0.273444904409377	5.00984326948326	2.27411775610884	0.574993156546688	1.94718597452371	1.94769780242005	59.5823291543844	8.42840441951142	NaN	0	11.4506772175967	-2.61900014498163	-1.27685195319922	0.564693397703038	204.851244600694	0
DTXSID4030384	PBGKNXWGYQPUJK-UHFFFAOYSA-N	Nc1ccc(Cl)cc1[N+](=O)[O-]	4	2	2.84086663029823	400.0	172.00395508	-11.8073431634906	0	0	2	4	2.91047424779634	0	0	0	1.12842752121513	0	0	0	0.183460714953776	-7.30052104878672	-0.866858079172941	7.72061231781523	1.95298898221939	0.965879546048718	2.45038034362466	2.45038087011683	118.385424661268	NaN	-0.416392132954538	0	7.80196380757744	-4.80427885434076	-2.80578564607942	0.662241566170257	314.852331360634	0
DTXSID0022480	HMNKTRSOROOSPP-UHFFFAOYSA-N	CCc1cccc(O)c1	NA	NA	2.93293159591873	NA	122.07316494	-10.0745755470929	0	0	3	4	2.99695709967139	0	1	0	-3.93049378654066	0	0	0	0.155425577539366	-6.17233222601295	-0.933195982336976	6.08950479908542	2.44641485723799	1.19758513893652	2.4491695296974	2.44918144002943	30.183862464082	10.0618544874771	NaN	1	8.21118017222652	-1.30415530748756	-1.32965393227277	0.548578733598799	214.085337302934	0
DTXSID4021426	XSQUKJJJFZCRTK-UHFFFAOYSA-N	NC(N)=O	5	4	NA	8471.0	60.032362748	-11.7932659547526	0	1	3	4	3.43975694802073	0	0	0	1.21534156704509	0	0	0	0.940709722633508	-8.26221143674346	-0.780600559202406	7.357395704526	0.278402156192308	0.311621013374658	-1.93633708211608	-1.93627246079177	132.432004111116	NaN	1.67262385369386	1	-15.6565447946715	-4.5445823850993	0.919133615850024	0.879727428894832	257.614574862561	0
DTXSID4021395	ZSDSQXJSNMTJDA-UHFFFAOYSA-N	CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]	NA	NA	3.27162707675354	NA	335.109290652	-10.8582701313389	0	1	3	4	3.25765530786778	0	0	0	0.936096195618764	0	1	1	0.00752330796124345	-4.12226739711566	0.504625255119213	8.41432681487148	4.06125327142392	3.17988061606951	3.6010571314557	5.2763342480673	55.3411695125561	3.8339940531423	NaN	0	9.40445822652889	-4.28154192655354	-6.30476004856178	0.54936014652353	365.035969881995	0
