"","DIM3","DIM4"
"DTXSID5024134",-4.41284693016807,-3.97451661533783
"DTXSID6022715",4.02661524771107,0.519540960584361
"DTXSID8023846",-5.10294780240007,-2.80801327078844
"DTXSID8034538",-0.781783787601466,6.72635592673021
"DTXSID1040295",-0.890814099754086,-2.75712771978166
"DTXSID9032375",0.911108314727067,5.62185264374641
"DTXSID3023219",5.22519056397921,1.83583131835457
"DTXSID9022310",0.176142893703047,7.85847492059994
"DTXSID0025571",-3.99411010643857,2.88801792674649
"DTXSID6045870",-3.03933771819487,-3.00589270022139
"DTXSID2045579",1.96854109378213,3.08702533874787
"DTXSID4041529",-3.10601334727227,-0.220497858501713
"DTXSID5029263",-4.88002369004384,-3.1397295956122
"DTXSID0041357",-0.266698961972592,-4.10640490141945
"DTXSID2026943",-3.452800888564,-2.25797213707093
"DTXSID0045462",-0.632646172108877,2.74768737475566
"DTXSID3020960",-2.0357801145826,3.96161291724981
"DTXSID4046151",1.40059838556496,6.24757564592135
"DTXSID0047294",2.78272418682184,6.10799919352531
"DTXSID4047092",-3.05353539395072,-4.13759373118247
"DTXSID8020707",-3.84334289093631,2.52168536507322
"DTXSID6040664",-0.301810949804168,1.02328254879923
"DTXSID7022671",8.01321535383156,-9.96791446737947
"DTXSID2042436",0.449524379835589,4.47545349151271
"DTXSID8049208",-4.47790950253171,1.78257904809257
"DTXSID1044772",-1.18799323175297,-4.60280108017911
"DTXSID2046123",3.89164352231716,4.25006475926227
"DTXSID0042400",3.8663076981878,-10.1102634871919
"DTXSID8032671",0.612880403829174,-0.0515528153152798
"DTXSID2041412",-6.13177001524669,-1.6381020649957
"DTXSID0046357",11.1962777504242,-1.26022831040016
"DTXSID3045144",11.0824800167455,2.5079348517951
"DTXSID4047838",0.13132773288851,0.72833276452908
"DTXSID5020021",-4.6194373908061,-1.59293940712415
"DTXSID4020820",-5.89193907293706,0.956834486256538
"DTXSID6057740",-1.20978508780965,2.73869561058293
"DTXSID0023084",3.38858389670612,-1.19319448260283
"DTXSID1033664",3.91166178326308,-9.05782894223834
"DTXSID2042220",1.51233089614068,5.78702174542858
"DTXSID8046323",3.21185866276729,1.15888291102331
"DTXSID8020591",-1.46050413130327,0.554389086314844
"DTXSID6045820",1.26994791592102,0.253970732149381
"DTXSID3041247",-0.762394382474711,3.93557676089985
"DTXSID5040704",-3.22640338767059,1.32025880010654
"DTXSID9045899",-0.0133685210432558,0.147391403750625
"DTXSID3021223",0.908272300692201,2.37887533725513
"DTXSID9048271",-4.04139490220683,-1.339645131958
"DTXSID7041708",3.875447893119,7.17376770477505
"DTXSID1020980",-5.778268661142,-2.05764942734411
"DTXSID5046481",7.02600050964461,2.18192958322432
"DTXSID6046183",2.47443920393402,1.26630052056969
"DTXSID3041613",0.415020551193032,2.39852780364705
"DTXSID0033047",-4.24991687074641,1.69447415098148
"DTXSID6057611",6.75615566397056,2.12349824088059
"DTXSID0045547",1.55170759020146,0.622178122616067
"DTXSID8029606",-6.23294188868084,-1.9694825684414
"DTXSID9045639",-0.82792418119755,3.02252158508234
"DTXSID1046974",-3.66318924906721,1.26135948729736
"DTXSID7022253",3.08504729953458,-0.427311379386954
"DTXSID5048710",-2.49086556015877,2.63972240820416
"DTXSID2048878",1.40620326982924,0.0859546242365897
"DTXSID6047286",9.46834554026803,-2.56393680258839
"DTXSID9040342",-4.98885402016134,-1.49739338553346
"DTXSID2052289",-4.82872458031789,1.99248566125682
"DTXSID3027322",-0.531641206667421,-7.14737257377963
"DTXSID4021212",-4.48678109033935,3.60363196242848
"DTXSID5022194",-2.94549936679439,-2.69326141387122
"DTXSID0040705",0.037771463627106,6.48588084397666
"DTXSID8021305",-2.92149810599958,0.6419828455006
"DTXSID3026560",-2.66118394510436,5.29004851734865
"DTXSID1046500",4.53460440559703,-0.591897633079381
"DTXSID5044029",9.69713859016456,7.67074315898697
"DTXSID1040324",-0.811198065080618,0.929791013996336
"DTXSID3022873",4.77407584501787,-6.12562855285038
"DTXSID7027174",-2.20609488976728,0.160286854455979
"DTXSID5057622",1.57269908114568,2.5616240884741
"DTXSID2041545",-4.30967960016327,2.42733061771065
"DTXSID7049423",-3.44336690978745,3.51301488232211
"DTXSID4032532",0.481706370140174,1.89777718991086
"DTXSID0030588",-2.17635271594134,1.53180314320529
"DTXSID6020692",-0.979425745195879,-2.21932653760594
"DTXSID0041513",-4.83780672034737,1.76401693317619
"DTXSID1047102",4.17105231317945,-5.70699216780162
"DTXSID9021928",-3.76603025334791,-2.10904219216808
"DTXSID4045638",5.47257897131609,-4.21613392669374
"DTXSID5024922",-2.77200815858819,-3.99772019814823
"DTXSID4048804",6.38833836817006,7.43162791326355
"DTXSID2023145",10.5768093973186,1.56584675563737
"DTXSID5049366",-1.9963221672084,-0.845404032194709
"DTXSID1022217",-1.20894957218078,3.69114642384651
"DTXSID2048668",13.2470259828559,4.23961669040898
"DTXSID3037545",-1.22401465428274,0.946777590110654
"DTXSID3046617",4.32653866904319,-5.7858354930864
"DTXSID8021191",-0.661216983478151,7.84245303770214
"DTXSID0044523",-3.82307535869391,0.70070735660541
"DTXSID5026097",-5.56854948208038,2.25484631718126
"DTXSID5052593",-5.12087977633932,1.65700552259864
"DTXSID1023526",-1.06206977554137,-5.63650541545683
"DTXSID2021997",-1.76583000066115,-2.83435371000081
"DTXSID8041452",-2.54808781190438,0.413865685934431
"DTXSID2021816",-4.56571949245408,-0.821638344004219
"DTXSID5057703",9.09390067385455,7.92843259339566
"DTXSID2026573",-1.29472628696185,1.6568542030816
"DTXSID0046511",0.834984888554948,3.20278523809406
"DTXSID5045413",4.32600537248746,1.41685525191814
"DTXSID6047656",-2.15307325754335,-3.94060613520991
"DTXSID6021957",-0.477853672747121,6.0464058944108
"DTXSID7034549",-1.62552915878941,-1.868981542622
"DTXSID6022133",-2.97205515568986,1.4058293894572
"DTXSID7027596",-4.14860980057093,-2.29956137574719
"DTXSID2023519",6.61541737095266,1.54656728591432
"DTXSID3020914",-1.13702573819075,3.87467921283039
"DTXSID2040579",-0.469207651878,-4.17174703068149
"DTXSID7040657",5.21039319641998,4.10805734878051
"DTXSID3027790",-4.22168347295916,2.18537422893544
"DTXSID9021425",6.16562465103992,3.13312035719887
"DTXSID5046061",8.37898825314104,1.13540690377576
"DTXSID3023188",5.48321614495413,3.38905303323207
"DTXSID7025508",-2.86447567384996,-4.51077154474389
"DTXSID2041206",-3.4909089047285,2.31055853236287
"DTXSID6045117",-1.37144346424922,4.56060429383741
"DTXSID1045534",5.46861157841596,-6.7041008891091
"DTXSID4021767",-6.10249296228887,-1.05890924244852
"DTXSID8021062",-4.7751984556841,-1.98841258108915
"DTXSID3020415",-7.06211506950929,-2.40260710471474
"DTXSID9044536",1.60388998678574,-3.2973226696909
"DTXSID0041359",-4.03571672070933,1.61454089696062
"DTXSID1045324",7.01924768725881,3.72136796200771
"DTXSID5047538",2.92117511633334,2.65527508583433
"DTXSID1024128",-4.6315547437804,5.69945830465619
"DTXSID4025581",4.50863414633175,4.34270820593028
"DTXSID1023071",4.28621597474091,2.66443970827438
"DTXSID0020286",-4.2999180229924,1.6465817037767
"DTXSID6026088",-5.00773149140691,1.12500914170957
"DTXSID5047663",-3.35456087339995,0.87697155163242
"DTXSID6048838",8.9635503437359,0.768019755553723
"DTXSID6022056",-5.02342507264233,1.02339933650479
"DTXSID5048847",3.02567475667006,2.24221354824355
"DTXSID2020424",-3.63362153510031,1.61399202721287
"DTXSID2028016",-2.13128485088759,-1.56724258159333
"DTXSID4045478",2.58505542386119,-0.190117692465166
"DTXSID0020151",-2.68706784155966,1.11487090285968
"DTXSID7049217",-3.63767837143847,-0.722017551555241
"DTXSID8047842",4.30850759406267,7.7717748847924
"DTXSID0047038",-2.29612140764207,1.71384096512422
"DTXSID5049312",-0.118611871795634,7.02146790191165
"DTXSID1026954",-3.77633321070978,2.83342951227788
"DTXSID2021232",3.96082754943831,7.73397532939018
"DTXSID9045683",1.88616034805471,2.66076907258353
"DTXSID1025148",-3.89065027710175,1.43718971309017
"DTXSID7044970",1.17327746302328,-3.77395557798518
"DTXSID7046752",2.70587839188723,6.11875781714487
"DTXSID1024413",-3.07664113342252,1.13731055192459
"DTXSID2038813",-3.24549936119786,2.64350470219501
"DTXSID8046535",-2.50502954927006,-5.04969226614663
"DTXSID9044320",-4.49935102879591,-2.00345526850498
"DTXSID5049071",6.95719379056577,-9.07358563365256
"DTXSID1020697",1.14683669507462,-0.71918628420392
"DTXSID9023463",-2.72325972458049,0.729966490741923
"DTXSID1025809",2.66841223469415,-8.58550722032919
"DTXSID5025609",-7.07126580192159,-0.707491010067377
"DTXSID6025565",-3.75560136444664,2.69359621850768
"DTXSID0049315",-1.11324766390422,4.87021870819085
"DTXSID5022647",1.76126547813818,2.70670875822787
"DTXSID6024460",-0.903448749568808,4.87293405201175
"DTXSID0048189",3.631230616818,-2.17736802147606
"DTXSID7023271",-1.71766821595769,-2.41595748806761
"DTXSID8045224",-0.361460397034752,4.30988261048671
"DTXSID4033390",-1.74316981677885,4.19501116968719
"DTXSID7032688",3.75207039226539,2.41928721167473
"DTXSID9021552",-0.495891259928904,-7.57112870858553
"DTXSID8024101",2.27027610424174,2.5426919126161
"DTXSID9047702",-2.4199182840169,0.678630735661093
"DTXSID5020493",-5.39970252709639,-1.26364709767757
"DTXSID6045165",7.98604518749194,5.62331712751612
"DTXSID3041451",-6.11403979212603,-2.31558988350715
"DTXSID9043938",-0.101786545131379,4.24460360319225
"DTXSID4047389",7.48406390225056,-0.565761706532532
"DTXSID9045136",3.60403780118266,3.47706476963961
"DTXSID1046213",5.36811026814935,6.15318474800143
"DTXSID4022527",-2.27336014522129,1.7899146364602
"DTXSID4022369",13.4558545406599,-5.99057978743405
"DTXSID3029154",-4.96055286465571,-3.00313699430635
"DTXSID1045370",-0.190120222004741,1.06691313203076
"DTXSID6044698",-2.60035217596611,-5.80788199716001
"DTXSID0042084",1.79113825847227,1.61885627294194
"DTXSID6032518",-6.87497033868497,-0.530619876184874
"DTXSID0057623",-1.56193915553318,3.6905196578806
"DTXSID7025427",-5.41639541923289,-2.51590056945612
"DTXSID8021488",-4.40920939491032,3.01553723924516
"DTXSID8026694",-1.17539778148731,-5.68712785853592
"DTXSID0052596",-3.82120062128826,3.11939463361444
"DTXSID0047799",5.72742036849424,-9.9352637512714
"DTXSID0046480",3.78280055848037,3.34534632129526
"DTXSID1020300",-7.10866727207132,-2.17870681310035
"DTXSID0045468",4.65258174050815,3.08067895585565
"DTXSID6044856",0.977310141735556,-4.15327815127813
"DTXSID2044842",5.9049419783658,-10.0416230211293
"DTXSID4049371",-4.34573421142013,2.51446986677522
"DTXSID0046808",6.22752294180987,-5.87831652767281
"DTXSID6034924",-7.3635272668406,-2.09614431846662
"DTXSID1021378",-6.81971390598214,-1.37473822849805
"DTXSID9048772",-0.598897568451636,6.04240947405631
"DTXSID6021953",-0.970220544696652,0.236288505305441
"DTXSID9025164",-2.425259536648,5.79041628441176
"DTXSID8045850",-1.79456903476848,-2.54520062312245
"DTXSID1024049",-0.749454521985707,6.2302936347899
"DTXSID3040699",-0.414349386703062,3.84682753415297
"DTXSID9040685",-1.35132944014984,0.208718992949672
"DTXSID9046942",2.69704726565504,2.24065221170753
"DTXSID9044798",-2.79601742516694,-5.64718802151531
"DTXSID5044867",-1.65433938291731,-3.32850172613633
"DTXSID1037806",-5.75304782858377,2.01242384196278
"DTXSID5023035",12.2445732669289,6.47727468690688
"DTXSID2042062",0.21229087875495,-6.05365365319202
"DTXSID0023169",7.68838807617854,3.47206596401109
"DTXSID2046541",-2.57892790193257,-3.91799278079308
"DTXSID3021192",2.45934018873534,3.05583250293664
"DTXSID9045506",-1.11858108986641,2.73787298894903
"DTXSID3047974",-1.20677403659021,5.3429293538542
"DTXSID9045558",6.64618611637838,1.28451932719971
"DTXSID9024641",-4.98100752800158,-2.88038265154543
"DTXSID7021491",-4.72481271808199,1.9860190446935
"DTXSID5026207",-4.87529667662075,2.01463867539622
"DTXSID9046235",-2.51598783561545,5.1753312027378
"DTXSID2022096",-4.05706545185049,-4.6357644131646
"DTXSID0044997",2.81601726210472,-3.49920376435298
"DTXSID4046949",2.59626705822007,2.90748418005203
"DTXSID6020981",-5.80434145219022,-1.63043480340493
"DTXSID7057654",1.66915437544042,-2.5012248077706
"DTXSID4046446",0.761282186783411,1.35248340688076
"DTXSID3021807",-3.9673674212224,1.05515574208551
"DTXSID7041091",-3.98199443677511,-1.89909217591693
"DTXSID2049004",6.20706797316309,1.92706491906164
"DTXSID6044771",-4.3498110312431,-3.60519730064911
"DTXSID3020962",-3.73589034727297,3.49188513263284
"DTXSID5041512",-4.25140908039483,2.49509033285455
"DTXSID8037708",-1.47704810683307,2.48555337843557
"DTXSID8031865",-1.48795135510988,1.99735397396315
"DTXSID0021628",-7.07462021502793,-1.10560852296653
"DTXSID7024241",0.714717107620555,6.20173585600293
"DTXSID2021947",0.196828284764913,-6.98659166808753
"DTXSID8057728",26.3330684830768,-0.786031849934085
"DTXSID5045700",0.277898281883477,6.03398657547214
"DTXSID7045782",0.152722687044992,2.01748072957952
"DTXSID5046778",6.3045995890595,8.00799149686457
"DTXSID5047376",4.99208270495262,5.01258899581495
"DTXSID9041528",-5.13631268030379,1.91036247013289
"DTXSID3022405",-0.399511586030725,5.06893920203803
"DTXSID1037567",2.12521535243349,-1.32591442941289
"DTXSID5024506",-4.28391032768063,3.35435676416738
"DTXSID2024163",-2.84592483533586,2.22921995343341
"DTXSID6049222",4.56224322765737,-8.5310652001486
"DTXSID9049328",-1.49184144644666,-4.92068751539545
"DTXSID4023094",1.36087671293586,-6.46964086212992
"DTXSID2046591",2.71505622605592,3.53724904085384
"DTXSID8022084",-2.66216519843291,2.19120597661041
"DTXSID3049330",-4.92703574136518,-2.70087865411479
"DTXSID4041521",-1.6091368003853,-2.03963669955776
"DTXSID1049067",3.84898622429533,0.968400723992018
"DTXSID3038694",-3.95511287316299,1.17379809648378
"DTXSID7047198",-2.83486723291331,-4.22119388410647
"DTXSID0023901",-2.32294021327435,-0.285167759770982
"DTXSID2049424",-2.11214951119932,-3.76476613428199
"DTXSID1021665",0.426392318004119,-7.77733996670097
"DTXSID2032180",-2.20363659780684,3.03438053563319
"DTXSID9024063",-3.78456466108173,1.67199666965222
"DTXSID1052539",-5.62654484402746,-2.81276715037873
"DTXSID5049027",4.7291035601519,-3.14700280960386
"DTXSID4029359",-4.18477354202526,-2.08341399915458
"DTXSID2048824",15.0100241735487,-11.6656028431795
"DTXSID3044916",-1.00205177761888,-2.54471328903602
"DTXSID4040711",-2.03714383992678,1.31379294733788
"DTXSID5047168",0.372079286609253,-8.02580650100481
"DTXSID4022448",0.803767138955262,-0.56878069866233
"DTXSID7047487",-2.22257761078071,-5.9060390733378
"DTXSID1044801",-5.98867924937455,-1.11713470891242
"DTXSID9048720",4.45716048936309,-7.42659473567625
"DTXSID7049396",-2.73944276510521,-6.71117430142028
"DTXSID3020910",-4.17603717046155,-4.50849617381619
"DTXSID9041152",9.84772974360724,2.55029312316976
"DTXSID8047264",5.37186712711723,5.60276423559124
"DTXSID0032869",-4.64359323224791,3.85451409363249
"DTXSID3048813",5.60814801923246,6.94926614496169
"DTXSID4041317",-5.82745100635897,0.874871194796178
"DTXSID8047426",-2.80727656039159,-2.83859891030352
"DTXSID8023973",-4.4416597083664,0.583025429464227
"DTXSID9051907",-1.81702481930456,-0.0112635039373918
"DTXSID4027494",-3.8450831969649,1.83015488161279
"DTXSID8040800",-6.40826704572471,-3.2204777274992
"DTXSID1029671",-6.40250118186065,-3.13522913918164
"DTXSID6057744",1.02717564311631,4.2759662183517
"DTXSID5032498",-1.04771661947437,5.65484192471134
"DTXSID7049394",-2.70854506478381,-5.88106237596497
"DTXSID2020058",-4.95820922254973,2.12758332040184
"DTXSID6041349",-2.87281206223844,2.50536976883923
"DTXSID2020345",-6.21562539223883,-1.39834924929059
"DTXSID1027211",-4.57813307911094,-3.47436882788042
"DTXSID1057743",3.63680908881903,-2.61279068865308
"DTXSID7023691",2.93465374354141,-0.855436956514603
"DTXSID9047045",1.42271385743398,-6.58239855621293
"DTXSID4020828",-3.71424180974619,3.39173292454788
"DTXSID7025716",-3.9518385291645,2.68256224739077
"DTXSID7045526",1.27756043913196,-5.1971236744106
"DTXSID7026368",-4.66173177503454,2.90196567143455
"DTXSID6024622",-4.85701203980623,2.82896167643892
"DTXSID6048624",-3.98211856671185,1.81450227409581
