"","E2u","E2e","MEcc","Dm","E1u","E1m","E1e","ASPAN","RDFM7","RDFM8","E3m","MoRSEE30","MoRSEV19","MoRSEV18","MoRSEV12","MoRSEV11","MoRSEV10","MoRSEV17","MoRSEV16","MoRSEV15","MoRSEV14","MoRSEM18","MoRSEM19","MoRSEM10","MoRSEM11","MoRSEM12","MoRSEM13","MoRSEM14","MoRSEM15","MoRSEM16","MoRSEM17","P1m","E2v","L3e","MoRSEE8","MoRSEE9","MoRSEE6","MoRSEE7","MoRSEE5","MoRSEE2","MoRSEE3","MoRSEE1","MoRSEN21","MoRSEP20","MoRSEP21","MoRSEP22","MoRSEP23","MoRSEP24","MoRSEP25","MoRSEP27","MoRSEE29","MoRSEE28","MoRSEE21","MoRSEE23","MoRSEE25","MoRSEE24","MoRSEE27","MoRSEE26","grav","MoRSEV28","MoRSEV29","MoRSEV26","L2e","MoRSEU22","De","MoRSEE10","MoRSEE11","MoRSEE12","MoRSEE14","MoRSEE15","MoRSEE17","Dv","MoRSEE19","E1p","MoRSEM5","MoRSEM3","MoRSEM1","MoRSEM9","MoRSEM27","MoRSEP7","MoRSEP5","MoRSEP3","MoRSEP9","MoRSEM30","MoRSEP8","P3m","P3e","MoRSEN26","MoRSEN24","MoRSEN25","MoRSEN22","MoRSEN23","MoRSEN20","MoRSEN28","MoRSEN29","E3v","E3u","RDFU3","P2u","MoRSEV13","TASA","RDFU8"
"MoRSEM12",-0.164634233251584,-0.0184955856109077,-0.0438893852193004,-0.09930148614618,0.0587414935035882,-0.0228427615307959,-0.0494351092082824,0.0594770872341239,-0.0502786042877869,-0.0121668882950966,-0.0768553953717843,0.0127392707530576,0.0529236162391085,0.0553081042937901,-0.0934490051569696,0.0509968441803435,0.00123363611236893,-0.00208687551088476,0.0871521467085723,-0.127103247808402,0.0302185931532406,0.017261882314412,-0.0625754483792478,-0.0754789362893507,-0.29918501251577,-0.0665193268916119,0.13351596774488,-0.0439587043415787,-0.0200564584699058,-0.0774128823877756,0.00519300593009951,0.0661337933505905,0.0526082169005793,-0.0300422635410243,-0.0782375555360872,-0.172079096217822,-0.0247014824440895,0.0303746844855105,0.019654980354882,-0.00554445831705535,-0.0377955642794511,-0.072304194745693,-0.136596999104606,-0.102620909829396,0.0340658203670132,0.0978065957499634,0.0226801472086597,0.116459545924923,0.222031067226818,0.181977418179898,0.023635063141226,0.12906655921483,-0.104368761256319,0.029306181079094,0.161984770505305,-0.0285097721063064,-0.118515694552969,0.121914072412434,0.107316347844569,-0.160989164137297,0.176074664297788,0.245387044431104,0.184811619315554,-0.249894991449411,-0.0485574492614817,-0.0296976403861786,-0.033503596319651,0.0489592260552108,0.0776598079890407,-0.108782814796357,-0.0523277101216781,0.0836264335715314,-0.0653814898696118,0.129067087434236,0.107800950257035,-0.193692754645037,-0.208826478744908,0.212986729116933,0.0140223633533359,0.0485267526169286,-0.0779131615197994,0.100458004776268,-0.0221037040559713,-0.0686865388845149,0.0875939676258192,-0.0366508096128831,0.0591241894944574,-0.00532954964780009,0.0215812718824842,-0.032068690779096,-0.0341471358706471,0.0274265552403813,0.144091120650586,-0.0307787489381419,-0.0555594001938548,0.000366452103492949,-0.0779143183219019,0.0152060328988242,0.0502912949204319,0.0617541698254217,-0.0214759935661869,-0.00546528426356928
"MoRSEM13",-0.0283255879037219,-0.176703371601441,-0.0618514526271182,0.0531357659590073,0.0278654086332033,0.193439983088342,-0.0237521718857547,-0.00176887706907586,-0.0381972311068387,-0.10779141201654,-0.0887701593588352,-0.00695615526855898,0.0346374659483618,-0.0608003375319234,0.121270594440132,0.0148741471339497,0.00396822676627442,0.185680404983736,0.0310646215610586,-0.00469044657202535,-0.0187378682974377,-0.118366418431413,-0.0859502113622645,0.0200840821059102,0.174405212467306,0.113799129278595,-0.099542274309717,0.036083275095396,-0.0709320072498484,0.13087280098073,0.0601215775225363,0.0178797475464806,-0.0177718503560196,0.0759678059060013,-0.104464278395061,0.0534454291087441,0.0592040470214681,-0.00737718336178588,-0.0165446990658853,0.0995428212893292,0.0303110198871156,-0.0875935957489307,0.0585078758849554,0.216510117308659,0.187249604766553,0.0635176352646719,0.161319603570945,-0.136545206873627,-0.0880005591207206,-0.0114889752684086,-0.00395900338824669,0.364557947351975,0.086657045559324,-0.0451668516657353,0.0589027487240393,-0.171338169887828,0.175612139651091,0.054648321379254,-0.113101723125777,-0.212175752424482,0.082826330750159,0.131580030351904,-0.0438449594248309,-0.122175041545405,-0.206473717709893,0.0272024475073152,-0.05088698179221,0.0195230166099181,0.0073463402117803,-0.0378304592706647,0.0836287889111916,0.0300454719081333,0.00735951147650906,0.0151941715754324,0.048232272919096,0.104685807369391,0.0408186738888176,-0.0116051192254189,-0.0180441879732371,-0.0688650439005461,0.0314346778552663,-0.12599072952575,-0.0464695419107677,0.00920299278441702,-0.070375898917355,-0.198501588004971,0.100827063356331,0.0659762664997541,-0.0550318368023423,-0.00601904631712691,0.00900145038652791,0.00322658048802061,0.105088435968617,-0.0878464600943696,-0.0273215326993121,-0.126802099323613,0.0968007737916957,0.162909451275366,0.133345119144346,0.0526417163731724,0.00982143084545042,0.0435776139608245
"MoRSEM14",0.148534780688971,0.0877430071562929,0.0641679545227595,0.0477868725258175,-0.0845392574592975,-0.124560048019994,0.00889824481608503,-0.0562788399495216,0.0280225422040341,0.0656480965669377,0.021062678114144,-0.0414796146307921,-0.0317221266339658,-0.0246798562734728,-0.109242198218241,-0.144638499986502,-0.035782309989993,-0.116612065855559,0.0450852694211817,-0.0395298419163998,0.0205415964346945,0.0982967066852965,0.0799795192041231,-0.00998021541258466,-0.0630646440169301,-0.0925017695583406,0.0378364231681753,-0.00199872232832824,0.0152931786576353,-0.0327949028898725,0.000864384141421838,-0.0955755140613908,0.210203044413738,-0.0043159719119021,0.122247572637924,-0.0270377713883124,0.0339115710215166,-0.0537066973312371,0.0835071019278831,-0.0826635514361195,0.00185316879171014,0.21048397926039,0.0524617365178278,0.0663082712521299,0.0407381506792295,-0.0480732479143106,0.0595427759498618,-0.0718780762640991,0.0795123466664846,0.111816437498241,0.122304241011746,0.0674040929178052,0.0122925481332113,0.0735688606777871,-0.0210273308440486,-0.0878421936333453,-0.000602296042569835,-0.039696278723586,-0.111184423165521,-0.0763264975096174,0.202928444068064,0.0792325500348171,-0.153093891245681,-0.0684959499614665,-0.0042834150027846,0.0255159808848576,-0.0741185019582048,0.127612288280546,-0.00846138659070903,-0.218204154066242,-0.00585957170097036,0.237310615769408,0.0898363183413847,-0.10498961856857,-0.0633429841652705,0.298542113836644,0.0738300599652123,-0.066520298800466,0.320219625832353,-0.0896144651945374,0.151497327705761,0.157306800504506,-0.0377907379923818,-0.0454473497781951,0.16051086073304,-0.0425714096347015,0.0378351104064009,-0.0507455012601001,0.0857368427865704,0.104341280322285,-0.121226737470728,-0.0616826651049333,-0.0416005621946268,-0.029110257866142,0.012964665633094,0.151906740583869,0.116350803366752,0.120304917215388,0.103730276014685,-0.0347578455043786,-0.00278136663835716,-0.0546747432656546
"MoRSEM15",-0.0543430674136678,0.06779218919785,-0.0216061037285885,-0.0450058757410521,0.0893320447088944,0.304595681864917,0.0255712476644844,0.0605950597952145,-0.0977872341825724,-0.140625867393419,-0.0942896603729563,0.0884544090552652,0.135569160051215,0.0672878285432417,0.189904066442325,0.173667222495671,0.0506688056173074,0.179460381307379,0.0359078102321825,0.161296550931702,-0.0529512126663087,-0.0435696223353628,-0.0274020417017945,0.00272167144785898,-0.0507642289895816,-0.0243699103760993,-0.00870659187230664,-0.0187378460729955,-0.00821770740505265,0.035679041412848,0.00555065014114698,-0.00148722321978544,0.0713436706846821,-0.0806424894377005,0.0726329860765158,-0.120595376631891,-0.0796063929916227,0.0133921849588317,-0.155078432376509,-0.0532899726457535,0.184406504349393,-0.0215524658650011,-0.117071470958414,-0.101384305909094,0.217445147937903,0.193274985737419,0.0256925737157151,-0.165192292828155,0.149746067562061,0.124344155109323,-0.0109155124255697,-0.0917596805541145,-0.0941211001687381,0.0526957794503091,0.0520651463195642,0.1921796188501,-0.0776625810658243,0.0635028080827243,0.0683956838653096,-0.0597731463132987,-0.216761630242338,-0.104682786001692,-0.192324815425065,0.0944777283928993,-0.0724876206908208,-0.0213106979963774,-0.0575815921167789,0.0566509698994009,-0.0049767944765677,0.00572817551534307,0.015478724000372,0.197418457575834,0.0395118439740472,0.0212707661876472,-0.00866786690686213,0.0453045434539976,0.1758925103187,-0.0516997844637449,0.131229488564677,-0.0214334436648142,-0.0915244737036554,0.132823764905975,0.108594214680278,0.144976618210398,0.00448264476603387,0.057806825304378,-0.0555433422374515,-0.000283462112323556,0.0231146597749006,0.0575870272192776,-0.0664480913868421,-0.0632923707362059,-0.0312225137456066,0.036976833325267,0.00330199957466553,0.164172992560487,0.0451875162077983,-0.019150725213113,-0.0209334105635175,-0.0541016665290533,0.00674021484563518,-0.0428084263147198
"MoRSEM16",-0.0271109802625706,0.115077722303387,-0.00147292194500872,0.00847778586333595,-0.00891121915735997,0.18874069727382,-0.0832554092661564,-0.0765250708354116,-0.164248389488373,0.066244599837949,0.0319916505778266,0.000460045640708294,-0.0545114454325757,-0.150445154148169,-0.246501933140205,0.10410157968767,0.0799879035743285,-0.149335465720666,-0.0670528504585646,-0.218290365009175,-0.132705035507609,-0.0162540441162708,-0.287882141715763,0.0665825158331442,-0.289518391707577,0.0790569045530523,-0.114500648665783,0.0968822154798348,0.0860099621187207,-0.0315341245500009,-0.0482771212873378,0.153185115592016,0.0532082703622538,0.0014154607906965,-0.0453771848317177,-0.0581815421264894,0.129655450571466,-0.0923091329417049,0.209729112872421,-0.00964777371608093,-0.215399909584903,0.0719454754365006,0.242152224431704,-0.0234051523546197,0.0982434119371609,0.071721734014143,0.140936211000024,-0.123978485876623,0.119024404222021,-0.00382214172443824,-0.0914945896608486,0.0337972364003831,0.040213181131723,0.0556243667880364,-0.0565508143821241,-0.0109640088131183,-0.104893092631812,-0.0339658819939439,-0.00612209466346111,-0.0835628669558496,-0.0898649633940962,-0.0415444936893888,0.0351945873604058,0.0576934772400643,0.0625216003451172,-0.0919921434374449,0.0420070156805782,0.00329930222806292,0.00778862967056825,-0.0565826206143873,-0.0524031354070889,0.00414411662973669,0.0216479033478075,-0.162542848060416,-0.0633238071993403,0.0652310858479423,0.163473684526996,-0.0233276803954275,-0.169665300338148,-0.0163674270844844,-0.0612629808657148,-0.0643751361143394,0.0454319390546026,0.082310065955311,-0.119035700866815,-0.013809686829025,-0.113646671435086,0.0486902373080325,-0.0481768282660945,-0.00312622279980176,0.0809193474381175,-0.0354865382249536,-0.0101405903505299,0.0178107024602041,-0.0157039249682999,-0.0135141206801679,0.0279459503363941,-0.0307848429474922,-0.0144772218929565,-0.0145857796232275,0.0112670526779349,-0.00586435538549077
"MoRSEM17",-0.105445284180717,-0.117516148551632,-0.01025004368059,0.0915217247521956,-0.0342106157413406,0.10697884402675,-0.000633526495639273,-0.0569975120770832,0.01335210291181,0.0981973108601739,-0.0819199293902441,-0.0578741198045422,-0.0593920765734506,-0.0429307608193558,0.00169082411350624,-0.0250658875784856,-0.00421233981356285,0.0477432470065007,0.105570983663556,0.0878483625370287,0.143273656859019,0.209008510094334,0.352613365505256,-0.0787611924530712,0.0455765044067889,-0.182558717919467,-0.181897688079931,-0.00343594687792035,0.121423275420678,0.242519071302273,-0.00617216780233584,0.179729345080204,0.101707259842845,0.0837826302407133,-0.0434723691641926,0.100125396697988,0.139470101286171,-0.0676768608411207,0.147213378575522,0.0050158395157619,-0.0823449664970509,0.0248440384042186,-0.00490725644505559,0.174696003233075,0.0696093994281315,0.251191561251722,-0.0879901719516215,-0.157380272903748,-0.063120656453993,0.0229210072496525,0.118075168593497,-0.125392164494859,0.00248204405456606,0.231775120447965,0.0783499593477636,0.243071579741884,-0.117471050200786,0.121670597365195,0.0746962132625012,-0.0355332296628274,0.0859126337783016,-0.0758466013151901,0.0519707362220699,-0.120228811860151,0.130168126424083,0.0906104270035015,-0.063969768390565,-0.0500177761914849,0.0296450344186298,-0.059998429798804,-0.0561744669834144,-0.109631325016273,-0.0202947950362079,-0.05819928245688,0.00742729348791306,-0.0142079999834694,-0.0718806064945224,0.0338626310184184,-0.0397673581214173,0.0533261381904796,-0.0053544949858139,-0.00494316574251019,-0.0427759000927071,-0.00935964888019229,-0.0553975948038055,-0.0781700051228174,-0.108277862475778,0.0436280663063386,-0.0532169191009534,0.0268107461141779,-0.00271804637103229,-0.0298117036015301,-0.0435148749580049,0.0192561472937768,-0.00671300235819333,-0.0487317062506435,-0.0214243988110583,-0.0133454782998098,-0.0237994243361174,0.0247966610526457,-0.0101372515184387,-0.0155945310731664
"P1m",0.0263391901054644,-0.00871139794991834,-0.29210909407531,-0.0375041205480389,-0.163509676262684,-0.0149494911297548,0.208564621996575,-0.00335035741682445,-0.00695907785813521,0.045322749094754,0.0185473099690512,0.14547399211296,0.0182452662300347,-0.059067721763915,-0.111408159875286,-0.078822084761834,0.151277161450514,0.119626184254011,-0.0112513179084671,0.0415694680130725,-0.198952990575739,0.0683388960493192,-0.0129556853005473,-0.0721711873636103,-0.0120603174129987,-0.0765397661901669,0.0323284517021448,0.00537256301356829,-0.0228360054096338,-0.0052487968366383,-0.0222996323309793,-0.00728340310372503,0.0232816250148547,-0.0154603623680272,-0.0264131863564068,-0.0197647619430768,0.0148892937429941,-0.0594945823332197,0.00621759295314108,0.0166424011449149,0.0392672241049139,-0.0282912021250543,0.0145142314432187,0.00104594717526545,-0.0169678174776325,-0.00527458391118071,-0.0672281665452312,-0.0190945465422784,-0.0037738385565128,-0.0532300715767477,-0.0478381701732662,-0.0353363602703205,-0.00635897409055958,-0.0931344966233347,0.171063907343202,-0.0143128273874221,-0.169556343242855,-0.000386265911769818,-0.227734300686697,0.0596747288113718,0.00750041586920258,-0.0199690201197438,0.0181140833893801,-0.0212378527442916,-0.0677938950591187,0.0197095114195177,-0.134931907132508,-0.0228691735477324,-0.0333632069151625,0.0263764794777194,-0.0111295976446525,0.0189745959008484,-0.0692262893906672,0.0197983291761045,0.0349090994065547,0.0907716086105612,-0.0987529896799596,-0.141066128343297,-0.107989683261392,-0.0156216876726362,0.0198532116876857,0.0707814208048983,0.0415275680800207,0.0204768489432193,0.00447419489757223,-0.000608045991808278,0.0201320839729935,0.00879945610001333,0.0113428587079023,0.0802398453376548,-0.0819170743287277,0.125678394683994,0.168843899975228,0.535650740739505,0.0993206624394178,-0.136365316788215,0.145734950801323,-0.145995135236963,0.211186091042685,0.0255154271306455,-0.0662614300038335,0.00499209823381816
"E2v",0.0108789038258918,-0.0364042705705438,0.179896555522218,-0.151918650591023,-0.0423250155736418,0.0596307761067657,-0.0367800676490512,-0.101700949356318,-0.0972061453672629,-0.0661030681864,0.093527120809177,-0.300392928070452,-0.0885509886305794,0.112929350647351,0.14551317410398,0.066948069310607,-0.0989256927785989,-0.0765969311807443,-0.0440123968519045,-0.0915134947373094,-0.0628444101977937,-0.0482612801194619,0.097913641533671,0.0743263231023892,-0.0187571539153897,0.130111299700651,-0.138590407156087,-0.506676221566177,0.11573176215303,-0.132104619701062,0.314638841848548,0.00596331480268677,0.0703548660746558,-0.00763001420242114,-0.00974015356012094,-0.00954692872848723,0.0876072973625137,-0.18353299794019,0.0672905318326733,-0.0368250939774259,0.17096754544838,-0.145226815786451,0.0223955687153013,-0.0185123056390729,-0.0561097245368353,-0.00273964704826673,0.0193776893554089,-0.0152685156555153,-0.0197397552136054,0.0375184549699687,-0.0537477928716487,-0.00361254945382157,-0.017588471786526,0.00790672908063864,0.112724592641531,-0.0230711672809125,-0.0865333270119375,-0.0533666555029279,-0.149994594094457,0.00729552870906494,0.0109419285566488,-0.0551282976178411,0.075034472461092,0.0384300951132105,-0.0287093057781954,-0.000487525189555359,-0.0539665450942704,0.0114851963528086,-0.0146927102713122,0.00483983955576866,-0.0244398501379714,-0.0018036412459277,0.101444947196264,-0.0364176781778857,0.0781476156460597,-0.014582473171767,-0.0645913095260572,-0.0372199690804487,-0.0370900868379227,-0.0141241231790716,-0.0035299721239616,0.0310690832312062,-0.0320155325395648,0.0233594381889551,0.0217758083561421,0.0186262424903892,-0.0261359630973345,-0.0370331263258079,-0.00767615552035935,0.0303539467875613,0.0139845967123337,-0.019442789509042,0.0286722218493394,-0.0258859770551616,0.0166365901565788,-0.0376529861000195,0.0996471293878032,-0.114766417986202,0.0578496936417255,0.0168459751876973,-0.244682158908054,-0.0346710508202074
"L3e",0.149812502030353,-0.0431391345965405,0.128128486389643,-0.0660500699957959,0.0772757567198693,0.0246905500308078,-0.0723555529010818,0.0416662821541469,0.0498043888462106,0.0375615839937557,-0.0623341526006989,0.116305856952144,0.0247111896944438,-0.070181987756681,-0.0180464767080842,0.0172251449227412,-0.134924020790769,0.0290471554376385,-0.078966846985929,0.0853082493065516,-0.218690682303619,0.0531777002674122,0.0690602172665593,-0.0598338738707668,-0.0625123934074679,-0.0849330390529268,0.000151946604715854,-0.00363452439208175,-0.0344571442753837,-0.0405109917402538,-0.0794191590955739,0.0691783343572603,0.00261322206962872,0.0561063304456704,-0.0230486232511972,-0.0460552548657808,0.0105632486032211,-0.0688723258857028,0.023226894971161,0.00481492960349954,-0.00821484320458836,-0.2371608381559,0.0773452866460388,-0.0110470279286539,-0.266515975900596,-0.120972092527722,-0.112867201421156,-0.0755960710907957,0.118852703327442,0.111601036356448,-0.0112766835627046,0.0170643560842837,0.0511308787347513,0.221226186773043,-0.181142932691207,-0.0732578406831103,0.19149913014182,-0.0174386937289198,0.213904306812608,-0.237384188958631,0.0081281301129551,-0.253201234739084,0.197565003306512,0.0839638757697524,-0.195357506345468,0.0289612223938268,-0.341929678411995,-0.165555174183298,-0.00391254672918481,-0.0371870765976243,0.124844812890282,0.0101533359876015,-0.0846066080077366,0.100265279523133,-0.0164014536635687,0.131700843223694,0.0282075268739445,-0.00174153104825227,-0.0264423106442166,-0.00520186652978114,-0.00466702555419863,0.00608750487057315,-0.0458798342064494,-0.0124856540976617,0.0378944520395634,0.00225889786640799,-0.0112828916132625,-0.0727440345785338,0.0132385749682965,-0.0386333267810681,-0.020237414349015,0.00736589074533463,0.026815746654633,0.0296224204821274,0.00563582430484114,0.0199679072872665,0.0144005668875034,-0.03955215630117,0.0231533693640218,0.0127746008617593,0.0294836419525478,6.8427287347292e-05
"MoRSEE8",-0.0640776654416654,-0.108989588465055,-0.048454089567935,-0.0298397770378064,0.0449305248967494,-0.107428949924941,-0.160531993955804,-0.101180321624698,-0.0558592433231658,0.0664697931191143,-0.117199254629353,-0.129970093305278,0.0432067904642942,-0.167833112071601,-0.167668308145573,-0.0262017638381035,-0.0605046867079818,0.22615362576269,-0.0807948111591006,0.107086057949987,0.0925011691830892,-0.0401002038888087,-0.237486668579443,0.148406993306294,0.192811490174117,-0.243202264124788,-0.0372819363989049,-0.099594165129196,-0.0571065427513256,-0.13152248702595,0.0562335618978299,0.0543220159262778,0.2034206144495,-0.102046050177631,0.0571713381995498,0.0949290415485062,0.0133377946897345,-0.123033876292335,-0.1261264435922,0.00972981192053146,-0.282533605284237,-0.132756074982453,-0.0529664764905097,0.141987412124837,0.0617925555920155,-0.0604240042422157,-0.0199725974049561,0.150421504647579,0.011774618774374,-0.0544726611261359,0.047238284486096,-0.09282870687306,-0.122605902661721,0.0117414359585644,0.0129754981707672,-0.00149469740349798,-0.089857371426237,-0.0383023281008758,0.0191575594856352,-0.0562332175576979,-0.0840631339688185,-0.110218449333571,-0.0750254979404133,0.0557954388111508,-0.147913801669936,0.0181802619314576,0.149023309332883,0.0423028437241944,0.139717832008224,-0.132571954868107,0.0495044175972271,-0.0109030464035512,-0.00244110080616167,0.00969945728867082,0.0635593350785725,-0.0277868887581353,-0.0184930521633455,0.0737130368247873,-0.0413863826882599,-0.0638779309059859,0.0918996902987136,-0.0450678725569903,0.143384720194819,0.0942881730513975,0.207250925037542,-0.0271358501686456,-0.073328690226261,-0.0425579773291449,0.145981017899952,0.00970440482659109,-0.0332264721084002,0.0034032349402266,-0.024261645219957,-0.000213054268655478,0.0329763003102717,-0.0190443535947735,0.0198640472244348,-0.0373796057720316,-0.0403259085291578,0.0164783253535311,0.0192849877066909,0.0105967159747701
"MoRSEE9",-0.0453836786994161,0.00802125490429392,0.114253840317246,0.170648304851797,-0.214293018989486,0.0567227429921699,0.0310774038400942,0.0599051444994744,0.132796312934385,-0.083736644380879,0.0947663430995646,0.155795165122853,0.041927365812512,0.202635330992493,0.0727122499246251,0.0737264654605095,-0.0348797939017383,-0.0879130882649288,0.227797363052878,-0.260535467622987,-0.0476237668251472,-0.0532194006148146,0.0828860268106136,0.106607769140551,0.0581436941691174,-0.0761191824876769,0.178825260088628,0.0604234608907186,-0.0807945698528987,-0.0593651082989153,0.0984296169519229,0.0152261059776147,0.109423360819659,-0.163176455680066,-0.15100056662766,-0.0309255217735279,0.105851313629657,-0.0479898889486501,-0.106955296560282,0.0591555277633842,-0.119522423235206,-0.0942120574379948,0.0840790763639733,-0.00259963193347512,0.0884181242291024,0.0102175274640316,-0.219062213294454,-0.20553880210067,-0.0513160618382809,-0.0651552860430437,-0.205688601491376,-0.173619001832494,-0.00122885425723558,-0.0878750956319674,-0.217286800504144,0.0582928866114103,0.0487931301508295,0.0316807231401828,-0.0655707253417862,-0.00269371861586183,0.171917594669297,-0.00687044008545573,0.0098217776502349,-0.0775892741699447,-0.0682855025670246,0.00397648262812307,0.0123994125836401,0.020834746826224,-0.0312841615064191,-0.0434087317378976,0.0756409189631631,0.0799058639880113,0.029101201703564,-0.0251691163349738,-0.0431058613357145,0.0290557645005773,-0.104867991293356,0.152268006148075,-0.0330673996496226,-0.112683325735737,-0.0386973334251063,-0.095963981415064,0.148769497589259,0.17666303473253,0.114957851240066,0.00138523585971713,-0.09323666699987,0.0542746098512354,0.0623285784011099,0.0025179670237642,0.0393418223454665,0.0654472501322088,0.000416409023086629,-0.0220080776647317,-0.0123235513515081,-0.0330333627497203,0.0141612350926466,-0.0182195762509773,-0.0133092961001232,-0.0012015177472046,-0.00105706368685018,0.00235278061462239
"MoRSEE6",0.183453843564587,0.0313738986612491,0.0344821793917225,0.0452452995501083,-0.00643011619624883,0.0502969985028931,0.0553130847652736,0.0249585046037415,0.0658860863256365,-0.0369379319720632,0.102944766554864,0.0127004981738127,0.0138376716683233,-0.0317994360689437,0.0272814756784742,-0.048380049658791,-0.0162406927376186,0.0486822781980903,0.0176372475932404,0.0682331076487723,0.0731305522752209,0.085132810426019,-0.0116503623594716,-0.0371838804743922,-0.0710169517363889,0.0421762969733974,0.000913043417595064,-0.0343964898476955,-0.00687680578993563,-0.0534117555724965,0.00236471525715597,0.0650912358014777,-0.0616593471283343,0.0527142395644181,-0.0230893537893541,-0.0836501496450014,0.0213962641279855,0.0582490127620348,0.0200357532897389,0.00463981099401423,-0.0618173389961217,-0.0166708340931229,-0.01616913388749,-0.0259150252467303,-0.0170268012604291,0.0721539028644218,0.0777095157840983,0.0316042929982799,0.044017080720249,0.0564671162510385,0.0508867803589273,-0.0861016815769192,0.0456898490809571,-0.0387946296008537,-0.0374150414738107,0.0132356867679897,-0.205321691356993,-0.0416977415114572,-0.0500365827594549,-0.0213959816125279,0.0175435198065664,-0.0803942503453299,-0.129197844994719,0.0628211381873176,0.0483503558336434,-0.0603129454721306,0.276226885972359,-0.1092020219904,0.0276572685163608,-0.132175074770972,0.368087777910155,-0.0580166593786085,0.0884432715069996,0.17502557134934,0.214846973848917,0.224816160783641,-0.134667614921777,0.00527369423421924,-0.0054635843919966,-0.197828413729498,-0.401413451771214,-0.150630743766382,-0.240684693334674,-0.108696868564074,0.056495696917712,-0.177521224864082,0.0449530199201236,0.0587585179741791,-0.0565644292344918,-0.0994683715430834,-0.0457671691305513,0.0658134709445301,0.00692291029344303,0.0136434238187773,0.0294201162364476,0.0758483167565034,0.00923171802452226,-0.0392902673923686,-0.0333846210874,-0.0322649765092133,-0.0020525847043401,-0.00751882652707861
"MoRSEE7",0.0865567730595696,-0.125741307891121,-0.11817175827078,-0.0765092264615057,0.139864155652405,-0.014013438627245,0.0803434269699569,-0.0307447177880604,-0.0572078751818477,0.0478764847980739,-0.0625515770389269,-0.0507008102427586,-0.0606672156872795,0.0566145727938793,0.110106703218293,0.0534978823507499,0.0622003156051534,-0.23737708213522,-0.132233651428516,-0.0591732441901324,-0.148588936639096,-0.189118645068807,0.135317729349188,-0.12464544763848,0.0005550553040666,-0.0218298062005003,0.00598938049188119,0.170884937541835,-0.0588421510033414,0.124574498933156,-0.0313876119499088,-0.0593138972795133,0.0706140046914051,-0.107855661294375,0.0996729225210936,0.0376137562733793,0.152477841661968,-0.179130909192692,-0.127147918785174,-0.0734422976904048,-0.117248952918404,-0.0153323936487941,-0.0531318479231529,-0.0325386290119031,-0.0175554075013009,0.0198465100071018,0.0927723879667367,0.030498281972978,0.00781510226028084,0.0999765578615154,-0.18264677813836,0.0967684831153411,-0.157206407558915,-0.100134480138269,-0.032492065834017,0.0394629943887945,-0.0432081069010848,0.116758212453774,0.0801991488498282,-0.0819979184034686,0.0829448683956995,-0.084664273421458,-0.00434595376979752,-0.0143039848954272,0.0867472640256927,0.0600592148237112,0.000627224459228843,0.091602807473779,-0.0357358548533837,0.178090851417618,-0.14475513980172,-0.124771855585858,-0.0164857479189611,-0.073436395875058,0.135998527132833,-0.0828154318792536,0.0278704247418545,-0.144637751363785,0.0883120654762099,-0.165630573661991,-0.105040389824033,-0.225365918196221,-0.116850806923365,-0.0828922849198758,0.156344038488777,-0.150297182562889,-0.00761892798467659,-0.0920115633556243,0.218508188557153,0.0745465279989361,-0.103891877848786,-0.0305336317330653,-0.0509599279966197,0.00992420344139576,0.0401902964165235,0.0126782520295639,0.071279843410629,-0.0681464938295491,-0.0846430694114912,-0.00700433517876876,0.0352210384304075,0.0332311736137915
"MoRSEE5",-0.176751095493174,0.0315359004777931,0.0215787712709225,-0.0671618344821507,-0.0520971278143408,-0.033693249285793,-0.0528476430204042,0.0678966178293115,-0.108965484326435,-0.00788212850804386,-0.0662361875926874,0.0387085888149449,-0.000649891001987345,0.0718282143457411,-0.045166144202997,0.110326404268807,0.0335577938441492,-0.0351017190435251,0.0154389342377031,-0.00628097141194647,-0.10861215701825,0.0156537210867838,0.0395799373725768,0.0596736710858694,0.0858165626218081,-0.0220412609728568,-0.0115038200472275,0.00838829928344227,0.031309191383702,0.049948695174945,-0.0274481048173289,-0.0409218311047128,0.0589162131312191,0.196617648625871,-0.0192345957068538,0.093011831720859,-0.118166217631507,0.0742957425774525,0.0470987526209686,0.0914744957435076,0.0930922237995887,0.0114751622633596,0.0545012115731977,0.0345698556481235,-0.00144498145036188,-0.139800397984663,0.0836815755920552,-0.012883751263886,0.0713603815081871,-0.0437795300283108,-0.0343467013061616,0.0177542354126938,0.0600737250304949,0.107456954252253,0.051594015253557,-0.0467260987816283,-0.0330105090479481,0.0468057179300426,0.026427635008411,0.0215658809431349,0.0587974850150687,-0.127774512871773,-0.0992760390063746,-0.0456927910598359,-0.0449464876348661,-0.0825965214128008,-0.00051827152366258,0.192144489059192,0.0895662716002771,0.0819122807632646,-0.06849335708432,-0.0563087505331134,-0.0066227874711332,-0.027183354782388,-0.0907456136891768,-0.0387295047191984,0.0322431388975109,-0.0980194890530754,-0.0506201262924085,-0.0761096015960513,-0.113813664923128,-0.0975290495025739,-0.0816729338317199,-0.0824503606122046,0.511452281516874,0.135307822961962,-0.127426069284585,0.20986355487286,-0.346834768336232,-0.0679761337596262,-0.113880665445615,0.232829300873735,-0.0451553413329199,-0.022320583491097,-0.0209135458566771,0.0261339797814883,-0.0901343260628638,0.0161859577986636,0.0790245526170873,-0.0422379894526339,-0.0114515960256845,-0.0934292439957984
