"","Chi5ch","QNmin","SPP","Chiv5ch","GATSp1","GATSp3","GATSp2","Chiv6ch","bcutm4","bcutm3","bcutm2","bcutm1","SIC0","S9","GATSe2","MATSe4","MATSe5","MATSe6","MATSe7","MATSe1","MATSe2","MATSe3","MATSe8","Qmin","ndb","Sfinger18","Chiv3c","naro","Sfinger16","Sfinger17","QCmax","MATSv1","GATSe3","GATSe6","GATSe4","GATSe5","QNmax","MATSm8","MATSm5","MATSm6","MATSm7","MATSm1","MATSm2","MATSm3","MRVSA9","MRVSA8","MRVSA5","MRVSA4","MRVSA3","MRVSA2","Qmax","Smax12","Smax16","Smax15","PEOEVSA10","QCmin","Smin15","Chi6ch","Chi4c","Rnc","MATSm4","Smax8","slogPVSA10","slogPVSA11","Sfinger9","LDI","Chiv4c","LogP","EstateVSA4","EstateVSA5","EstateVSA6","EstateVSA7","EstateVSA1","EstateVSA2","EstateVSA3","S18","VSAEstate7","S13","S17","S16","GATSm2","GATSm3","GATSm1","GATSm6","GATSm4","GATSm5","GATSm8","QHmax","PEOEVSA13","bcutp1","PEOEVSA2","PEOEVSA1","PEOEVSA0","PEOEVSA7","PEOEVSA6","PEOEVSA5","PEOEVSA9","PEOEVSA8","QOmin","GATSv3","GATSv2","GATSv1","QCss","slogPVSA2","slogPVSA3","slogPVSA0","slogPVSA1","slogPVSA6","slogPVSA7","slogPVSA4","slogPVSA9","EstateVSA8","Mpc","MATSp1","Smin12","GATSe1","UI","Mnc","GATSm7","EstateVSA9","J","QHmin","IC0","Rpc","Mac","nhet","IC1","petitjeant","QOmax","Smin16","Smin8","VSAEstate8","Geto","Smax35","Smax33","bcutv9","bcutv1","Smax34","GATSp5","GATSp4","GATSp7","GATSp6","GATSp8","bcutm9","SIC5","ndonr","QNss","MATSv2","MATSv5","SIC2","S7","naccr","S35","S36","S30","Smin20","Smin23","Sfinger12","Smin29","Smin28","mChi1","TPSA","MATSv8","MATSv3","SIC6","SIC1","MATSv4","MATSv7","MATSv6","GATSe8","GATSe7","knotp","Chiv4pc","Chi3c","Smax10","Smax11","Smax17","Smax18","S21","S29","Smax6","Smin53","CIC0","IC2","IC4","bcutv2","SIC3","dchi4","bcutv8","Platt","Tpc"
"scale",0.06140253799831,0.166007781882565,0.192280441653488,0.0396373529473058,0.425737898349745,0.400592750489694,0.294485467990173,0.0448288153345821,0.691269267002724,0.734689938516164,0.750202384086657,0.871720162122357,0.088096158336765,4.11973336891212,0.277376352058624,0.313101147098289,0.426679033393182,0.44919027157297,0.387063987906969,0.198903100280007,0.246667636203431,0.262636204820412,0.391758986731729,0.123207722814411,1.62911283635772,0.827452419369637,0.863074737222995,6.04472117236495,1.47132256650932,2.22671037048895,0.122109829254154,0.200087544008307,0.374810801678525,0.730568686454515,0.527573598282108,0.662142350727692,0.148166572950544,0.360222664455196,0.375419095556243,0.394894504850959,0.350482989945333,0.18606092666858,0.207379482793493,0.247558457330516,16.903918634908,6.00708047193829,13.1732289367301,31.3066067380455,7.53265896041921,6.63651346489131,0.103295236177276,0.415328244259284,0.512193863902697,0.534770546291846,5.57569597281705,0.0504919614761986,0.518629967260281,0.088501124318425,0.176597497458552,0.139620954943225,0.298146624443938,0.558040556936142,4.89310306510404,13.5192391403004,3.68696341743719,0.103774512839898,0.144594555233276,2.19212912674575,17.4138476422783,12.8188505327544,16.704965882755,18.5848760537708,11.4683893689472,11.270666071367,14.5481456340588,0.776222292804135,17.2584138108358,2.73702274442951,1.73059816449643,1.19062186801647,0.298361262823184,0.398599358761308,0.364461040576456,0.795226580447691,0.549890883707053,0.695523093766039,1.01687633601788,0.087767915696662,5.25016414012852,0.21052672876689,5.09538381838721,6.35902102850663,12.0033036318194,12.6227708336654,22.9462527645554,22.7727035551399,10.075201160632,10.8085629467035,0.189189076044714,0.397662165679811,0.299693464917756,0.355986732061933,0.143659130404066,9.81538450633746,8.38483113672645,6.73751951503126,26.9558014354976,3.47936307882438,5.83042571900143,26.0591282596162,6.44418707317563,11.2163943538413,0.0373645345064807,0.237177601748092,0.503545760992864,0.341029333920685,1.3072891851427,0.0734420839534423,0.891332611104443,10.4273566629993,0.715692482384725,0.0222455324774091,0.272230150690272,0.0957527483403978,0.0410128975854297,3.80033133491471,0.555727702875379,0.064918783718754,0.136636438155113,0.4993527825654,0.47975973450856,26.2688783529559,0.185101843860518,2.62203994101857,4.60163950133351,0.130701420124558,0.204453696717367,5.63108239158349,0.729569383423846,0.545046403742682,0.840459491019941,0.786051453902675,0.880815138221889,0.166693962794025,0.1744172803503,1.72741887983255,0.157766817813826,0.244551246087617,0.402353620246753,0.118806561516179,3.55549056825615,2.97241049891152,16.17177176394,7.26875115136384,1.23560256651615,1.91395187767393,1.1520912041996,3.51084381496177,0.801660574155705,1.45863047639845,0.0386618841115386,53.1925099329365,0.362689608001021,0.268835229715017,0.207454485385345,0.12634940014902,0.310440828727501,0.376239931705296,0.416344087972526,0.88418732812563,0.804932657502513,1.66513077480722,1.67409514708015,1.21697507392129,0.656730672793994,0.905034072347456,0.28816926862564,0.834941996093986,2.86800318271951,2.70538898692605,0.938508381878273,2.08849090770473,0.872285248171382,0.737918123941837,0.970679922933197,0.386969477776643,0.125690890005348,1.95615291962948,0.930078297348224,35.7609254224956,1.16270045463303
"center",0.0316751282051282,-0.181055641025641,0.657434487179487,0.0179467948717949,0.893702435897436,0.986232307692308,0.788733974358974,0.0418348717948718,2.93468012820513,3.27450717948718,3.63103974358974,4.10271538461538,0.315130897435897,2.43395794871795,0.777155384615385,-0.145742179487179,-0.0781991025641026,-0.0126919230769231,-0.0482071794871795,-0.109364743589744,0.0561058974358974,-0.112681282051282,-0.0429867948717949,-0.404247564102564,1.48666666666667,0.266794871794872,0.843828974358974,6.41448717948718,1.04051282051282,2.07653846153846,0.212303333333333,-0.115890256410256,0.983261923076923,0.841548974358974,1.09704294871795,0.989320256410256,-0.141712820512821,-0.0525029487179487,-0.0819920512820513,-0.0329888461538462,-0.0563691025641026,-0.0644412820512821,-0.00328782051282051,-0.105662820512821,16.402398974359,3.11034461538462,10.7990702564103,27.5941288461538,3.52256974358974,4.01929448717949,0.253186923076923,-0.0209088461538462,0.493102307692308,-0.066819358974359,2.72041871794872,-0.045259358974359,-0.222912948717949,0.0990051282051282,0.0942480769230769,0.297631923076923,-0.117000769230769,0.523965256410256,2.24364628205128,6.4321491025641,3.06576923076923,0.209424102564103,0.0568296153846154,2.33104551282051,12.7614083333333,9.27518166666667,12.144373974359,14.5077046153846,9.90114807692308,10.0327075641026,13.0639292307692,0.204678974358974,5.65657346153846,-0.413632051282051,1.0647241025641,-0.268859871794872,0.810147564102564,0.985731153846154,0.833511794871795,0.863859871794872,1.06031294871795,0.982394102564103,0.750165641025641,0.158482435897436,3.22185820512821,3.81071243589744,3.07487384615385,4.72808602564103,10.7014488461538,12.2458788461538,27.4694423076923,23.7836652564103,6.36459076923077,9.33952935897436,-0.352538974358974,0.979286153846154,0.76801358974359,0.839500384615385,0.141003717948718,8.38049230769231,4.85787384615385,4.69298076923077,26.5943683333333,1.00401961538462,2.28860782051282,25.4423637179487,2.95947423076923,9.32064115384615,0.0766882051282051,-0.131019615384615,-0.131655128205128,0.829161153846154,2.68959935897436,-0.152696153846154,0.802100384615385,8.58085935897436,2.21216166666667,0.0363651282051282,1.50474512820513,0.184583076923077,0.0997092307692308,4.82320512820513,2.55239064102564,0.455564358974359,-0.244091923076923,0.235984615384615,0.275725641025641,37.9327016666667,1.88128564102564,2.13533846153846,3.38416064102564,1.93768512820513,3.78122935897436,7.27919435897436,1.01961474358974,1.08076461538462,0.771480384615385,0.848929230769231,0.693345128205128,1.91176371794872,0.780909102564103,1.1825641025641,0.111649230769231,0.0674997435897436,-0.10894141025641,0.702717307692308,3.10294487179487,3.50333333333333,13.1283979487179,3.99769538461538,0.542625641025641,0.792592948717949,0.601571923076923,3.41730769230769,0.39890282051282,0.617475256410256,0.469543461538462,58.0685730769231,-0.0471633333333333,-0.10912641025641,0.769501282051282,0.526748846153846,-0.139498974358974,-0.0578641025641026,-0.0234732051282051,0.705942564102564,0.770726538461538,1.57735846153846,1.49038846153846,1.49350307692308,0.268686666666667,1.15560141025641,0.0913576923076923,-0.223153076923077,1.01150987179487,0.99231358974359,1.30003705128205,0.903189487179487,3.42956884615385,3.4525141025641,3.92748487179487,3.39006782051282,0.781129358974359,2.34664025641026,1.70479653846154,52.1507692307692,1.66778782051282
