ID	SMILES	RDFC6	MoRSEN11	RDFU8	RDFU9	RDFU2	RDFU3	MoRSEN5	RDFU1	RDFU6	RDFU7	RDFU4	RDFU5	Harary3D	P2u	MoRSEM6	MoRSEM7	MoRSEM4	MoRSEM5	MoRSEM2	MoRSEM3	MoRSEE30	MoRSEM1	MoRSEN4	MoRSEM8	MoRSEM9	MoRSEU10	MoRSEU11	MoRSEU12	MoRSEU13	MoRSEU14	MoRSEU15	MoRSEU16	MoRSEU17	MoRSEU18	MoRSEU19	FPSA3	FPSA2	FPSA1	GeDi	MoRSEV19	MoRSEN10	MoRSEV13	SPAN	MoRSEV11	MoRSEV10	MoRSEV17	MoRSEV16	MoRSEV15	MoRSEN16	RDFM14	RDFM15	RDFM16	RDFE9	RDFM10	RDFM11	RDFM12	RASA	RDFE2	RDFE3	MoRSEC25	MoRSEC24	RDFM18	RDFM19	grav	RDFE5	WNSA1	WNSA2	WNSA3	L2p	RDFP15	RDFP14	RDFP17	RDFP16	RDFP11	RDFP10	RDFP13	RDFP12	MoRSEP30	RDFP19	RDFP18	E2p	Dm	P3e	MoRSEM18	MoRSEM19	Petitj3D	MoRSEM10	MoRSEM11	MoRSEM12	MoRSEM13	MoRSEM14	MoRSEM15	MoRSEM16	MoRSEM17	RDFC27	RDFC26	RDFC25	RDFC24	RDFC23	RDFC22	RDFC21	RDFC20	MoRSEC28	RDFU30	RDFC29	RDFC28	MoRSEU30	L1u	L1v	L2v	L1p	RDFP5	RDFP4	RDFP7	RDFP6	RDFP1	RDFP3	RDFP2	L1e	RDFP9	RDFP8	MoRSEP5	P1e	MoRSEP4	PSA	MoRSEP7	P1p	MoRSEP6	RDFE18	RDFE19	P1v	RDFE14	RDFE15	RDFE16	RDFE17	PPSA1	RDFE11	RDFE12	PPSA2	MoRSEP11	MoRSEP10	MoRSEP13	MoRSEP12	RPCS	MoRSEP14	MoRSEN9	MoRSEN8	DPSA1	MoRSEC30	DPSA3	DPSA2	MoRSEN3	MoRSEN2	MoRSEN1	RDFP30	E2e	MoRSEN17	L3e	TASA	RDFC19	MoRSEV14	MoRSEM30	MoRSEP8	L3v	RDFC16	L3u	RDFV30	L3p	RDFC14	W3DH	RDFC15	MoRSEC23	MoRSEN15	MoRSEP16	RPSA	P3m	MEcc	MoRSEC22	MoRSEN14	MoRSEP1	MoRSEN23	P3p	P3v	MoRSEP19	P3u	RDFV7	RDFC18	RDFV6	FNSA1	RDFC17	FNSA3	FNSA2	RDFC12	RDFC13	RDFC10	RDFC11	P2p	RDFV4	MoRSEP22	RDFV3	MoRSEP18	RDFV2	RDFU21	RDFU20	RDFU23	RDFU22	RDFU25	RDFM4	RDFU27	RDFU26	RDFU29	RDFU28	MoRSEN28	MoRSEN29	RDFV19	RDFV18	WPSA2	RDFV16	RDFV15	RDFV14	RDFV13	RDFV12	RDFV11	RDFV10	MoRSEN26	MoRSEP23	MoRSEN27	MoRSEN24	MoRSEP25	MoRSEN25	MoRSEP26	MoRSEE8	MoRSEE9	MoRSEE6	MoRSEN22	MoRSEE4	MoRSEP27	MoRSEE2	MoRSEE3	RDFU24	MoRSEN20	MoRSEC9	ASPAN	RDFE10	MoRSEN21	Te	Vm	Vp	MoRSEV18	PPSA3	Vv	RDFE13	E2u	RDFC30	E2v	P1m	MoRSEV12	MoRSEP15	MoRSEP17	MoRSEU8	MoRSEU9	MoRSEU6	MoRSEU7	MoRSEU4	MoRSEU5	MoRSEU2	MoRSEU3	MoRSEU1	RDFM29	RDFM28	MoRSEN6	RDFM21	RDFM20	RDFM23	RDFM22	RDFM25	RDFM24	RDFM27	RDFM26	RDFM2	RDFM3	RDFV5	RDFM1	RDFM6	RDFM7	RDFV1	RDFM5	MoRSEP20	MoRSEP21	RDFM8	RDFM9	MoRSEP24	RDFE8	RDFV9	RDFV8	MoRSEC8	RDFV17	RDFM17	WPSA3	AGDD	MoRSEC1	MoRSEC2	MoRSEC3	MoRSEC4	MoRSEC5	MoRSEC6	MoRSEC7	MoRSEE29	MoRSEE28	WPSA1	MoRSEC29	MoRSEE21	MoRSEE20	MoRSEE23	RDFM13	MoRSEE25	MoRSEE24	MoRSEE27	MoRSEE26	MoRSEC27	MoRSEC26	Ae	RDFE1	RDFE6	RDFE7	RDFE4	MoRSEV28	MoRSEV29	MoRSEV26	MoRSEV27	MoRSEV24	MoRSEC20	MoRSEV22	MoRSEV23	MoRSEV20	MoRSEV21	MoRSEC12	MoRSEC13	MoRSEC10	MoRSEC11	MoRSEC16	MoRSEC17	MoRSEC14	MoRSEC15	P2m	MoRSEC18	MoRSEC19	RDFE30	RDFE21	RDFE20	RDFE23	RDFE22	RDFE25	RDFE24	RDFE27	RDFE26	RDFE29	RDFE28	RDFP20	RDFP21	RDFP22	RDFP23	RDFP24	RDFP25	RDFP26	RDFP27	RDFP28	RDFP29	MoRSEV6	MoRSEN13	MoRSEV30	Dv	RDFV26	RDFV27	RDFV24	RDFV25	RDFV22	RDFV23	RDFV20	RDFV21	L2e	MoRSEV5	RDFV28	RDFV29	MoRSEP3	P1u	rygr	Ve	MoRSEE7	MoRSEV4	MoRSEP2	FrTATP	MoRSEE5	P2v	ASA	MoRSEC21	MoRSEV3	MoRSEE1	E3v	E3u	Ke	E3p	Km	MoRSEV7	E3e	Kp	Kv	Ku	MoRSEV2	RDFC8	E3m	RDFC9	MoRSEM21	MoRSEM20	MoRSEM23	MoRSEM22	MoRSEM25	MoRSEM24	MoRSEM27	MoRSEM26	MoRSEM29	MoRSEM28	MoRSEN19	MoRSEN18	L2m	MoRSEV9	MoRSEV8	MoRSEU29	MoRSEU28	L2u	MoRSEV1	MoRSEN12	RDFC5	MoRSEU21	MoRSEU20	MoRSEU23	MoRSEU22	MoRSEU25	MoRSEU24	MoRSEU27	MoRSEU26	RDFC7	MoRSEV25	Tv	Am	SEig	Tu	Tp	RDFC1	Tm	RDFC2	PNSA3	PNSA2	PNSA1	RDFC3	MSA	MoRSEE22	L1m	De	MoRSEE10	MoRSEE11	MoRSEE12	MoRSEE13	MoRSEP9	MoRSEE15	MoRSEE16	MoRSEE17	MoRSEE18	MoRSEE19	Du	Dp	Vu	P2e	E1p	E1u	E1v	E1m	RNCS	MoRSEP28	MoRSEN30	E1e	MoRSEN7	W3D	RDFU18	RDFU19	RDFU14	RDFU15	RDFU16	RDFU17	RDFU10	RDFU11	RDFU12	RDFU13	Ap	Au	RDFC4	MoRSEP29	Av	L3m	RDFM30	MoRSEE14	E2m
1	Oc1cc(O)cc(Sc2cc(O)cc(O)c2)c1	0.0	1.196	5.308	7.458	3.978	4.83	1.907	7.021	4.256	9.205	11.159	4.958	98.093	0.13	1.162	-1.202	-2.911	1.907	-3.117	-0.738	-0.043	14.734	-2.911	-0.989	0.086	0.777	-0.407	-0.307	-0.755	1.031	0.436	-0.101	-1.122	-0.601	1.729	0.0	0.0	0.0	10.643	1.171	0.479	-1.057	5.661	0.349	0.549	-0.621	0.173	0.19	0.509	1.179	2.817	2.078	7.838	2.478	6.019	1.767	1.0	4.37	4.551	0.0	0.0	1.842	0.06	34.357	4.701	0.0	0.0	0.0	1.474	2.234	1.675	0.795	1.528	6.524	2.754	2.334	1.923	0.065	0.093	0.75	0.224	0.835	0.116	-0.798	1.518	0.834	0.479	1.196	-0.862	-1.808	1.609	-0.03	0.509	-0.749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	10.341	8.925	1.362	8.739	2.283	5.825	7.4	1.208	1.868	1.862	3.325	10.505	5.067	3.891	0.696	0.755	-2.937	0.0	-0.275	0.774	1.122	3.83	0.673	0.786	5.435	6.362	4.525	2.372	0.0	10.209	4.676	0.0	0.213	0.648	-1.084	-0.361	NA	1.061	0.086	-0.989	0.0	0.0	0.0	0.0	-0.738	-3.117	14.734	0.0	0.368	-0.749	1.609	475.12226645916036	0.0	1.053	-0.052	-0.825	1.066	0.0	1.578	0.0	1.081	0.0	1692.853	0.0	0.0	-0.03	0.189	0.0	0.096	0.967	0.0	1.609	15.31	-0.188	0.096	0.094	1.243	0.115	5.345	0.0	0.993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	5.806	-0.262	1.458	-0.469	3.393	0.0	1.128	0.0	0.0	0.0	8.107	0.0	0.0	0.0	0.0	0.4	0.268	0.082	0.669	0.0	1.4	2.028	1.467	2.168	1.706	5.974	2.522	-0.423	-0.227	-0.151	0.609	0.216	0.073	-0.468	-0.107	-0.178	2.001	-0.256	-4.462	-0.038	-1.796	-0.389	0.0	-0.275	0.0	0.458	3.944	-0.07	13.912	52.104	49.145	-0.501	0.0	47.433	9.441	0.355	0.0	0.192	0.77	-0.45	0.194	-0.672	-0.209	-0.26	1.937	0.083	-4.073	-1.648	-1.707	-0.615	23.499	0.0	0.0	1.162	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	4.385	0.454	1.789	0.698	0.945	9.525	1.533	1.215	-0.162	-0.129	4.164	6.712	0.566	5.195	4.776	2.857	0.0	0.67	0.535	0.0	125.396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097	0.008	0.0	0.0	0.007	0.012	-0.536	4.452	0.365	0.765	0.217	-0.567	0.0	0.0	38.689	7.807	4.126	9.362	12.37	0.187	0.158	-0.452	-0.034	0.591	0.0	-0.27	-0.194	-0.083	-0.157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.134	0.0	0.0	0.0	0.0	1.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.432	-1.808	0.036	0.772	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.0	1.798	0.508	0.0	0.0	-0.655	0.755	3.394	83.0	-0.046	-2.703	-2.243	0.0	-1.614	0.12	475.12226645916036	0.0	-0.784	25.045	0.121	0.334	0.633	0.123	0.656	-0.473	0.36	0.661	0.679	0.632	-1.907	0.0	0.128	0.0	-0.07	-0.275	-0.188	-0.256	0.073	0.609	-0.151	-0.423	0.268	0.4	1.518	-0.798	1.547	-0.134	-0.924	0.062	-0.028	1.786	14.885	-0.862	0.0	0.005	-0.052	-0.485	-0.493	0.397	0.755	0.191	-0.58	0.0	0.15	11.353	25.324	256.156	13.704	11.295	0.0	11.555	0.0	0.0	0.0	0.0	0.0	258.5551697855423	-0.495	8.902	1.357	0.725	-0.247	-0.46	-0.904	-0.277	0.409	-0.052	-1.171	-0.724	1.828	1.298	0.786	80.443	0.129	0.439	0.609	0.459	0.457	NA	0.175	-0.052	0.629	-1.202	600.001	3.16	0.538	5.108	6.028	4.27	2.292	3.943	10.069	4.596	7.943	23.924	37.6	0.0	0.14	23.122	1.106	0.0	1.188	0.25
2	N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1	0.0	0.794	54.134	50.384	19.443	17.856	2.329	11.741	35.594	43.6	56.686	44.255	472.525	0.171	5.334	-2.569	-6.525	2.329	-5.132	0.465	1.133	23.828	-6.525	-1.9	0.881	-0.679	-2.492	1.525	1.948	0.603	-0.183	-2.357	-1.396	1.398	4.178	0.0	0.0	0.0	14.645	2.083	0.284	0.138	7.721	-0.278	0.275	-0.919	-0.526	-0.68	0.03	9.348	8.763	9.511	48.193	13.421	10.896	9.793	1.0	19.94	17.668	0.0	0.0	9.481	9.309	73.991	42.707	0.0	0.0	0.0	3.682	12.402	12.832	12.195	12.756	16.549	18.277	18.174	13.796	0.436	10.45	12.782	0.323	1.047	0.072	-0.018	1.74	0.921	0.284	0.794	-1.477	-0.807	1.956	-0.805	0.03	-0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.254	17.714	17.343	3.587	17.487	16.9	31.91	15.102	13.782	4.262	5.658	18.268	17.563	21.287	21.282	-0.843	0.757	-6.469	0.0	-0.737	0.775	5.153	25.766	23.192	0.778	27.516	28.458	29.008	26.546	0.0	38.725	36.747	0.0	-0.588	0.202	0.407	-0.318	NA	1.238	0.881	-1.9	0.0	0.0	0.0	0.0	0.465	-5.132	23.828	0.0	0.374	-0.8	1.672	729.5077678672013	0.0	1.387	-0.129	-1.446	1.374	0.0	1.655	0.0	1.398	0.0	13274.175	0.0	0.0	-0.805	-0.732	0.0	0.066	0.973	0.0	1.956	25.177	0.005	0.062	0.062	2.26	0.071	12.658	0.0	11.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.163	30.676	-0.399	4.54	0.56	18.485	23.867	25.795	16.22	16.403	7.862	30.64	1.318	1.89	0.0	1.258	-0.01	0.091	9.714	11.583	0.0	11.38	10.956	11.561	15.758	12.063	14.65	16.189	-0.305	0.072	0.3	0.937	-0.118	-0.518	-0.584	-1.081	-0.924	7.649	-0.059	-10.183	0.104	-10.367	4.981	6.958	-1.086	0.0	0.342	47.083	0.055	23.191	175.091	206.58	0.426	0.0	198.747	40.967	0.383	0.0	0.307	0.782	-0.613	-0.637	-0.965	-0.869	-0.965	7.51	2.397	-10.074	-5.945	-10.205	5.318	33.137	0.0	0.009	5.334	3.852	4.886	2.301	3.208	0.317	2.518	0.009	0.159	19.987	1.496	14.724	1.064	8.105	7.963	3.389	11.459	-1.519	0.129	14.381	13.747	1.034	52.483	18.732	18.761	0.0	10.824	8.104	0.0	402.248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.014	-0.209	0.0	0.0	0.183	-2.957	0.321	10.294	0.406	1.565	-0.332	-1.136	0.0	0.0	105.449	11.301	34.879	41.75	56.307	-0.134	0.041	-0.503	0.15	0.978	0.0	-0.308	0.05	-1.375	0.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.0	0.0	0.0	22.542	24.648	14.992	15.582	7.158	6.532	1.17	1.78	0.0	1.116	9.113	9.248	5.839	5.485	3.424	1.934	0.719	0.192	0.182	0.0	5.046	-0.807	0.297	1.167	0.565	0.118	3.122	1.409	4.948	4.482	7.695	7.665	3.955	-0.069	0.112	0.0	1.204	0.758	4.567	244.804	2.186	-6.296	-4.709	0.0	-5.343	0.161	729.5077678672013	0.0	0.923	33.677	0.255	0.368	0.636	0.265	0.674	-1.204	0.374	0.662	0.666	0.637	-4.58	0.0	0.241	0.0	0.055	-1.086	0.005	-0.059	-0.518	0.937	0.3	-0.305	0.091	-0.01	1.74	-0.018	3.212	0.372	-1.526	0.013	-0.305	4.008	24.359	-1.477	0.0	0.179	-3.025	0.351	-1.087	0.46	1.552	-0.386	-1.159	0.0	-0.205	22.305	80.441	823.879	23.377	22.567	0.0	21.129	0.0	0.0	0.0	0.0	0.0	477.966008713558	-1.002	16.532	1.368	-0.455	-2.378	1.278	1.782	0.211	-0.317	-2.107	-1.413	1.244	4.105	1.381	1.202	247.796	0.171	0.614	0.63	0.605	0.556	NA	-0.173	-0.129	0.62	-2.569	2881.934	26.226	23.164	28.407	29.455	30.098	27.873	47.509	39.87	37.753	43.304	93.986	106.943	0.0	0.029	90.971	1.384	0.0	0.753	0.25
3	CCCCNC1CCCCC1	0.0	-0.301	12.254	11.22	10.308	7.477	0.786	6.66	10.584	14.494	28.907	16.525	149.943	0.107	1.114	-1.063	-1.313	0.786	-1.74	-0.65	0.612	11.535	-1.313	-0.23	0.615	-1.257	-1.747	1.325	1.891	-0.516	-0.229	-1.061	-0.857	1.672	1.359	0.0	0.0	0.0	10.656	0.364	0.13	0.809	5.996	-0.852	0.025	-0.232	-0.452	-0.393	-0.279	0.326	0.711	0.233	10.543	0.342	0.56	1.303	1.0	10.531	7.247	0.0	0.0	0.058	0.02	17.373	14.952	0.0	0.0	0.0	1.043	1.762	1.609	1.466	0.95	1.812	1.703	2.233	2.995	0.348	0.376	0.468	0.294	0.583	0.054	0.444	0.163	0.87	0.13	-0.301	-0.547	0.447	0.347	-0.403	-0.279	-0.124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.658	10.033	9.377	0.981	9.561	4.139	12.315	4.134	3.281	2.396	2.53	9.78	9.943	3.963	2.957	-0.734	0.839	-1.925	0.0	0.094	0.864	1.426	2.117	2.265	0.87	5.895	4.098	3.159	2.904	0.0	5.88	9.489	0.0	-1.019	-0.055	0.94	0.148	NA	-0.005	0.615	-0.23	0.0	0.0	0.0	0.0	-0.65	-1.74	11.535	0.0	0.428	-0.124	0.643	422.17396264723106	0.0	0.081	0.112	-0.064	0.417	0.0	0.658	0.0	0.468	0.0	2197.353	0.0	0.0	-0.403	-0.525	0.0	0.023	0.995	0.0	0.347	20.041	-0.07	0.042	0.039	0.453	0.055	3.189	0.0	2.692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094	11.256	0.106	2.007	0.813	9.877	0.0	0.127	0.0	0.0	0.0	9.923	0.0	0.0	0.0	0.0	-0.241	0.009	0.234	0.323	0.0	0.721	1.46	1.188	1.666	2.408	1.404	1.278	0.216	-0.114	0.062	0.013	-0.057	-0.2	0.022	0.414	-0.027	2.59	0.271	-3.577	-0.07	-8.08	3.751	0.0	-0.611	0.0	0.433	6.277	0.09	11.846	19.007	30.673	0.706	0.0	28.133	7.516	0.441	0.0	0.26	0.899	-0.031	-0.385	-0.281	0.481	-0.035	2.675	1.941	-3.674	-3.841	-8.692	4.154	43.981	0.0	0.0	1.114	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	10.556	0.617	3.26	0.573	1.652	0.953	1.901	1.782	-0.895	0.092	0.612	1.587	0.297	11.198	3.224	2.182	0.0	1.324	1.035	0.0	137.335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.566	-0.549	0.0	0.0	0.179	-1.786	-0.328	0.426	0.179	0.813	-0.205	-0.302	0.0	0.0	19.737	6.419	10.049	13.706	27.326	-0.284	0.096	0.075	-0.04	0.217	0.0	0.148	-0.101	-0.802	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.307	0.447	0.288	0.898	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	1.26	-0.323	0.0	0.0	0.446	0.838	3.067	39.643	1.782	-1.744	-2.919	0.0	-3.568	0.091	422.17396264723106	0.0	0.121	41.944	0.156	0.389	0.759	0.196	0.848	-0.191	0.371	0.795	0.805	0.757	-2.503	0.0	0.042	0.0	0.09	-0.611	-0.07	0.271	-0.2	0.013	0.062	0.216	0.009	-0.241	0.163	0.444	0.737	0.308	-0.111	0.628	-0.581	1.278	17.477	-0.547	0.0	0.196	-1.869	-0.325	-0.132	0.233	0.845	-0.245	-0.333	0.0	-0.093	10.776	8.233	281.638	11.969	11.073	0.0	9.425	0.0	0.0	0.0	0.0	0.0	232.38010701922516	-0.088	8.472	1.341	-1.079	-1.733	1.182	1.812	0.226	-0.269	-0.999	-0.83	1.579	1.314	1.382	0.992	40.675	0.106	0.502	0.552	0.482	0.394	NA	-0.31	0.112	0.542	-1.063	213.767	2.353	2.551	6.478	4.366	3.452	3.099	6.721	6.43	10.408	8.204	14.936	20.267	0.0	0.14	13.521	0.216	0.0	-0.429	0.147
4	CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1	-0.0	0.429	11.699	18.552	5.065	6.23	3.064	5.158	7.056	8.269	17.866	5.566	129.959	0.269	0.108	-1.223	-3.02	3.064	-4.056	-1.78	0.39	22.141	-3.02	0.37	0.24	-0.581	-0.546	0.747	0.079	0.504	0.04	-0.72	-0.859	0.752	1.576	0.0072859982519303855	0.0072859982519303855	0.0072859982519303855	11.086	0.796	-0.422	-0.245	5.97	0.039	0.028	-0.502	-0.099	0.016	0.677	3.835	5.933	0.67	20.302	3.502	3.408	2.966	0.9012702330883139	5.534	6.766	-0.009	-0.03	2.865	0.542	44.839	5.719	25.94604958337009	-25.94604958337009	-25.94604958337009	3.31	4.638	3.707	2.095	1.599	4.22	3.21	5.617	3.559	0.286	0.489	1.731	0.249	0.968	0.054	-0.585	1.309	0.735	-0.422	0.429	0.599	-1.125	0.401	0.245	0.677	-0.962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.016	0.0	0.0	0.0	0.461	10.776	10.044	3.285	9.279	2.517	9.366	6.295	5.705	1.963	1.684	4.31	11.244	8.257	5.113	0.23	0.696	-2.281	52.59042438391112	-0.343	0.688	0.944	6.61	2.678	0.712	7.95	11.079	4.63	9.847	3.88103559965053	9.102	7.647	3.88103559965053	-0.145	-0.049	-0.167	0.225	48.70938878426059	0.179	0.24	0.37	-44.82835318461006	0.006	52.59042438391112	52.59042438391112	-1.78	-4.056	22.141	0.0	0.372	-0.962	0.866	480.079975121369	0.0	0.418	0.255	0.301	0.786	0.0	0.899	0.0	0.899	0.0	2577.116	0.0	-0.003	0.245	-0.128	0.0987297669116863	0.063	0.975	0.032	0.401	15.146	0.562	0.067	0.056	0.946	0.056	4.455	0.0	4.137	0.09144376865975593	0.0	-0.09144376865975593	-0.09144376865975593	0.0	0.0	0.0	0.0	0.245	7.28	-0.449	1.365	0.118	4.356	1.901	2.395	0.0	0.0	0.0	10.9	0.0	0.0	0.0	0.0	0.241	-0.053	0.458	1.742	2.0673127833600615	1.296	4.0	3.042	4.624	3.215	3.702	2.614	-0.014	0.164	0.029	0.357	-0.053	-0.487	-0.116	0.615	-1.246	1.962	-0.701	-4.143	-0.132	-5.727	2.795	0.0	0.001	0.019	0.432	7.496	-0.383	16.156	63.138	83.116	0.035	3.88103559965053	83.536	12.591	0.419	0.0	0.245	0.792	-0.008	0.122	-0.625	0.764	-1.287	1.856	0.787	-3.547	-2.087	-4.768	2.465	31.44	0.0	0.0	0.108	0.213	0.78	0.0	0.0	0.0	0.0	0.0	0.0	5.815	0.593	1.816	0.437	8.133	8.074	1.542	3.875	-0.239	-0.232	3.53	9.663	0.417	12.338	6.999	3.391	0.091	2.003	5.412	2.0673127833600615	161.07	-0.715	-0.143	0.2	0.131	-0.078	-0.114	0.017	0.225	0.076	2.0673127833600615	-0.023	-0.22	-0.769	0.133	5.378	0.342	0.937	-0.217	-0.521	0.018	0.024	58.74	4.859	7.6	9.002	19.25	0.072	0.091	-0.191	-0.091	0.423	-0.028	-0.39	0.082	-0.206	-0.195	0.041	0.048	-0.066	-0.04	-0.003	0.041	-0.017	-0.048	0.146	0.019	-0.03	0.0	2.376	3.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.532	0.329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.175	-1.125	0.196	1.017	0.0	0.0	0.0	0.0	0.0	0.0	0.517	0.291	4.046	0.07	0.0	0.0	-0.208	0.675	3.6	114.308	0.692	-2.136	-1.996	9.128657559725623	-1.71	0.233	532.67039950528	0.016	-0.36	32.056	0.306	0.397	0.544	0.4	0.688	-0.319	0.369	0.532	0.567	0.512	-1.407	0.0	0.349	0.0	-0.383	0.001	0.562	-0.701	-0.487	0.357	0.029	-0.014	-0.053	0.241	1.309	-0.585	1.97	-0.158	-0.108	0.218	0.004	4.296	13.592	0.599	-0.0	-0.215	-0.818	0.044	-0.667	0.419	0.91	-0.241	-0.489	-0.0	-0.011	14.115	31.796	329.845	15.971	13.488	-0.0	13.518	-0.184	-48.70938878426059	-48.70938878426059	48.70938878426059	-0.0	297.0690824812611	-0.74	10.703	1.324	-0.423	-0.46	0.737	-0.151	-0.406	-0.033	-0.505	-0.914	0.589	1.64	1.352	1.047	117.421	0.25	0.398	0.536	0.466	0.529	48.70938878426059	0.067	0.255	0.583	-1.223	725.48	5.673	2.201	8.033	10.844	4.84	8.166	6.938	9.056	7.868	13.032	42.025	59.839	-0.0	0.065	43.476	0.845	0.0	0.682	0.09
