ID	SMILES	nheavy	LogP	LogP2	MR	TPSA	Hy	UI	W	AW	J	Tigdi	Xu	GMTI	Pol	DZ	Ipc	BertzCT	Thara	Tsch	ZM1	ZM2	MZM1	MZM2	Qindex	Platt	diametert	radiust	petitjeant	Sito	Hato	Geto	Arto	Chi0	Chi1	mChi1	Chi2	Chi3	Chi4	Chi5	Chi6	Chi7	Chi8	Chi9	Chi10	Chi3c	Chi4c	Chi4pc	Chi3ch	Chi4ch	Chi5ch	Chi6ch	knotp	Chiv0	Chiv1	Chiv2	Chiv3	Chiv4	Chiv5	Chiv6	Chiv7	Chiv8	Chiv9	Chiv10	dchi0	dchi1	dchi2	dchi3	dchi4	Chiv3c	Chiv4c	Chiv4pc	Chiv3ch	Chiv4ch	Chiv5ch	Chiv6ch	knotpv	kappa1	kappa2	kappa3	kappam1	kappam2	kappam3	phi	bcutp16	bcutp15	bcutp14	bcutp13	bcutp12	bcutp11	bcutp10	bcutp9	bcutp8	bcutp7	bcutp6	bcutp5	bcutp4	bcutp3	bcutp2	bcutp1	CIC0	CIC1	CIC2	CIC3	CIC4	CIC5	CIC6	SIC0	SIC1	SIC2	SIC3	SIC4	SIC5	SIC6	IC0	IC1	IC2	IC3	IC4	IC5	IC6	Smax38	Smax39	Smax34	Smax35	Smax36	S43	Smax30	Smax31	Smax32	Smax33	S57	S56	S55	S54	S53	S52	S51	S50	Smin49	S59	S58	Smin69	Smin68	Smin27	Sfinger30	Sfinger31	Sfinger32	Sfinger33	Sfinger34	Sfinger35	Sfinger36	Sfinger37	Sfinger38	Sfinger39	Smax2	Smax3	Smax4	Smax5	Smax6	Smax7	Smin77	Smax29	Smax37	Smax23	Smax22	Smax21	Smax20	Smax27	Smax26	Smax25	Smax24	S44	S45	S46	S47	S40	S41	S42	S17	Smin44	S48	S49	Smin8	Smin29	Smin28	Sfinger45	Sfinger44	Sfinger47	Sfinger46	Sfinger41	Sfinger40	Sfinger43	Sfinger42	Smax47	Smin73	Smin70	Smin71	Sfinger49	Sfinger48	Smin74	Smin75	Smin67	Smin6	Smin9	Smin7	Smin47	Smax41	S79	S78	Smin19	Smax58	Smax59	S71	S70	S73	S72	S75	S74	S77	S76	Smax73	Smin78	Sfinger56	Sfinger57	Sfinger54	Sfinger55	Sfinger52	Sfinger53	Sfinger50	Sfinger51	Smin61	Smin60	Smin63	Smin62	Smin65	Smin64	Sfinger58	Sfinger59	Smin48	Smin42	Smin76	Smin41	Smin72	Smax40	Smin40	Smax49	Smax48	S68	S69	S66	S67	S64	S65	S62	S63	S60	S61	Smin54	Smax52	Sfinger69	Sfinger68	Smin50	Smin51	Smin52	Smin53	Sfinger63	Sfinger62	Sfinger61	Sfinger60	Sfinger67	S10	Sfinger65	Sfinger64	S13	S12	Sfinger76	Smin56	S9	S8	S3	S2	S1	Smin55	S7	S6	S5	S4	Smax78	Smax45	Smax11	Sfinger72	Smin66	Smax44	Smax70	Smax71	Smax72	S14	Smax74	Smax75	Smax76	Smax77	Smin43	Smax8	S19	S18	Sfinger78	Sfinger79	Smin45	Smax9	Sfinger74	Sfinger75	S11	Sfinger77	Sfinger70	Sfinger71	S15	Sfinger73	Smax43	Smin16	Smax42	Smax53	Smax66	Smax65	Smax64	Smax63	Smax62	Smax61	Smax60	Smin26	Smax69	Smax68	Smax0	Smin57	Smax1	Smin17	Smin36	Smin37	Smin34	Smin35	Smin32	Smin33	Smin30	Smin31	Smax67	Smin46	Smax51	Smin38	Smin39	Smax12	Smax13	Smax10	S16	Smax16	Smax17	Smax14	Smax15	Smin20	Smax18	Smax19	Sfinger66	Smax56	Smax28	Smax57	Smax54	Smin58	Smax55	S39	S38	Smax46	S35	S34	S37	S36	S31	S30	S33	S32	Smin25	Smin24	Sfinger18	Sfinger19	Smin21	Smax50	Smin23	Smin22	Sfinger12	Sfinger13	Sfinger10	Sfinger11	Sfinger16	Sfinger17	Sfinger14	Sfinger15	Sfinger8	Sfinger9	Smin4	Smin5	Smin2	Smin3	Smin0	Smin1	Sfinger1	Sfinger2	Sfinger3	Sfinger4	Sfinger5	Sfinger6	Sfinger7	S22	S23	S20	S21	S26	S27	S24	S25	Smin59	S28	S29	Smin18	Smin10	Smin11	Smin12	Smin13	Smin14	Smin15	Sfinger29	Sfinger28	Sfinger27	Sfinger26	Sfinger25	Sfinger24	Sfinger23	Sfinger22	Sfinger21	Sfinger20	ATSe1	ATSe2	ATSe3	ATSe4	ATSe5	ATSe6	ATSe7	ATSe8	ATSp8	ATSp3	ATSv8	ATSp1	ATSp7	ATSp6	ATSp5	ATSp4	ATSv1	ATSp2	ATSv3	ATSv2	ATSv5	ATSv4	ATSv7	ATSv6	ATSm8	ATSm1	ATSm2	ATSm3	ATSm4	ATSm5	ATSm6	ATSm7	MATSv8	MATSp4	MATSp8	MATSv1	MATSp6	MATSv3	MATSv2	MATSv5	MATSv4	MATSv7	MATSv6	MATSm8	MATSp1	MATSm4	MATSm5	MATSm6	MATSm7	MATSm1	MATSm2	MATSm3	MATSe4	MATSe5	MATSe6	MATSe7	MATSe1	MATSe2	MATSe3	MATSe8	MATSp3	MATSp7	MATSp5	MATSp2	GATSp8	GATSv3	GATSv2	GATSv1	GATSp6	GATSv7	GATSv6	GATSv5	GATSv4	GATSe2	GATSe3	GATSv8	GATSe6	GATSe7	GATSe4	GATSe5	GATSp5	GATSp4	GATSp7	GATSe1	GATSp1	GATSp3	GATSp2	GATSe8	GATSm2	GATSm3	GATSm1	GATSm6	GATSm7	GATSm4	GATSm5	GATSm8	SPP	LDI	Rnc	Rpc	Mac	Tac	Mnc	Tnc	Mpc	Tpc	Qass	QOss	QNss	QCss	QHss	Qmin	Qmax	QOmin	QNmin	QCmin	QHmin	QOmax	QNmax	QCmax	QHmax	EstateVSA8	EstateVSA9	EstateVSA4	EstateVSA5	EstateVSA6	EstateVSA7	EstateVSA0	EstateVSA1	EstateVSA2	EstateVSA3	PEOEVSA13	PEOEVSA12	PEOEVSA11	PEOEVSA10	MTPSA	VSAEstate0	VSAEstate1	VSAEstate2	VSAEstate3	VSAEstate4	VSAEstate5	VSAEstate6	VSAEstate7	VSAEstate8	LabuteASA	PEOEVSA3	PEOEVSA2	PEOEVSA1	PEOEVSA0	PEOEVSA7	PEOEVSA6	PEOEVSA5	PEOEVSA4	MRVSA5	MRVSA4	PEOEVSA9	PEOEVSA8	MRVSA1	MRVSA0	MRVSA3	MRVSA2	MRVSA9	slogPVSA10	slogPVSA11	MRVSA8	MRVSA7	MRVSA6	EstateVSA10	slogPVSA2	slogPVSA3	slogPVSA0	slogPVSA1	slogPVSA6	slogPVSA7	slogPVSA4	slogPVSA5	slogPVSA8	slogPVSA9	VSAEstate9
1	Oc1cc(O)cc(Sc2cc(O)cc(O)c2)c1	17	2.66	7.077	63.666	80.92	-2.885	3.7	536.0	3.941	1.829	3.4	17.024	3.343	22.0	38.0	3.757	2.667	51.139	2264.0	86	96	6.417	0.833	12.0	50	8.0	4.0	0.5	4.97	1.789	1.96	2.118	12.414	8.025	0.446	7.803	5.219	5.084	3.06	2.523	1.24	0.998	0.483	0.426	1.563	0.0	2.04	0.0	0.0	0.0	0.136	0.477	9.478	5.583	4.619	2.931	2.381	1.412	0.958	0.483	0.302	0.138	0.079	2.936	2.442	3.183	2.288	2.703	0.706	0.0	0.911	0.0	0.0	0.0	0.048	0.204	13.432	5.76	4.0	13.432	5.76	4.0	4.551077647058824	0.502	0.507	0.871	1.034	1.123	1.123	1.864	1.929	1.527	1.701	2.552	2.711	2.711	2.989	3.715	3.891	3.12	2.112	1.908	1.704	1.704	1.704	1.509	0.344	0.556	0.599	0.642	0.642	0.642	0.683	1.635	2.643	2.847	3.051	3.051	3.051	3.245	0	0	0	0	0	0.0	0	0	0	9.309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.204	1.204	0.0	0.0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.204	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	8.363	0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0	1.478	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0.0	0	0	-0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.309	0	0	0	0	0	0	0	0	0	0	0.0	0.604	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	37.236	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	1.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.019	3.365	3.255	3.246	2.792	2.976	2.748	2.664	1.536	3.055	1.628	2.897	2.156	2.537	2.551	2.863	2.846	3.187	2.968	3.111	2.569	2.771	2.208	2.572	2.669	3.164	3.565	3.476	3.623	2.793	2.978	2.751	1.046	-0.517	0.864	0.027	-0.19	-0.128	-0.08	-0.073	-0.044	-0.532	-0.331	0.013	0.043	0.186	0.09	0.011	-0.05	-0.092	-0.219	-0.275	0.237	-0.052	-0.354	-0.589	0.001	-0.153	-0.222	0.988	0.01	-0.285	-0.068	0.02	0.719	0.931	0.82	0.569	0.809	1.68	1.26	0.72	1.215	0.876	0.996	1.12	1.333	1.778	0.861	0.762	0.462	2.1	1.079	0.609	0.613	1.003	0.883	1.185	1.426	1.621	0.99	0.163	0.218	1.951	0.093	0.145	0.801	0.207	0.237	0.137	0.159	4.289	-0.238	-2.144	0.119	2.144	1.47	1.031	0	0.059	0.372	-0.508	0.293	-0.508	0	-0.006	0.067	-0.508	0	0.12	0.293	0.0	20.426	48.16	0.0	0.0	0.0	0.0	22.998	9.791	0.0	0.0	0.0	0.0	0.0	80.92	0.0	1.208	37.236	0.0	-0.178	8.363	0.0	0.0	0.0	101.789	0.0	0.0	0.0	20.426	21.924	24.265	11.762	0.0	0.0	9.791	22.998	0.0	0.0	20.426	0.0	0.0	11.762	22.998	11.762	22.998	0.0	36.398	0.0	0.0	0.0	0.0	20.426	0.0	0.0	0.0	46.189	0.0	0.0	1.204
2	N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1	32	3.692	13.632	126.917	73.36	-4.219	3.907	2977.0	6.002	1.397	4.325	29.617	4.131	57.0	67.0	7.396	2.946	132.493	12862.0	168	202	9.181	1.75	23.0	98	14.0	7.0	0.5	10.212	1.979	2.085	2.188	22.443	15.605	0.446	13.461	12.117	9.962	7.904	5.314	3.855	2.582	1.81	1.299	1.975	0.167	6.124	0.0	0.0	0.0	0.378	4.149	18.879	11.903	9.284	7.63	5.598	4.094	2.523	1.713	1.079	0.704	0.462	3.564	3.702	4.177	4.487	4.363	1.218	0.1	3.249	0.0	0.0	0.0	0.199	2.031	25.104	11.62	5.482	25.104	11.62	5.482	9.115889999999998	1.236	1.236	1.426	1.593	1.805	1.836	1.986	2.028	2.817	2.817	3.043	3.328	3.49	3.703	3.733	3.94	4.687	3.429	2.342	1.797	1.428	1.375	1.394	0.225	0.433	0.613	0.703	0.764	0.773	0.769	1.357	2.615	3.702	4.247	4.616	4.669	4.65	0	0	12.535	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2.406	0	0	0	0	5.953	0	0	10.403	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.066	0	0.0	0.0	0.713	2.351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	20.229	0	0	10.246	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0	2.056	0	0	0	0	0	0	0.0	0	0	0	0	0	1.243	-1.185	0.0	0	0	0	0	0	0	0.0	0	0	0	2.665	0	0	1.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.535	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.168	1.033	0	2.665	-0.168	5.953	-0.498	0	0	0	0	0	0	0	0	0.0	0.0	0	12.535	0.0	0.0	0.0	0.0	4.757	0.0	0.0	10.403	0	0	2	0	0	0	0	10	0	0	0	1	2	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	5.953	10.403	0.0	0.0	0.0	0	0.0	0.0	-0.687	0	1.991	0	0	2.665	-0.168	0	0	0	1	0	0	0	0	1	0	3.627	3.96	4.113	4.107	4.06	3.886	3.649	3.5	3.387	3.948	3.401	3.48	3.521	3.69	3.831	3.899	3.499	3.806	3.967	3.825	3.858	3.923	3.537	3.715	3.501	3.629	3.962	4.115	4.108	4.062	3.888	3.651	-0.038	-0.102	-0.04	-0.1	-0.193	0.124	0.072	0.133	-0.105	-0.064	-0.186	-0.033	-0.105	-0.112	0.12	-0.166	-0.055	-0.086	0.086	0.118	-0.112	0.118	-0.164	-0.054	-0.084	0.087	0.117	-0.033	0.125	-0.068	0.138	0.064	0.686	0.754	0.732	0.838	1.144	0.738	1.119	0.969	1.153	0.686	0.752	0.677	1.045	0.684	1.169	0.933	0.983	1.146	0.757	0.766	0.864	0.757	0.752	0.652	0.691	0.752	0.774	1.053	0.689	1.167	0.936	0.655	0.606	0.124	0.164	0.106	0.068	4.499	-0.09	-2.25	0.055	2.25	0.671	0.075	0.35	0.128	0.118	-0.368	0.238	-0.273	-0.368	-0.062	0.027	-0.273	-0.197	0.238	0.159	5.734	10.056	6.421	0.0	36.398	40.135	10.954	5.907	6.421	69.534	0.0	0.0	5.907	0.0	73.36	0.0	17.291	10.403	6.834	-0.168	22.894	5.809	4.437	0.0	191.365	5.262	0.0	9.694	10.634	19.634	56.321	67.084	0.0	32.724	49.479	10.954	6.069	5.262	4.795	5.734	9.8	5.907	0.0	0.0	6.069	0.0	71.791	0.0	10.21	11.331	5.734	53.97	0.0	0.0	49.652	60.664	0.0	0.0	0.0
3	CCCCNC1CCCCC1	11	2.709	7.338	49.784	12.03	-3.145	0.0	182.0	3.309	1.958	2.686	11.619	2.828	10.0	22.5	2.617	1.929	24.67	749.0	46	48	3.361	0.771	4.0	24	8.0	4.0	0.5	3.186	1.886	1.948	2.0	7.941	5.432	0.494	4.0	2.941	2.159	1.573	0.84	0.492	0.276	0.144	0.066	0.204	0.0	0.433	0.0	0.0	0.0	0.102	0.229	7.734	5.166	3.643	2.569	1.79	1.292	0.612	0.348	0.195	0.102	0.047	0.207	0.266	0.357	0.372	0.369	0.144	0.0	0.306	0.0	0.0	0.0	0.102	0.162	9.091	5.625	3.787	9.091	5.625	3.787	4.648806818181818	0.439	0.473	0.788	1.142	1.236	1.411	1.723	1.924	1.616	1.652	2.089	2.686	2.817	2.958	3.398	3.665	3.921	3.315	2.34	1.282	1.11	1.285	1.532	0.216	0.337	0.532	0.744	0.778	0.743	0.694	1.079	1.685	2.66	3.718	3.89	3.715	3.468	0	0	0	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.253	0	0	0	0	3.622	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	1.237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.253	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.857	0.0	0	0	11.102	0.0	0.0	0.0	0.0	0	2.253	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	1.464	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.857	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	3.622	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	3.622	0.0	0	0.0	0.0	0	0	0	0.857	0	0	0	0	0	0	0	0	1	0	0	0	0	2.511	2.601	2.441	2.119	1.946	1.792	1.386	0.693	0.693	2.29	0.693	2.42	1.386	1.792	1.946	1.981	2.433	2.474	2.311	2.492	1.946	2.0	1.386	1.792	0.693	2.512	2.603	2.442	2.12	1.946	1.792	1.386	0.1	-0.214	0.1	-0.1	0.1	-0.23	-0.175	0.1	-0.214	0.1	0.1	0.1	-0.1	-0.214	0.1	0.1	0.1	-0.1	-0.175	-0.23	-0.214	0.1	0.1	0.1	-0.1	-0.175	-0.23	0.1	-0.23	0.1	0.1	-0.175	0.0	1.65	1.375	1.0	0.0	0.0	0.0	0.0	1.571	1.375	1.65	0.0	0.0	0.0	1.571	0.0	0.0	1.571	0.0	1.0	1.0	1.65	1.375	0.0	1.375	1.65	1.0	0.0	0.0	1.571	0.0	0.0	0.436	0.074	0.441	0.172	0.045	1.424	-0.071	-0.712	0.032	0.712	0.152	0	0.099	0.02	0.033	-0.314	0.122	0	-0.314	-0.065	0.023	0	-0.314	0.007	0.122	0.0	0.0	51.491	0.0	0.0	12.241	0.0	0.0	0.0	6.042	0.0	0.0	0.0	0.0	12.03	0.0	0.0	3.622	0.0	0.0	0.857	9.864	3.49	0.0	70.568	0.0	0.0	0.0	5.317	6.042	25.807	32.607	0.0	6.545	57.911	0.0	0.0	0.0	0.0	0.0	5.317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.317	12.587	0.0	0.0	51.869	0.0	0.0	0.0	0.0
4	CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1	18	3.271	10.7	71.261	70.83	-2.317	3.17	661.0	4.32	2.418	3.451	18.158	3.369	24.0	41.167	3.904	2.644	53.738	2582.0	84	93	7.646	1.233	9.0	48	10.0	5.0	0.5	4.743	1.674	1.834	2.0	13.596	8.504	0.472	7.54	5.323	4.292	2.677	1.86	1.137	0.813	0.387	0.212	1.631	0.177	2.779	0.0	0.0	0.0	0.083	1.148	11.778	7.892	6.06	4.279	3.247	1.369	0.801	0.445	0.25	0.106	0.041	1.818	0.612	1.48	1.044	1.045	1.093	0.112	1.583	0.0	0.0	0.0	0.028	0.49	16.056	7.556	5.267	16.056	7.556	5.267	6.739952000000001	0.69	0.713	0.966	1.005	1.391	1.545	1.634	1.95	1.938	2.088	2.661	2.823	3.055	3.103	3.738	3.975	3.067	2.252	1.532	1.321	1.235	1.235	1.235	0.387	0.55	0.694	0.736	0.753	0.753	0.753	1.933	2.748	3.468	3.679	3.765	3.765	3.765	0	0	10.504	5.476	0	0.0	-0.481	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	1.791	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	-2.817	0.0	0.0	0.0	0.0	0.384	0	0.0	5.177	0.379	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1.791	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.177	0	0	0	0	0	0	0	5.177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	5.619	0	0	0.758	0.0	0.0	0.0	0.0	0	3.582	0.0	0.0	0.0	0	-2.817	1.469	0	0	0	0	0	0	0.0	0	0	0	0	0	0.379	0.0	0.0	0	0	-2.817	0	0	0	0.0	0	0	0	0.0	0	0	-0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.504	5.299	0	0	-0.481	0	0	0	0	0	0	0	0	0	0.0	0.394	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	10.504	0.0	0.0	16.075	-0.481	0.0	0.0	0.0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	1.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.084	3.446	3.372	3.352	3.071	2.908	2.622	2.723	1.883	3.174	1.88	2.877	2.349	2.657	2.855	3.056	2.711	3.008	2.971	2.875	2.759	2.894	2.27	2.599	2.973	3.54	3.757	3.705	3.646	3.276	3.086	3.0	0.594	-0.019	0.096	-0.165	0.053	-0.228	0.125	0.027	-0.303	-0.05	0.362	0.152	-0.189	-0.39	-0.136	0.041	0.161	0.589	-0.071	-0.424	-0.445	-0.051	0.42	0.009	-0.223	0.299	-0.331	0.931	0.014	-0.516	0.055	-0.026	0.867	1.151	0.975	1.069	0.569	0.877	0.415	0.725	1.234	0.808	1.236	0.734	0.4	0.782	1.358	0.822	0.582	0.957	1.58	1.115	1.388	1.111	1.122	0.38	1.085	1.576	0.542	0.64	0.946	1.469	0.934	0.698	0.804	0.316	0.257	0.231	0.103	3.295	-0.183	-1.648	0.072	1.648	0.776	0.493	0.004	0.1	0.035	-0.424	0.38	-0.424	0.062	-0.041	0.025	-0.258	0.062	0.269	0.07	25.378	10.114	24.265	13.847	0.0	0.0	11.642	5.687	18.963	0.0	6.719	5.687	0.0	0.0	70.83	16.075	10.023	10.504	-0.011	0.394	5.619	0.0	1.524	0.0	110.265	0.0	0.0	19.162	4.524	23.94	25.98	0.0	0.0	13.214	13.847	5.75	18.137	0.0	18.495	0.0	0.0	24.213	5.75	6.719	5.75	0.0	34.38	0.0	20.854	10.114	4.524	18.137	0.0	0.0	13.847	24.265	0.0	5.687	5.177
5	CC(C)CCI	6	2.468	6.089	38.342	0.0	-2.154	0.0	32.0	2.133	2.627	1.799	5.699	1.863	3.0	11.4	1.171	1.4	9.0	118.0	20	18	3.611	0.562	1.0	10	4.0	2.0	0.5	1.079	1.385	1.513	1.667	4.992	2.77	0.554	2.183	0.866	0.577	0.0	0.0	0.0	0.0	0.0	0.0	0.408	0.0	0.289	0.0	0.0	0.0	0.0	0.12	6.527	3.856	2.95	1.309	1.464	0.0	0.0	0.0	0.0	0.0	0.0	1.535	1.086	0.768	0.443	0.886	0.408	0.0	0.289	0.0	0.0	0.0	0.0	0.12	6.0	3.2	5.333	6.0	3.2	5.333	3.2000000000000006	0.0	0.0	0.0	0.127	0.555	1.068	1.239	1.76	0.38	0.38	1.168	1.574	2.44	2.447	3.327	3.744	2.921	2.356	1.751	1.383	1.627	1.993	4.087	0.285	0.424	0.572	0.662	0.602	0.513	0.0	1.166	1.731	2.336	2.705	2.461	2.095	0.0	0	0	0	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.249	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	1.301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.403	0	0	2.249	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	2.403	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.891	0.0	0	0	2.663	0.0	0.0	0.0	0.0	0	4.497	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	2.403	0	0	0	0	1.362	0.0	0.0	0	0	0	0	0	1	0.0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.891	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0.891	0	0	0	0	0	0	0	0	0	0	0	0	0	1.794	1.794	1.389	1.106	0.0	0.0	0.0	0.0	0.0	1.798	0.0	2.084	0.0	0.0	0.0	1.957	1.906	2.084	1.553	1.906	0.0	1.494	0.0	0.0	0.0	2.745	2.745	2.608	3.097	0.0	0.0	0.0	0	-1.0	0	-0.04	0	-0.2	-0.04	0	-1.0	0	0	0	-0.04	-1.0	0	0	0	-0.04	-0.04	-0.2	-1.0	0	0	0	-0.04	-0.04	-0.2	0	-0.2	0	0	-0.04	0	1.0	0.6	0.6	0	0	0	0	3.0	0.6	1.0	0	0	0	3.0	0	0	3.0	0	0.6	0.6	1.0	0.6	0	0.6	1.0	0.6	0	0	3.0	0	0	0.124	0.033	0.287	0.126	0.035	0.601	-0.05	-0.3	0.027	0.3	0.028	0	0	0.012	0.009	-0.086	0.038	0	0	-0.063	0.023	0	0	-0.0	0.038	0.0	0.0	10.848	0.0	0.0	36.438	0.0	0.0	0.0	5.918	0.0	0.0	0.0	0.0	0.0	1.301	0.0	0.0	0.0	0.891	0.0	1.362	4.497	0.0	53.461	0.0	0.0	0.0	0.0	0.0	16.766	36.438	0.0	4.428	20.268	0.0	0.0	0.0	0.0	5.918	0.0	22.591	0.0	22.591	0.0	0.0	0.0	0.0	0.0	5.918	0.0	4.428	0.0	0.0	20.268	0.0	0.0	0.0	2.403
