ID	inchikey	SMILES	GHS_category	EPA_category	consensus_LD50	LD50_mgkg	MolWeight	LogOH_pred	CATMoS_VT_pred	CATMoS_NT_pred	CATMoS_EPA_pred	CATMoS_GHS_pred	CATMoS_LD50_pred	CERAPP_Ago_pred	CERAPP_Anta_pred	CERAPP_Bind_pred	Clint_pred	CoMPARA_Ago_pred	CoMPARA_Anta_pred	CoMPARA_Bind_pred	FUB_pred	LogHL_pred	LogKM_pred	LogKOA_pred	LogKoc_pred	LogBCF_pred	LogD55_pred	LogP_pred	MP_pred	pKa_a_pred	pKa_b_pred	ReadyBiodeg_pred	RT_pred	LogVP_pred	LogWS_pred	BioDeg_LogHalfLife_pred	BP_pred	nbLipinskiFailures
DTXSID20644223	NVXDPPMWAKSTBG-UHFFFAOYSA-N	COc1cccc(CCC(=O)c2ccc(Br)cc2)c1	NA	NA	NA	NA	318.02554182	-10.8639988777499	0	0	3	5	2.83297939724139	0	1	0	1.46576121514738	0	1	1	0.00876728752816534	-8.09299140671475	-0.449485850719737	9.45963355027974	3.87185613274718	2.12642241293738	3.87466800644761	3.87466800644761	82.1244754484116	NaN	NaN	0	17.1784023762649	-5.82038265338577	-5.23938008358235	0.524262289906671	357.507627836295	0
DTXSID40539304	LCCURGIGNCAAGU-UHFFFAOYSA-N	c1ccc(C2=NCc3ccccc3N=C2c2ccccc2)cc1	NA	NA	NA	NA	296.131348512	-10.7790814497864	0	0	2	4	2.97553069293725	0	0	1	0.709304942840168	0	1	1	0.123472115155152	-6.91624677868446	0.128458827416159	9.6077686784249	3.38361196238804	2.69497448506177	-0.0225344455400767	1.588	97.4327387479974	NaN	7.09975419532276	0	22.5124509189354	-7.69838438922894	-6.1565027627109	1.60771167316855	262.98	1
DTXSID70832693	CTHJQFCEYAFNJI-UHFFFAOYSA-N	CC(CCC(=O)Cl)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C	NA	NA	NA	NA	374.146884314001	-10.6071495697815	0	0	3	5	2.98711429209894	0	1	1	1.39918756476803	0	0	1	0.0146639262421072	-7.72943255680999	0.0884586388742678	10.8831477524678	3.49223675390232	2.7730174812749	6.37525582567489	6.37525582567489	101.200154799958	NaN	NaN	0	28.6370065834666	-5.85420610713905	-6.55536136996502	1.76544578248038	366.275840311011	1
DTXSID20395182	ZJNBFMMEQOTYSN-UHFFFAOYSA-N	COc1cc(C)c(S(=O)(=O)Nc2ccccc2O)c(C)c1C	NA	NA	NA	NA	321.103479088001	-10.8593733534552	0	1	4	5	2.87731884346572	0	0	1	-0.642136944036437	0	1	0	0.052500643774064	-8.17557958476706	-0.0504929087993777	9.30918138450096	3.22563211251899	0.755268461034654	3.39761774233859	3.39937810247825	200.257092313906	7.89130230777462	NaN	0	12.5172210716506	-9.23242695747191	-3.89150032318302	0.525508857305893	316.362325068524	0
DTXSID80323204	NUCFGSRTIHFHHP-UHFFFAOYSA-N	O=C(CCl)Oc1cccc2cccnc12	NA	NA	NA	NA	221.024356176	-11.0436574942029	0	1	3	5	3.02897015316169	0	0	0	-0.201393809298167	0	1	0	0.23432695947805	-7.64140458000053	-0.692390282776727	7.36793023582077	2.37426931079714	1.11705146470449	1.8676836422061	1.8676883311115	98.8772623332528	NaN	0.533289504007848	1	11.9583616471587	-4.90857061823137	-2.88460261186655	0.548107345268937	313.75835284778	0
DTXSID20223719	VOTLUFSYIRHICX-UHFFFAOYSA-N	Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)C(O)C3	NA	NA	NA	NA	276.099773612	-10.6937324453188	0	1	3	5	2.54900168818088	1	1	0	-0.802934496365891	0	0	0	0.0481742616337637	-9.51438753863676	-0.49539332430837	9.08929313522187	3.11753923933728	1.4150440091757	3.17681757927492	3.177500102121	237.200677295516	8.30332581209292	NaN	0	10.4305966841889	-8.34316086802669	-2.66244388644704	0.607522767019383	378.219066886152	0
DTXSID00438026	LZNRWNVDBCQATB-UHFFFAOYSA-N	O=C1C=CC(=O)c2c(O)c(Oc3cccc(O)c3)c(Cl)c(O)c21	NA	NA	NA	NA	332.008765688	-10.7543739911453	0	1	2	5	3.15875498975041	1	1	1	-0.50266211833017	0	1	1	0.0268242870210692	-9.52463268673938	-0.86508258740492	9.27748483583247	2.84820103105752	1.60620221962057	1.25889153973963	1.588	261.830259114108	NaN	5.55445128770243	0	12.3774237960277	-9.37245667641659	-4.49955339692604	1.07931572262166	262.98	0
DTXSID40240726	NUPDHZKEMXVLFC-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCC(=O)NCCNCCNC(=O)c1ccccc1C(=O)O	NA	NA	NA	NA	517.387957112001	-10.5219622148843	0	1	4	5	3.65435479592055	0	0	1	-0.555558020442998	0	0	0	0.1315579108227	-9.80498250153173	-0.514455301456423	9.495763811492	4.31040426171422	1.54455952673689	2.41057413142482	4.46656384343412	167.013186134593	3.44784480303614	NaN	1	31.7364207340926	-8.50205798497602	-4.74181925890371	0.550459569152916	296.708299065004	2
DTXSID20648882	UINSGVKWAFJDPI-UHFFFAOYSA-N	NCc1ccc(COc2nc(N)nc3nc[nH]c23)cc1	NA	NA	NA	NA	270.122909068	-10.8455848192122	0	0	3	4	2.87732230437437	0	0	0	0.557718880499723	0	0	0	0.654069270552741	-8.58833098132599	-0.23903971406822	9.3056910489989	1.93994191991121	0.909977314038778	-3.23609456556993	0.653363219238529	159.263295612305	NaN	9.38940176333376	0	7.56320450502287	-8.75821036724346	-2.79686796253714	0.500813229871786	323.79438674272	0
DTXSID70855509	QIROPQQWKBMABC-UHFFFAOYSA-N	O=C(C=CC=Cc1ccc(O)cc1)CCc1ccc(O)cc1	NA	NA	NA	NA	294.125594436	-10.4948432165106	0	1	3	5	3.27037344098394	1	1	1	1.16773681987818	0	1	1	0.0301298179717482	-9.45893454669658	-0.740850071114272	9.32898378322887	3.23473686272275	1.5176014839211	3.3747877665287	3.3747899691712	205.127003364443	10.7948391954663	NaN	0	16.6496687138486	-9.48452856269686	-3.24468716763099	0.622540814678222	404.745878295913	0
DTXSID90768849	AJAGVMUUIBVVPX-UHFFFAOYSA-N	CCCCCCCCCCCCc1c(C)c(C)c(N=O)c(C)c1C	NA	NA	NA	NA	331.287514804001	-10.7989542780056	0	1	2	5	3.2513630656453	0	0	0	1.12681129663777	0	1	1	0.513781178336968	-6.23978939358543	0.383560690426022	10.5768079797869	4.43685004917425	2.95286762633572	8.74247794081859	8.74247800693179	49.048741508915	12.3174961105808	NaN	1	34.4872009705952	-4.66741807987138	-6.5712687359133	0.696688843177937	337.778535248455	2
DTXSID70597770	STATXLAGXOZFTG-UHFFFAOYSA-N	CC(=O)C1(CCC(=O)OCc2ccccc2)CCCCC1=O	NA	NA	NA	NA	302.151809184001	-10.4764657667026	0	1	3	5	3.42929381943301	0	1	1	-1.23454427079066	0	0	0	0.145351980356814	-8.11321498581221	-0.370073104621702	9.82069794004552	3.36268988594812	1.14207297305223	3.67202344657324	3.67202344657324	88.190159222674	NaN	NaN	0	13.0058945482855	-6.13140425356291	-4.78354650049935	0.524520546304776	350.424043885776	0
DTXSID10539139	JLGLDJKSKWKYNN-UHFFFAOYSA-N	CC(C(=O)O)c1ccc(CC2CCCCC2=O)cc1	NA	NA	NA	NA	260.1412445	-10.4836610017106	0	0	2	5	2.63000389940339	1	1	0	-3.53299639094685	0	0	0	0.143832041988058	-8.62753447937247	-0.0553690207115321	10.5414063174642	2.89471343676788	0.480628808953131	1.56907631710156	1.588	134.889755631678	NaN	4.14871754867183	0	10.7821903553529	-7.30435817544615	-2.82566765001638	0.665184567851612	262.98	0
DTXSID50240499	ZTFUMAYWSRFLRO-UHFFFAOYSA-M	COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(CO)CSC21	NA	NA	NA	NA	384.044978232	-10.6732903597453	0	1	4	5	3.69424956855983	0	0	0	-3.05117688454017	0	0	0	0.406688878521715	-10.8725973697063	-0.668458908750168	9.37971666865815	1.67715882811995	0.527387061390903	-0.209353645351456	-0.00496302191016994	161.139290822358	5.72112741530981	NaN	0	1.34643552618643	-9.38181668813682	-1.42192197600463	0.612840703169184	289.051351665811	0
DTXSID00275756	GBDZJIRSFAYQLT-UHFFFAOYSA-N	N#CCCN(CCC#N)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1	NA	NA	NA	NA	348.133473752	-10.5110714826915	0	1	3	4	2.97386472372225	0	0	0	1.48905369570074	0	1	1	0.0151476557321325	-6.49676267492968	0.259876315362389	10.7012052721512	3.33801238923904	1.19407889017525	3.6908833024371	3.89939492886191	168.166923819236	5.7102349674014	NaN	0	17.5734984039997	-9.30230805548438	-5.07780985939852	0.549655360901504	325.553509744472	0
DTXSID20203970	NQVZVBWRXSYQOH-UHFFFAOYSA-N	CCN(Cc1cc(Br)cc(C)c1N)C1CCCCC1	NA	NA	NA	NA	324.120110900001	-10.7756809942995	0	0	2	4	2.65909070207516	0	0	0	-1.00937382856267	0	1	1	0.203315729835025	-6.00937221118504	0.359008920506306	11.4874937586169	2.86973415935776	1.30047860203445	1.26910024993245	4.67407285649415	218.282889700569	NaN	8.90480164550935	0	19.4385174414883	-6.38547634037468	-3.36485978438221	0.596546642180345	379.229113965005	0
DTXSID30318569	DDZYUQDDVHXBIQ-UHFFFAOYSA-N	O=Cc1c(-c2ccc(Cl)cc2)nc2sccn12	NA	NA	NA	NA	261.996761524	-10.4416402957729	0	0	3	4	2.91073944699457	0	0	0	0.831197852031125	0	1	1	0.0440877048470635	-5.5109915054049	-0.48675046290533	10.4529283461686	3.52668510193303	1.72648294144091	2.09631503504069	2.09686532649578	136.443037683137	NaN	2.60308363263284	0	14.7989661195494	-8.36034744805271	-4.70582994901565	0.524326925100562	359.716974227337	0
DTXSID10807385	KVPUIWQDCRKRKG-UHFFFAOYSA-N	CN(C)c1ccc(NP(=O)(Oc2ccccc2)Oc2ccccc2)cc1	NA	NA	NA	NA	368.128979162001	-10.7809297464014	0	0	3	4	3.16080875285621	0	0	0	1.26163283608634	0	1	1	0.0327515889558945	-6.43578787248481	-0.214298170532635	10.2820328109105	3.28212085399832	1.62654502728423	5.19192278603884	5.20553299923127	141.489458092918	6.99709650482091	NaN	1	26.7419923326869	-7.85587619650513	-5.8703822692528	0.626060533319012	341.171598168674	1
