ID	inchikey	SMILES	GHS_category	EPA_category	consensus_LD50	LD50_mgkg	MolWeight	LogOH_pred	CATMoS_VT_pred	CATMoS_NT_pred	CATMoS_EPA_pred	CATMoS_GHS_pred	CATMoS_LD50_pred	CERAPP_Ago_pred	CERAPP_Anta_pred	CERAPP_Bind_pred	Clint_pred	CoMPARA_Ago_pred	CoMPARA_Anta_pred	CoMPARA_Bind_pred	FUB_pred	LogHL_pred	LogKM_pred	LogKOA_pred	LogKoc_pred	LogBCF_pred	LogD55_pred	LogP_pred	MP_pred	pKa_a_pred	pKa_b_pred	ReadyBiodeg_pred	RT_pred	LogVP_pred	LogWS_pred	BioDeg_LogHalfLife_pred	BP_pred	nbLipinskiFailures
DTXSID80537627	RNFUZYLJUBLOEL-UHFFFAOYSA-N	CCCCNC(=O)C(Br)(Br)S(=O)(=O)c1ccccc1	NA	NA	NA	NA	410.91393854	-10.7766240307293	0	1	2	5	2.73725674250529	0	0	0	1.59195168102407	0	0	0	0.0154149409723657	-6.23339240642236	-0.731825158629632	10.8215052501191	2.53933422367865	0.382360767931603	1.5879615127729	1.588	168.655784229083	NaN	1.44755155496266	0	19.8454490878146	-7.22134786575144	-3.58306375810729	0.524925076298277	262.98	0
DTXSID00300830	BOBBSLDQCITZCL-UHFFFAOYSA-N	O=C(O)CCC1CC1C(=O)c1ccccc1	NA	NA	NA	NA	218.094294308	-10.6541219293122	0	0	3	5	3.22463955764312	1	1	1	-4.12466420157061	0	0	0	0.111815310627004	-8.92324807978138	-0.955464218954996	8.97805488567678	2.21497576390055	0.472128782294243	1.1491627532715	2.07039844249659	133.013630084677	4.63422481481485	NaN	1	8.14338678464596	-6.2602033474388	-2.04172225976162	0.549793591818452	323.475468844243	0
DTXSID60360677	SFWHBAZHARGIHE-UHFFFAOYSA-N	Cc1ccc(NCc2ccc(F)cc2)cc1	NA	NA	NA	NA	215.111027668	-10.8830647591862	0	0	3	4	3.1334090679888	0	0	1	-0.588648062909738	0	1	1	0.0557473111494211	-8.94291957955956	-1.02478746267098	8.63471760733794	2.58410549026891	2.07097489151284	2.95991413679217	2.95991488050548	101.958700845499	11.2663783851082	NaN	1	13.130868866334	-4.38338534241453	-4.15586016488858	0.550512821434864	307.167140164679	0
DTXSID90640636	UPZHRTDWMNFMBY-UHFFFAOYSA-N	Cc1ccccc1CN1CCC(CN)C1	NA	NA	NA	NA	204.16264864	-10.8217920164773	0	0	2	4	2.68546109873721	0	0	0	0.994895576582221	0	0	0	0.788456698213294	-6.14533792548735	-0.163510704044485	8.86199273724397	2.19913118278391	1.1006233339695	-1.85451127717248	1.83608595240747	97.6591471803313	NaN	9.19050867085392	0	9.33062597926173	-3.29323415216733	-2.37268057452794	0.523205779597045	299.699003568718	0
DTXSID00469633	UKYRGVZQNJGXKO-UHFFFAOYSA-N	O=C1CSC(Nc2nnc(-c3ccc(Cl)cc3)o2)=N1	NA	NA	NA	NA	293.997824144	-10.9368575220756	0	0	3	4	2.90083469492818	0	0	0	1.14056207791256	0	0	0	0.315724357395631	-9.98297442618239	-0.779294601601731	10.638548951392	2.90895662681346	1.39471907471354	1.35761055716162	1.39485551558446	168.051150083904	6.54796125828039	NaN	0	12.8736661731995	-9.24726808473423	-4.08720582057157	0.523865524818032	320.507168835957	0
DTXSID30500624	YOMAQGQZZWDMGK-UHFFFAOYSA-N	COC(=O)c1cccc2[nH]c(=O)ccc12	NA	NA	NA	NA	203.058243148	-10.5696558703187	0	0	2	5	3.09763893329803	0	0	0	0.52602769184125	0	1	0	0.392516669905761	-9.45451081000052	-1.20281611838496	9.54718299257657	1.94902231867567	1.15700659973518	1.58746897724116	1.588	151.242268908959	NaN	2.58759436182162	0	7.40304769585304	-7.25136435423805	-3.27409475419185	0.523825313045535	262.98	0
DTXSID30207580	FEFGYJQMNDKQAX-UHFFFAOYSA-N	Oc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1	NA	NA	NA	NA	279.901625468	-11.0083473900344	0	0	3	4	2.73696967710817	0	1	0	-1.02802604409703	0	1	1	0.0435577729416654	-8.6769122746893	0.99965265696288	10.2003461070655	4.83326369112444	3.41740396437504	5.76447914334687	5.76691854111208	126.410254759841	7.74928141989123	NaN	0	17.6683484457053	-4.69927265641246	-4.38555737750356	0.95443751980317	332.739522387708	0
DTXSID50445023	MUFJHYRCIHHATF-UHFFFAOYSA-N	O=C(O)CC1CC(c2ccccc2)=NO1	NA	NA	NA	NA	205.073893212	-10.638257804315	0	1	2	4	2.98402121299837	0	0	0	-3.61356833046048	0	0	0	0.323681221329185	-9.17112288116293	-0.58174147453988	8.57968676993648	1.87592432731588	0.577399330986335	1.58742173242957	1.588	129.302643439293	NaN	2.62463369207232	1	4.44681780552275	-6.21944489061095	-3.04379132948354	0.549652312671988	262.98	0
DTXSID80155628	LWGZQFMDSZYGQM-UHFFFAOYSA-N	O=[N+]([O-])c1cn2c(n1)OC1(CCCCC1)C2	NA	NA	NA	NA	223.095691276	-10.8817092363357	0	0	3	5	2.86268427607934	0	0	0	0.953110399287714	0	0	0	0.632130220951878	-6.21444220345863	0.13613760254711	7.38327941096865	2.99648372650755	0.890752858159634	1.61871098803581	1.665452312355	72.9144205918824	NaN	4.55549695103385	1	11.3700630687494	-5.14730720696111	-2.25519138172868	0.682850144638105	309.810386577291	0
DTXSID40569787	FEPXDQRQESZASE-UHFFFAOYSA-N	COc1c(C(C)=O)c(C)nn1-c1ccccc1	NA	NA	NA	NA	230.105527688	-10.8590319759498	0	1	3	5	2.67650908611738	0	0	0	-0.228472545477401	0	1	0	0.137756326420001	-8.3359286884375	-0.195854675764262	7.87789845591619	2.32574481831301	1.1832079801358	2.31241282760313	2.31241282940899	70.760447455172	NaN	-2.88109902177252	0	10.7467797884175	-6.62962397398195	-3.20106576643832	0.652412427976384	321.605526626895	0
