ID	Neighbors
DTXSID20840066	DTXSID40700714 DTXSID70430092 DTXSID00756873 DTXSID70702105 DTXSID60851792 DTXSID60830441 DTXSID60156557 DTXSID00176799 DTXSID6073312 DTXSID20228986 DTXSID40764634 DTXSID10819605 DTXSID20766237 DTXSID2069492 DTXSID0068579 DTXSID80645771 DTXSID00333608 DTXSID20304390 DTXSID60225499 DTXSID40448588
DTXSID80467051	DTXSID00391405 DTXSID10441849 DTXSID10735513 DTXSID10847089 DTXSID2048298 DTXSID20452789 DTXSID50827244 DTXSID60332036 DTXSID40370471 DTXSID00416440 DTXSID00810303 DTXSID70157696 DTXSID70453185 DTXSID20289077 DTXSID10846532 DTXSID70533830 DTXSID30740689 DTXSID30296212 DTXSID20528099 DTXSID60443858
DTXSID70307290	DTXSID10420275 DTXSID20356450 DTXSID10167279 DTXSID30464499 DTXSID60530353 DTXSID30315058 DTXSID20213155 DTXSID10377775 DTXSID30154040 DTXSID00677938 DTXSID80729969 DTXSID70879503 DTXSID90343332 DTXSID80757702 DTXSID70415309 DTXSID40546553 DTXSID00692767 DTXSID90690237 DTXSID90395134 DTXSID40729248
DTXSID10684875	DTXSID60618049 DTXSID00350552 DTXSID10688196 DTXSID50370987 DTXSID80197725 DTXSID50289969 DTXSID70534948 DTXSID60321541 DTXSID10328429 DTXSID20684907 DTXSID6064377 DTXSID90354564 DTXSID80796530 DTXSID50680735 DTXSID80744394 DTXSID40538039 DTXSID00374733 DTXSID90759717 DTXSID40689151 DTXSID30482279
DTXSID60682740	DTXSID00597925 DTXSID10750423 DTXSID60641670 DTXSID20480062 DTXSID60624983 DTXSID10640335 DTXSID80692462 DTXSID30414898 DTXSID10656693 DTXSID50612854 DTXSID70703132 DTXSID00855794 DTXSID60187467 DTXSID00476988 DTXSID90440895 DTXSID60488961 DTXSID30296898 DTXSID60468081 DTXSID30692437 DTXSID90577236
DTXSID70440015	DTXSID30826210 DTXSID50450990 DTXSID20152732 DTXSID30732387 DTXSID60639133 DTXSID30384961 DTXSID80505987 DTXSID10309051 DTXSID2073273 DTXSID40797927 DTXSID50702103 DTXSID10406958 DTXSID40682945 DTXSID80354457 DTXSID90724723 DTXSID70506766 DTXSID20467732 DTXSID60525108 DTXSID40661073 DTXSID50719019
DTXSID00610249	DTXSID80783364 DTXSID70733570 DTXSID00662849 DTXSID10706526 DTXSID70214778 DTXSID80422867 DTXSID40320714 DTXSID80421133 DTXSID80357322 DTXSID90705254 DTXSID60528634 DTXSID10542502 DTXSID70298871 DTXSID50368268 DTXSID40823917 DTXSID40323260 DTXSID50649620 DTXSID80704877 DTXSID90554284 DTXSID80774732
DTXSID70758465	DTXSID30159338 DTXSID20648766 DTXSID90564621 DTXSID60808943 DTXSID60383821 DTXSID80562631 DTXSID10357471 DTXSID10594465 DTXSID40823917 DTXSID40848549 DTXSID70324427 DTXSID50352086 DTXSID90855268 DTXSID80394510 DTXSID50282894 DTXSID90739812 DTXSID70351233 DTXSID50649620 DTXSID60432247 DTXSID60188954
DTXSID60718932	DTXSID40492546 DTXSID70478151 DTXSID10307456 DTXSID60515928 DTXSID60322917 DTXSID40296849 DTXSID60239930 DTXSID30309957 DTXSID30477206 DTXSID30533053 DTXSID40200522 DTXSID20680025 DTXSID90656237 DTXSID20735589 DTXSID20698721 DTXSID30221463 DTXSID20459511 DTXSID10395878 DTXSID10557075 DTXSID90877763
DTXSID10363436	DTXSID90391378 DTXSID40716113 DTXSID80408444 DTXSID20413234 DTXSID50733553 DTXSID80160994 DTXSID40451895 DTXSID20662427 DTXSID90644290 DTXSID80159702 DTXSID30756987 DTXSID1063198 DTXSID10372442 DTXSID30187116 DTXSID70170789 DTXSID70161379 DTXSID10683742 DTXSID40222224 DTXSID80386995 DTXSID10568106
DTXSID50807283	DTXSID30356921 DTXSID60357163 DTXSID00504518 DTXSID70410253 DTXSID60218806 DTXSID10322543 DTXSID00676305 DTXSID90525939 DTXSID30471885 DTXSID30569892 DTXSID60785306 DTXSID90434936 DTXSID20417914 DTXSID10650772 DTXSID40427257 DTXSID10585590 DTXSID30874438 DTXSID30444130 DTXSID10375054 DTXSID40226707
DTXSID00438021	DTXSID10687164 DTXSID40687177 DTXSID80690943 DTXSID30688113 DTXSID40689797 DTXSID70688132 DTXSID10656118 DTXSID60684507 DTXSID70394842 DTXSID30380504 DTXSID80692503 DTXSID80719865 DTXSID30690913 DTXSID20512670 DTXSID40848266 DTXSID80841458 DTXSID00237511 DTXSID80681230 DTXSID00688125 DTXSID30687883
DTXSID70730221	DTXSID20562231 DTXSID00682603 DTXSID70185494 DTXSID70686411 DTXSID50326686 DTXSID30308965 DTXSID90150285 DTXSID80761541 DTXSID30683643 DTXSID40668865 DTXSID10431280 DTXSID80205354 DTXSID30472675 DTXSID30681407 DTXSID00554351 DTXSID00429934 DTXSID20459899 DTXSID00315348 DTXSID40210722 DTXSID90840154
DTXSID10175455	DTXSID90864138 DTXSID50304065 DTXSID50402030 DTXSID40281831 DTXSID10215042 DTXSID30698772 DTXSID00152492 DTXSID50635806 DTXSID70314424 DTXSID80143989 DTXSID30735393 DTXSID90330444 DTXSID60575481 DTXSID70722747 DTXSID60309102 DTXSID40181923 DTXSID50624932 DTXSID00556037 DTXSID80874847 DTXSID30557799
DTXSID70730226	DTXSID50407681 DTXSID40488681 DTXSID50187658 DTXSID10686238 DTXSID50317736 DTXSID10682770 DTXSID80443698 DTXSID90689207 DTXSID30596067 DTXSID50670934 DTXSID50815727 DTXSID10684552 DTXSID90562485 DTXSID40743929 DTXSID20687918 DTXSID10851621 DTXSID70785938 DTXSID00178576 DTXSID40703144 DTXSID90289645
DTXSID80753820	DTXSID40727805 DTXSID40181004 DTXSID40577706 DTXSID50491505 DTXSID10516147 DTXSID50799391 DTXSID60382672 DTXSID40494141 DTXSID30201144 DTXSID7058836 DTXSID10401140 DTXSID60144232 DTXSID60819170 DTXSID70606275 DTXSID80478607 DTXSID80846685 DTXSID00289550 DTXSID00776935 DTXSID10163539 DTXSID90526643
DTXSID10315319	DTXSID40523046 DTXSID30740063 DTXSID80601256 DTXSID80574911 DTXSID20236783 DTXSID00219630 DTXSID50740303 DTXSID10802774 DTXSID70452557 DTXSID20644288 DTXSID10560089 DTXSID50404756 DTXSID30346645 DTXSID40667515 DTXSID70633061 DTXSID40644280 DTXSID70347792 DTXSID10795758 DTXSID50357051 DTXSID10494012
DTXSID90163138	DTXSID40395306 DTXSID90492172 DTXSID80531544 DTXSID30636452 DTXSID80787569 DTXSID10362469 DTXSID70416351 DTXSID30632419 DTXSID30849929 DTXSID00878165 DTXSID2020347 DTXSID10432898 DTXSID40240903 DTXSID00329288 DTXSID00241633 DTXSID60242262 DTXSID40429019 DTXSID90841085 DTXSID20586078 DTXSID2045492
DTXSID80785969	DTXSID40877536 DTXSID90644573 DTXSID80395805 DTXSID20321623 DTXSID80156716 DTXSID60432000 DTXSID00162051 DTXSID10533475 DTXSID30579133 DTXSID50738523 DTXSID90539455 DTXSID50644377 DTXSID80555543 DTXSID20513844 DTXSID20699435 DTXSID30562080 DTXSID10808211 DTXSID40397027 DTXSID20820202 DTXSID40641673
DTXSID00676820	DTXSID10229164 DTXSID70563834 DTXSID40683851 DTXSID00461637 DTXSID30764668 DTXSID80737640 DTXSID80775860 DTXSID00431830 DTXSID00556618 DTXSID70546288 DTXSID40310711 DTXSID60321309 DTXSID30441462 DTXSID80695650 DTXSID30282599 DTXSID70192749 DTXSID10515776 DTXSID30737130 DTXSID30358243 DTXSID90581252
DTXSID00359505	DTXSID00191326 DTXSID20731086 DTXSID50834498 DTXSID40226005 DTXSID10888472 DTXSID80288985 DTXSID90290670 DTXSID80316893 DTXSID20817652 DTXSID70847227 DTXSID40398453 DTXSID10486770 DTXSID00220241 DTXSID10690219 DTXSID00375068 DTXSID10465969 DTXSID90686736 DTXSID80691879 DTXSID70243684 DTXSID50684531
DTXSID80847733	DTXSID40576633 DTXSID90488994 DTXSID70389859 DTXSID00584911 DTXSID90544549 DTXSID30845547 DTXSID70656553 DTXSID30390022 DTXSID10213649 DTXSID70749878 DTXSID60795521 DTXSID30444736 DTXSID60284324 DTXSID20547720 DTXSID40547863 DTXSID10731292 DTXSID60204002 DTXSID30463467 DTXSID70824730 DTXSID40471472
DTXSID60161343	DTXSID00276884 DTXSID30501959 DTXSID80671439 DTXSID90175236 DTXSID40614488 DTXSID20202004 DTXSID10573619 DTXSID70663146 DTXSID60598211 DTXSID20531386 DTXSID40323922 DTXSID40660844 DTXSID60551260 DTXSID20490262 DTXSID70569033 DTXSID60705620 DTXSID50214352 DTXSID80236986 DTXSID70831469 DTXSID00644509
DTXSID50684314	DTXSID40684368 DTXSID70736465 DTXSID20720753 DTXSID10521771 DTXSID30237847 DTXSID30281709 DTXSID50706702 DTXSID30749819 DTXSID60225535 DTXSID20359244 DTXSID20684306 DTXSID60171806 DTXSID30877161 DTXSID20688703 DTXSID30544523 DTXSID70594163 DTXSID20745249 DTXSID20344296 DTXSID70738828 DTXSID00515684
