ID	Neighbors
DTXSID20415213	DTXSID70804496 DTXSID20415096 DTXSID20721568 DTXSID60437797 DTXSID20147643 DTXSID60177383 DTXSID50889544 DTXSID90146385 DTXSID90836991 DTXSID50435843 DTXSID10889722 DTXSID5068029 DTXSID4068329 DTXSID20889511 DTXSID40195469 DTXSID2072623 DTXSID8072742 DTXSID20889773 DTXSID20842080 DTXSID70647325
DTXSID30751194	DTXSID1070018 DTXSID00649397 DTXSID10789051 DTXSID90282818 DTXSID70733575 DTXSID50827345 DTXSID10330345 DTXSID10411244 DTXSID90159132 DTXSID60722675 DTXSID10826713 DTXSID30675821 DTXSID20162790 DTXSID90467123 DTXSID30314541 DTXSID90854539 DTXSID90314542 DTXSID80648525 DTXSID90222835 DTXSID3052016
DTXSID10479364	DTXSID10191817 DTXSID30413402 DTXSID60783640 DTXSID50853826 DTXSID80791545 DTXSID60782517 DTXSID60172136 DTXSID3066425 DTXSID00853795 DTXSID40886148 DTXSID30329155 DTXSID40846161 DTXSID70811948 DTXSID50723550 DTXSID80574077 DTXSID90479165 DTXSID10802532 DTXSID60732118 DTXSID20764990 DTXSID70730165
DTXSID10890797	DTXSID10891047 DTXSID10239440 DTXSID60214363 DTXSID90234615 DTXSID10221264 DTXSID00243571 DTXSID80231693 DTXSID20165963 DTXSID80242885 DTXSID50163851 DTXSID30220890 DTXSID6072897 DTXSID90220891 DTXSID50888653 DTXSID20214364 DTXSID30332346 DTXSID00231690 DTXSID90199159 DTXSID2041042 DTXSID0064387
DTXSID50763633	DTXSID60622702 DTXSID00172453 DTXSID10182846 DTXSID10216170 DTXSID50438071 DTXSID30191819 DTXSID50172448 DTXSID40840624 DTXSID00535064 DTXSID40172457 DTXSID30610656 DTXSID20520730 DTXSID70631486 DTXSID10510024 DTXSID00185220 DTXSID80172456 DTXSID20172137 DTXSID90185219 DTXSID20172753 DTXSID10172621
DTXSID30147058	DTXSID30583194 DTXSID90746642 DTXSID80583285 DTXSID30894853 DTXSID90332347 DTXSID50746688 DTXSID40746652 DTXSID10155914 DTXSID30153477 DTXSID40243570 DTXSID70169916 DTXSID90745579 DTXSID30745593 DTXSID30583210 DTXSID70157611 DTXSID80745583 DTXSID10745516 DTXSID60156178 DTXSID60170319 DTXSID50161110
DTXSID10639022	DTXSID30222834 DTXSID70809401 DTXSID60152397 DTXSID0027989 DTXSID10823883 DTXSID00887792 DTXSID80722854 DTXSID10478539 DTXSID90222835 DTXSID70412813 DTXSID30331753 DTXSID20843830 DTXSID20885871 DTXSID30583634 DTXSID30314541 DTXSID90314542 DTXSID50887247 DTXSID70844630 DTXSID70451540 DTXSID20727641
DTXSID70630818	DTXSID60601052 DTXSID00633594 DTXSID40766052 DTXSID20413613 DTXSID90699568 DTXSID50538060 DTXSID80781067 DTXSID90478279 DTXSID10775297 DTXSID30629208 DTXSID40786038 DTXSID80402467 DTXSID80733627 DTXSID40841535 DTXSID50444910 DTXSID20768357 DTXSID80694860 DTXSID40477999 DTXSID20854567 DTXSID70748265
DTXSID7036799	DTXSID40243893 DTXSID0068781 DTXSID90891787 DTXSID30889729 DTXSID00850704 DTXSID60714833 DTXSID10884454 DTXSID60858004 DTXSID90824252 DTXSID20165286 DTXSID40171940 DTXSID80889557 DTXSID80205051 DTXSID70167472 DTXSID70435188 DTXSID2064367 DTXSID9047207 DTXSID60163362 DTXSID30699789 DTXSID30196122
DTXSID50890195	DTXSID40237111 DTXSID7044924 DTXSID60836660 DTXSID30437860 DTXSID0059033 DTXSID0072308 DTXSID50387217 DTXSID90155659 DTXSID80420025 DTXSID4048309 DTXSID50410534 DTXSID40226540 DTXSID90693021 DTXSID40723428 DTXSID80223634 DTXSID00171880 DTXSID50218173 DTXSID50412735 DTXSID20693675 DTXSID20414084
