"","nH","SCount","NCount","FractionCSP3","MolLogP","UI","AWeightHeavyAtom","qed","BalabanJ","petitjean","Arto","mChi1","Chiv6ch","HallKierAlpha","bcutm1","bcutm3","bcutm9","bcutp1","IC0","Cfrag16","Cfrag24","SEStatefrag9","SEStatefrag12","SEStatefrag16","SEStatefrag24","MinEStateIndex","MinAbsEStateIndex","EStateVSA2","EStateVSA4","EStateVSA8","EStateVSA9","MATSm1","MATSm2","MATSm3","MATSm4","MATSm5","MATSm6","MATSm7","MATSm8","MATSe5","MATSe6","MATSe7","MATSe8","GATSm1","GATSm2","GATSm3","GATSm4","GATSe1","GATSe3","GATSe4","GATSe5","GATSe6","GATSe7","GATSe8","Rnc","Mnc","QOss","QHss","QCmin","QHmin","QOmax","QHmax","MaxAbsPartialCharge","SlogP_VSA1","SlogP_VSA3","SlogP_VSA5","SlogP_VSA12","SMR_VSA3","SMR_VSA5","SMR_VSA6","SMR_VSA10","PEOE_VSA1","PEOE_VSA3","PEOE_VSA6","PEOE_VSA7","PEOE_VSA8","PEOE_VSA9","PEOE_VSA10","PEOE_VSA12","PEOE_VSA13","PEOE_VSA14","VSA_EState2","VSA_EState3","VSA_EState4","VSA_EState6","VSA_EState8","VSA_EState9","Hato","bcutv1","bcutv2","bcutv9","SIC0","Cfrag7","Cfrag53","MaxEStateIndex","MBAm5","MBAm6","MBAm7","MBAm8","MATSv1","MATSv3","MATSv4","MATSv5","MATSv6","MATSv7","MATSv8","MATSe4","GATSm5","GATSm6","GATSm7","GATSm8","GATSv1","GATSv3","GATSv4","GATSv5","GATSv7","LDI","Qmax","FpDensityMorgan1","OCount","ArBoundCount","Chi6ch","CIC6","MATSv2","SPP","QNss","NumRotatableBonds","IC1","bcutm10","HalCount","CCount"
"MATSm2",-0.0814945804131163,0.0869269509947506,0.040950169422848,0.00807691759450321,-0.109501099460438,-0.0425926542151625,-0.0555365905870524,0.0539123448900429,-0.0109353941387805,0.0649489138428932,0.0603277274412096,0.00907609100582825,-0.0803991669651793,-0.188640686742974,-0.0694459620982018,0.0180680220324483,0.287636231057106,-0.175708626706802,-0.00471388953167445,-0.0929562281000307,0.0587019835524195,0.0166611810607093,0.160897145923019,0.0406646376000107,0.157778090598653,0.0659386145870094,0.0916927441466606,0.068166676284741,-0.0738382309878781,0.0553395738957836,-0.0525599635774718,0.164788687574824,0.114176362751501,-0.136291356782684,0.15932109646811,-0.0126751537338026,-0.138640975763951,0.141944904440282,-0.000881699547987456,-0.0528938415442037,0.051059485182988,0.13923510621654,-0.0269054985915695,0.114381715293729,0.0716248462361622,0.00248981866793948,0.133090880152721,0.139954160698284,0.00845411555269836,0.036169709239172,0.0229988810674935,-0.0887659619668095,-0.0555277620439997,-0.0338266231127861,0.0327860411847914,-0.100322666037066,-0.204019980232861,0.0785241611426988,0.0175714282007539,-0.0597571797077397,0.179971768727971,0.0938039904069443,-0.0758213696409547,0.0280365629547268,-0.113671086909484,-0.0278572792043318,-0.0701070695396307,-0.0580713041530254,-0.109573231913819,-0.0251616834547482,0.199387547064095,0.0305493142033693,0.0472003579672014,0.0302582545393498,-0.0365673955896973,-0.00545408473133655,-0.0115653227190133,-0.0341416793109012,0.0787908368757249,0.0144071809160785,0.122016876080838,-0.105265914612658,0.0883702691349659,-0.0514262236505395,0.0270371681439528,-0.0565730867194633,-0.103596090775264,0.267266701214545,-0.0155494214018217,-0.119823763676124,0.111340579519039,-0.0656402796567641,0.0980270198269658,0.136614170053905,-0.0442676909023923,0.141474822762687,0.010123168279694,-0.115800042170214,-0.0170930576014965,0.022200808791811,-0.155794818667391,0.148971335256798,-0.00244486878355803,-0.0839094900294179,-0.00598409047023414,-0.0201260354988905,0.0361338520485332,0.02880234081824,0.0786969600862529,-0.0179542745163202,-0.002823975908292,0.0345527255840347,-0.0112795383784762,-0.0084067139516507,-0.00929403823998599,0.00351204966072828,0.0367032803469333,0.00369346509077924,0.000556893762191714,-0.00578631860782308,-0.0126868910012614,0.0128157308449188,0.0130738609539907,-0.00251088845474741,-0.000200562812472404,-0.00376012220841646,-0.00319919448709222,0.00448715435094644,0.0124536651769327,-0.0225092707772066,-0.00464264221560547
"MATSm3",-0.110297434610059,0.0569835500568636,0.0101421058933368,-0.022893011423974,0.127630997235053,0.131546343513577,-0.0597875935030979,-0.115643879896423,0.114962986468278,-0.118100386576784,0.0730965168236049,-0.00845704358182866,0.0413542306908089,0.00362045996769988,0.0392861799744976,0.0608696133041223,-0.0223230181509478,-0.14236447552752,0.0793497423809001,-0.173772574132226,-0.00747083189761336,-0.104191207923038,0.00361470090094785,0.0291509982564734,-0.00304124225661226,-0.0234934878779235,0.104282925214285,0.0353290058763812,-0.0767949011587187,0.057046112400382,-0.122946785746774,0.0244103779610376,0.13593104299307,-0.0660961891484752,0.00109647202176346,-0.0216750249929598,-0.0421207975604868,-0.00994466042875102,0.0193320332859301,-0.141019778722396,-0.105900206311855,0.0330612771444509,-0.130781292094375,-0.0548842331315812,-0.0564137323064111,-0.0428954403349572,0.0599274878151639,-0.00790864578673797,0.0703255994733564,0.0652716686279663,0.0711828176681562,-0.0315536958896745,0.117072501767547,-0.0607183534295418,0.0680196562364322,0.209891283744343,-0.0513187212027845,0.0768468678509922,-0.191911093495698,0.272337393006991,-0.0891058838630544,0.158244626640651,0.137453505378479,0.166169968327819,-0.0796990487845238,0.0482643719738819,0.0318862896131839,0.197223307142572,0.0406209135726665,0.185059425480173,0.00914648931315341,-0.215228674457853,0.0951812299282068,0.0210290017376361,-0.04030424904079,-0.0202430642326094,0.0542098759859602,-0.222104023714209,0.0134067181744502,0.132971677133975,0.0646818089879613,0.11822104571182,-0.0624109424411774,0.056796468377556,-0.0453880269780137,-0.091716335363258,-0.0591528202290918,-0.156981407791491,-0.0556346814432843,0.0240566575648132,-0.053738216144777,0.0743297502634797,0.100083667672858,-0.00188531731329601,-0.0109051493840703,0.0579103418849812,0.101031857650485,-0.0175258366154695,-0.184269538859446,-0.0842982297067737,0.105153023030799,0.0780612103170323,0.028000882382113,-0.00686032492462982,-0.03166272016623,0.0074452351998517,-0.0307415941602625,-0.0364483803618073,-0.0944138578868881,0.0715331084517026,0.0740893464472352,-0.0310833308814949,-0.0416294455840472,-0.0564264487920908,0.017987440824221,0.0270215404954553,-0.0204477154715145,0.0965647705895126,0.042301860409753,0.0526304714673244,0.0245544598440255,-0.00294000865382996,0.0375846035233802,0.0362605252749818,-0.0102905038581106,0.0306287934672507,0.00776259646059862,0.00932104834040274,-0.0121660073095809,-0.00133844406152238,-0.00095652475971241
"MATSm4",-0.0883721240944614,0.0333273848431156,0.00148869563026816,-0.146573258039528,0.121124688404509,0.135972063286172,-0.0341280742925729,0.19200426523847,-0.127974197253909,-0.0239453278738065,0.0429208996020627,-0.00536789303660575,0.00601634735018421,0.0164867802666208,-0.0300514762953914,-0.0106754224630843,-0.00049626618635257,-0.0479192723224432,0.0404072737742737,-0.00810552146379689,-0.0649275783310119,-0.0103228079417144,-0.00746303841393931,0.0754808710609053,0.0182158477427334,-0.0214587850830567,0.119226561069111,0.00689810364828877,-0.0250085515001055,0.0622885667135236,-0.0792540014874094,-0.0318231411552693,0.123851877700743,-0.055230487874523,0.0350153611780594,0.107653382924405,0.0200913310133897,-0.0173826258277128,0.0351539764278309,-0.092699948401823,-0.041576200419075,-0.038720941553915,-0.281476206040733,0.0352579886949611,-0.1200397799838,0.00636818524654767,0.29518817511481,-0.0702055805190486,-0.00635697144554589,-0.123140561651743,0.122232253389785,-0.0480563920715807,-0.199058332712777,0.0452307851312597,-0.0103260126324071,-0.20974331374045,0.373362228281647,-0.165223352239732,-0.00356707721101471,-0.0294635195174683,-0.04268793078095,-0.0669679110193974,-0.121011286606564,-0.0853824016114805,-0.00274132851055948,-0.011437335795615,-0.00275092254507982,-0.0988904294566934,0.016276485889563,-0.108271939807879,-0.0625665065634999,-0.0924543918650779,0.0539109056866145,0.0975382965457221,-0.00993800472802298,0.048728928431521,0.0545399813808727,-0.0622722756192742,-0.0249510430291174,-0.0937791517578776,0.0930868196751606,-0.100299872131673,0.0160793706560497,-0.145267622472217,-0.0552538628912657,-0.0655772365291562,0.209076783370942,-0.00280438754946494,-0.189121362557817,-0.0620916639420901,-0.0511160200273964,-0.0144567994567085,-0.0467460133394433,-0.109891945784712,-0.0822187477429173,-0.0340873491704783,0.0774798217802961,-0.0766469462440063,-0.136382320399418,-0.00644294856153371,-0.0149869726936059,-0.125569939022317,-0.0347770882452451,0.0557251137311559,0.00566956202132444,-0.0620909739169713,-0.0257146875580333,-0.0194339319980383,0.0715683965608214,0.00652428374953301,-0.00556193315296879,-0.0802982302162957,0.00353725861540445,0.0230199368480577,-0.00381379695153609,-0.00655640105789301,-0.000477867101925536,-0.00902053950500432,-0.0149640673860952,-0.00479596263696578,-0.00851335271372878,0.0111218699904474,-0.0104740732870722,-0.0265457633487225,-0.0181600071536546,-0.00903548410877276,0.0145161199713567,0.00475949670727664,-0.00525710899046565,-0.000578814080324992,0.000663131525776913
"MATSm5",-0.0307151109021069,-0.0888211788675385,-0.0147569753240178,-0.147061865625143,0.0962896379399836,-0.00632537931754169,0.174067720778778,-0.0864145171883228,0.0795932509775149,0.107816709830273,-0.133809466896204,0.110306913721821,-0.00178986904080938,-0.0266756041507519,-0.0354379516978422,-0.0666829651519511,-0.0364776483695446,0.0425068770208027,0.0107396664878125,0.0637162275467324,-0.0772665429852755,0.0614213056782543,-0.120077613968183,0.0411070969104019,0.0338125262808869,-0.142281672930088,-0.159805901634521,0.036313677648364,0.0256581923016536,0.0516266566342208,0.0675333271584685,-0.00443782110099084,0.0750096050303723,-0.100178024321347,0.0872147248486557,-0.0990651263279217,-0.0133041558675604,-0.135880643502004,0.0376555824642841,-0.245463131895343,-0.0866950701053473,0.137094554453516,0.300496923902071,-0.112847930787139,-0.0317243619119206,-0.251051552882487,0.0340517879429152,-0.0950669534162217,0.0111294900001804,0.0580499220695607,0.0664719555870737,0.108618869472345,-0.110585328137552,-0.20861200915315,0.0944848932905564,0.0221543584219785,-0.0843844052096603,-0.185622849851269,0.10991583604448,-0.0140158338849244,-0.087555523021246,0.0992554406787047,-0.149928987124848,-0.152904027535924,-0.00642105120766642,-0.179153512010503,-0.0332396399942733,-0.0127011513820464,0.0516386976093063,-0.0922996744324428,0.0360378362251064,-0.136371742264874,0.0229157919973982,0.000794884388546342,0.0701127662373648,0.129829059024535,0.111335000475934,-0.0921815563780698,0.0892471820578673,0.00321001003168236,0.00828974587446692,-0.029142028708114,0.0636178296100226,0.0507701607148444,-0.0548240198458786,-0.00191151922998141,-0.0532691500649982,-0.0592882397480683,-0.0467034743693514,-0.109607071158952,0.0500453714677053,0.0963570383678867,0.117794213020251,0.0472467561106999,0.0584917117005522,-0.00723747535603608,-0.0434602914627096,0.0103081627419153,-0.0616330339952176,-0.0683864758719153,-0.056173168224991,-0.0441641015350724,-0.0570356514339426,-0.129154338721301,0.0208907400730912,0.0515022521207208,0.0726676637517906,0.122732377061897,0.0621815526825605,-0.107654262590461,-0.00377455958316709,0.00458773658293751,0.0248565766655938,-0.0200521188934659,0.0244321440186876,-0.0219250331914108,-0.00204573987898677,-0.00249437297862477,-0.0017529263743273,-0.0302917606156493,-0.00725198262104047,0.0205369060035699,0.0428555297016529,0.0211858975539348,0.0253955515849756,0.00739465156198535,0.016611845340218,-0.00819033989645986,-0.000493265723478115,-0.00426822143479068,-0.00179515291815734
"MATSm6",0.0294403595447775,-0.119646910890513,-0.00142740551865808,-0.123527145964959,-0.0333279841334636,-0.114578408182556,-0.00217508221718587,-0.0605211523211827,0.0187721780117375,0.0598649923924809,0.0150752192351856,-0.143633809004936,-0.169390809083564,0.00600651647545336,0.267330826889866,0.106034596903175,-0.062611784056315,0.0177221298769106,0.0389806230719782,0.128069063336214,-0.0514325980937935,-0.00623515513240695,-0.0231272632846314,0.0529908976919697,-0.0193745191269807,0.0167835100461623,-0.0535621889321524,-0.044350959989368,0.00363543649652514,-0.0629845537680694,0.107039617246241,0.0731426879463383,0.0361870003053509,0.0783628388659015,0.103642066457333,-0.0491851826511682,0.00581672611898035,-0.0384432233641299,0.00735267639694681,0.0288734057670099,0.0064783855103839,-0.0728243416247901,-0.0909459071780693,0.0994935694322115,-0.0952398899223604,0.0814022862100868,-0.0706881166251917,0.0116366407266195,-0.153137763754822,-0.179953572698398,-0.371620248953332,-0.0648796809118358,-0.26766497117158,0.0053769664113343,0.166884052354961,0.0416873583070894,-0.0965083231907805,-0.108369861110625,-0.00932834949171546,0.115825399769813,-0.148381853597155,0.0927639006193556,-0.239191173793233,0.17312551396839,-0.055815372100134,0.218753872698315,0.014910634240025,-0.124726629700306,0.195020389272493,-0.0110758135286459,0.0683851526590711,-0.0610490138695911,-0.0667121905086682,-0.00719466576810867,-0.0465318220187256,-0.110890755822973,-0.0317062306426564,-0.0564842303064198,0.0582546801344429,0.0931247333773478,0.0305824069101321,-0.144700881690425,-0.00704549996199384,-0.0280500862408184,0.0847442177748891,-0.0982116085149334,-0.035323801621495,-0.0292337362796426,0.00511901488048174,0.000454225446378692,-0.0333301723650753,0.0943039203442919,0.0112648163457116,0.0658161284442953,0.023779870875266,0.054679938490308,-0.0405876398794173,-0.115468749983149,-0.0641397530973834,0.0333881557586963,0.040596082694462,0.0684564892074446,-0.00127154897217829,0.0552796677794672,-0.0482446019828323,-0.0122405292922431,-0.0035749804635555,0.000789880530088835,-0.00795459730268719,0.00576427115727599,0.0103351837444258,-0.012448463785381,-0.0155869055478467,0.00847391960033459,-0.0133684093874575,-0.0103670411207711,-0.00840447062067544,-0.0075818855562893,-0.000665119917583313,0.00193026921562878,-0.00020771579314501,0.00599808838049522,0.00333567643660832,-0.00468045773203329,-0.0117495017962052,-0.00388655758957449,0.0120880589187065,-0.00275628589119517,-0.00528057375825371,0.00419400055890951,-0.00186706102556921
"MATSm7",0.0464710214021267,-0.112984491348051,-0.0138204098874118,-0.0904576927046752,-0.0328303882736948,-0.143148782452642,-0.0571804450226965,-0.0594763662462464,0.0276991005498774,-0.080739425468714,0.120395124982677,-0.145691531660271,0.0874567200599569,0.0131492493115202,-0.137092662634325,-0.139422818418037,-0.10022256970251,0.0615234895053842,0.0729617827176639,0.104613855214449,-0.100752988110882,0.0877160888310263,0.0248363438565507,-0.0206056937458198,0.00235840840418317,-0.0457475378139118,-0.100455615394945,-0.0237688425344734,0.0709848205776424,-0.0281122872683771,0.247972781909801,0.0534042613703646,-0.0806315040578336,0.150211881834608,0.132182152167664,-0.0776323384970278,-0.00907174091653105,-0.0632270599641694,0.175289512464141,0.0624258509586121,0.150826714160134,0.141431117441844,-0.160199446798319,-0.0175923341010829,0.163181478522718,-0.242591971216217,0.0977273779771994,0.0827330163537086,0.000952754309149187,0.149221705913354,-0.136803957018808,0.070573288197406,0.00564552456888837,-0.0180245211460338,-0.0540032094360965,-0.110081646081392,0.190591662144134,-0.00194329431803983,0.0322247632946343,-0.132696449857349,0.160656795255288,-0.0661243881452948,0.0275099320535676,0.128208190539223,-0.140738674180092,-0.00905561482554755,0.0211197175117645,0.166461312685531,0.00620379526898553,0.243664336829878,0.0424670117708415,-0.166692998280162,0.0140556696791387,-0.0240601325606923,-0.0823849678770133,-0.0519072447373191,-0.0188312322090567,-0.0572927578186708,-0.046076076679229,-0.0824757270154417,0.0259451469254079,0.137914658127275,-0.00627230945023911,-0.125737057126862,-0.118368842719515,-0.0179946890297813,-0.0456416828901537,0.0277797195831054,-0.000255927315437083,-0.0829106205815932,-0.0181617673000859,0.0189010515222987,-0.0139141010797346,0.091368853461356,-0.0147186956945506,0.0212827926806021,0.0199732201469545,-0.0617844489187245,-0.0336066562036606,-0.0134028320958475,0.0155859422782418,0.0212268317060354,0.0516163697041146,0.00369760070838788,0.190452403021359,0.0481848505306597,-0.0259512301519548,-0.0536752820010456,0.0811185117596037,0.0333591081552189,-0.00145483019863563,-0.0341551001582997,-0.0223446898627517,-0.00598705788506612,0.00724444661980479,0.0314555556454072,0.00919243938458937,0.0663823638742544,0.0503480294716582,0.0165781449668035,0.0018249274043105,0.00587887641315681,0.0138262181627374,0.014406751504871,-0.0518775867423634,0.0161190247965274,0.0141624834516913,0.000764345744250951,-0.00395843674763754,0.00207323338246714,-0.00364501725329718
"MATSm8",0.0546355582445675,-0.0841475431019633,-0.0152428693727239,-0.0218222161005012,-0.0882549178746537,-0.15849256027754,-0.102573626050141,0.052836353954444,0.0251087746024589,-0.053486005213103,-0.0307167401390078,0.244311011898094,0.197044371541052,0.0338361779841579,0.0750380351504208,0.0600271594893439,-0.14647076007248,0.00216838385980467,-0.0022226881360772,0.11428758106443,-0.069417947821659,0.0429467624027503,0.101713167254667,0.0161327628805573,0.0276043891086882,0.0637940652551141,0.000839554568628169,-0.00247444425076124,0.0161394313240537,-0.0301188621100794,0.0909764841036449,0.0678171272305919,-0.0519925650856818,0.0555871846782501,0.0265222402946008,0.0211692044872805,-0.0139350239866637,0.0794376730797527,0.0387093963695961,0.102655706870643,0.225419771956803,-0.0415190413107812,0.0533026062575218,0.0855593227213277,-0.11303094350631,0.187687388253282,-0.158779778981055,0.0715811307635584,-0.0879559334340313,-0.148333710473943,0.231994611143901,0.00340825903449234,0.0759130797327298,-0.352255158070561,-0.18090162490682,-0.0703298607836743,0.0146164025973831,0.0726407146467557,-0.202757604687698,0.102583104278909,0.0451691689481038,0.00931678419942117,-0.168732177900636,-0.0526356486806346,-0.122305910783527,-0.066645015125077,0.0561911794129097,0.186391396243714,0.0444245188643937,-0.102183245712165,-0.0296729752797246,-0.0844619470920995,0.0317541345907703,0.0535141973596143,0.0373436022313737,0.0682281163647966,0.056307078603086,-0.00498184852031587,0.106965354911071,0.0235854423132544,0.0252235666487851,-0.0527923981799177,0.00993376090334023,0.0120723185949305,0.0314021905162844,-0.00394607248654009,-0.0110345888949697,0.0110894061541564,-0.00984287143787081,-0.0369888387880044,-0.126539606975549,-0.00763031320182081,-0.02295020530668,0.108211860908826,-0.176840107815246,-0.0464260279971137,0.185431687317266,-0.0284719848836152,-0.0684721003431943,-0.0866184950997577,-0.00458267548849803,-0.0301152218072932,-0.0419796654303912,-0.0605012651374886,-0.124539156192049,-0.0358051332039474,0.0336613364279365,0.0373248779831269,0.0389294889331882,-0.00507308324281798,-0.00828248049968301,-0.0404334475601112,-0.0334365855244296,-0.0180849773846279,0.015304015272881,-0.0110409918805914,-0.0114386236904105,0.0324952596704654,-0.0144345030180728,0.0022442876559389,-0.0108301269565995,-0.00186723421669639,-0.000743285212738551,-0.00784458079567836,0.0112229701667865,-0.00320862520802693,0.00532787275995417,0.00161695533229689,-0.00801289219572781,-0.000175242419586644,-0.00452736760685669
"MATSe5",-0.0227379535679306,-0.099749656910114,-0.00278493710315745,-0.163110884274941,0.133543042153307,-0.000613971971383537,0.200924025801951,-0.151632272423306,0.034012241762105,0.109022999936316,-0.0973887082709651,0.0931237908402321,0.0247036967601346,-0.0469961306282132,-0.102348036195981,-0.0538464740049263,0.00900295876063901,-0.0249928762468223,0.010616030088898,0.0597700301148494,-0.093830225376113,0.0426504030236209,-0.0781726513453672,0.0240804697610446,0.0841428497085618,-0.010982674462009,-0.00755704214081468,0.015868634261639,0.0338260115376166,-0.0131603796965521,-0.0166690978194545,0.125544841317748,0.119244695004175,-0.0554447267831326,-0.0549726068128751,-0.15898190415623,-0.0483546499522838,-0.0658904068915191,-0.0395908106935152,-0.0539034780434543,-0.0124818391294462,0.0866330373334592,0.0865392661976806,0.034150166030491,-0.146158561380982,0.032817277498965,-0.0310811989622567,-0.00552087945831048,0.0262172610132602,0.0174827293273878,0.0447140797679119,-0.0225996845315694,0.0233791719262199,0.0251620226018818,0.0361466472352897,-0.0105696422917683,0.0928493963251067,0.110289292764143,-0.0797368582963993,-0.0051535336193341,0.116003488918591,-0.0471556707315431,-0.000188070172442623,0.00917440779515711,-0.0429250547147069,0.104511644363295,-0.014194387391335,-0.00578113691512519,-0.00482139973689367,-0.0453891846419243,0.0431248856271272,0.0594799654509215,0.0334823661397096,-0.0129907866036067,-0.020555135264741,-0.0669551311509438,-0.0802374814093604,-0.00525931673869932,-0.0896972402254334,0.00564795462854962,-0.0124278688017734,-0.051127926928314,-0.107007370490496,-0.0156306058124217,0.0300773476124392,-0.0031297616270373,0.00680174438432238,0.0150611752708907,0.0337382729310131,0.0710174746940137,-0.080351366398597,-0.0667208906176005,-0.166595320346838,-0.00325715855307405,-0.106640307295291,0.0201637277242835,-0.0293604025925061,0.0670882819741307,0.111122593629443,0.0737208003836037,0.0674285487871463,0.178768952115858,-0.102204922836632,0.05713380241817,-5.68765383636355e-05,-0.300981491993783,-0.160984539462622,-0.197988506939823,0.107350706888481,0.29410420032235,-0.125174037800077,-0.0317552834044305,-0.0643138796789918,-0.0249542748828222,0.0571645826500549,0.152487489828012,0.00633677639145272,-0.135680254559031,0.0463150891238177,-0.179465259842698,0.232252281395644,0.073407345875307,0.118682960390768,0.152094429103355,0.0413142752002734,-0.00734069986171468,-0.0452309668278893,0.0146760085967311,0.00339479187327362,0.0169827309735214,0.00293220554864184
"MATSe6",0.0393350576849486,-0.13904086693921,-0.0206620044906564,-0.144468845781626,-0.0135655492094125,-0.0946461225083159,0.00315337853537295,-0.0694301040623414,0.000723017766899671,0.0491449183760245,0.0191819900518889,-0.146577214978839,-0.194628229516263,-0.023352225513839,0.275079319895945,0.120136592817952,-0.0630998070679907,-0.075403722755874,0.0236035604690008,0.0718461468141413,-0.0415030754545368,-0.0535598159221038,0.0607496879365802,0.0277109848511735,0.0128091835229349,0.0260832865034561,0.0358393369125315,0.0107799717092321,-0.000628455547357665,-0.0100051519718931,-0.012750001961142,0.0832693319182109,0.0334007394661565,0.0503048877437419,-0.00259356661845981,-0.0975424396312111,-0.0350165743438139,-0.0176996286876904,-0.0519404675064941,0.0262495137002909,-0.038244298123474,-0.0202632225411184,-0.0736121181299167,0.0369655379328799,-0.0174677994278838,0.0434830576150795,0.0210853350501091,-0.00238437578682614,0.0231578644442448,-0.0614866070010481,-0.00868671570251902,-0.0783481304293219,-0.0324440814711685,0.0711380795635194,0.0476731396807291,0.0315846898719435,-0.0427141422877078,-0.00207891891987538,0.0105834656287166,-0.0174840833818605,0.011241943060642,0.00700405549998483,0.0877928107469555,-0.0927656605610089,0.0396267746598921,-0.16811107406385,-0.0022448764201144,0.084887901182814,-0.180615630188744,-0.00968252112262851,-0.0520535849103858,-0.0393767878665785,0.0959162586704548,-0.00566614765956752,0.125616226196734,0.158886408104447,0.0984168932536228,0.0118530369776873,-0.0433257722912374,-0.11307213560567,-0.0408287382883286,0.142000806174246,0.012627470450093,0.023803905827794,-0.117332156147152,0.0973338011761165,-0.0129886087348144,0.0141164628265708,-0.0177374778998612,0.00127227356451074,0.0271208951665386,-0.0962910974879158,0.0328362180749293,-0.0477196490301729,-0.0884510371631102,-0.0133833238753509,0.0438878260077943,0.138074461858776,0.0666101177978483,-0.050744714212479,-0.166372526102262,-0.0339216161713773,-0.0857528595119749,-0.173666520789486,0.0886925563868305,-0.143679903155098,-0.0989314946010616,-0.0891911710778913,-0.0679512541012684,0.0373404748650525,-0.104608592695641,0.129124644381808,-0.0126380403597927,0.187596520465015,0.140758460380536,-0.189104667573389,-0.111596076155562,0.269378252340656,0.229407561236548,0.0611904301862046,0.0983705093977994,0.0388719954082683,-0.148357682313345,-0.136894715170917,0.0248090230871069,-0.0219006078343027,-0.113497315155513,0.00100243686738714,-0.00553310929812558,0.00373451119970706,-0.00369535817524511
"MATSe7",0.0615747358139512,-0.118323446270112,-0.0181491094983109,-0.117777247247608,-0.0230173929859145,-0.0897872082105122,-0.108422619908271,-0.103738944267353,-0.00450163732189182,-0.0818836453893804,0.170511723783411,-0.19078338472173,0.0766230646600362,-0.013589909276547,-0.188727651931017,-0.139747584311294,-0.0660239651982091,-0.0539925040068443,0.0504538318452355,0.0627554309145099,-0.0730254071199313,0.00518062416099231,0.123287722789734,-0.016357448214904,0.00390194838917157,-0.0184660164757019,0.0250085749490207,0.00831443050884477,0.04835962061691,0.034067886415088,0.0757725751346816,0.0284381302963955,-0.0761070198163323,0.0995450414324543,0.0021720579522027,-0.029743903421432,-0.0521172172117004,0.00331050214879799,0.0763474283736316,-0.00917131635935743,0.0132828397544316,0.12365541554459,-0.0859579691222382,-0.0798468982803215,0.0444189391801961,-0.0772137638041294,0.0790144281840066,-0.00457521806979642,0.131841977899562,0.0403987782189929,0.0812087471484519,-0.0308789103659847,0.03156913635658,0.0598767116528878,0.0240541097853029,0.0137934514919261,-0.0369795416300579,0.00957203256616592,-0.0554839523564236,0.0867465834690688,-0.0506501989235388,0.0342350578898974,0.00749963179081902,0.00860051609933761,0.047657813563941,0.0604769025827457,0.00261631625045713,-0.105529153845143,-0.0287738689905113,-0.14104254961954,0.00757832496057596,0.0380507826286664,0.0044521284872778,-5.77561713114885e-05,0.0348714249828525,0.0630873291361175,-0.00179367574851277,-0.00973076654425378,0.0436663421849317,0.0989623045865073,-0.0266277502220494,-0.107195660552886,0.038791298222424,0.122292680500556,0.0980707887802205,-0.0309621066176051,0.0671160164839794,-0.0209394315808482,-0.0275639297400072,0.0598161414904038,0.0171615027479474,-0.0204478986765499,0.0392583025335903,-0.106228354949928,-0.0456537608671625,0.00142827301161822,-0.0211654657817809,0.0916592858827644,0.0389558223158542,0.013998949736023,-0.0834843827577304,0.00204773377050584,-0.122271057008284,-0.00267953378477736,-0.326325294787209,-0.128136838784341,-0.0228131345357326,0.126593726808072,-0.264552996213161,-0.0881603668055625,-0.0390438242192151,0.157951870285422,0.0152316008410043,0.210523806303157,0.0186427764672928,-0.140619092355732,-0.0309975672018335,-0.101123277766696,-0.249503277183132,-0.049587475335931,0.00392945369346226,0.00056059062615073,0.103833644445491,0.157192096991114,-0.257360238159988,0.0203558268290824,0.0266324076843833,0.0147586358864624,0.0190481739582705,0.0254334968890936,-0.0027489677855991
