"","HalCount","NumHeteroatoms","PCount","SCount","OCount","NCount","RingCount","SingleBoundCount","DoubleBoundCount","NumAliphaticCarbocycles","NumAliphaticHeterocycles","NumAliphaticRings","NumAromaticCarbocycles","NumAromaticHeterocycles","NumSaturatedCarbocycles","NumSaturatedHeterocycles","NumSaturatedRings","FractionCSP3","MolLogP","MolLogP2","UI","AWeightHeavyAtom","qed","BalabanJ","Tigdi","Ipc","petitjean","mChi1","Chi3c","Chi4c","Chi3ch","Chi4ch","Chi5ch","Chi6ch","Chiv8","dchi0","Chiv3c","Chiv4c","Chiv3ch","Chiv4ch","Chiv5ch","Chiv6ch","skappa3","HallKierAlpha","bcutm1","bcutm2","bcutm3","bcutm4","bcutp1","IC0","IC1","IC2","Cfrag5","Cfrag9","Cfrag13","Cfrag16","Cfrag17","Cfrag19","Cfrag31","Cfrag33","Cfrag40","Cfrag41","Cfrag44","Cfrag45","Cfrag47","Cfrag52","Cfrag66","Cfrag67","SEStatefrag5","SEStatefrag9","SEStatefrag13","SEStatefrag16","SEStatefrag17","SEStatefrag31","SEStatefrag33","SEStatefrag40","SEStatefrag41","SEStatefrag44","SEStatefrag45","SEStatefrag47","SEStatefrag52","SEStatefrag66","SEStatefrag67","MinEStateIndex","MinAbsEStateIndex","EStateVSA1","EStateVSA2","EStateVSA3","EStateVSA4","EStateVSA5","EStateVSA6","EStateVSA7","EStateVSA8","EStateVSA9","EStateVSA10","MATSm1","MATSm2","MATSm3","MATSm4","MATSm5","MATSm6","MATSm7","MATSm8","MATSe1","MATSe2","MATSe3","MATSe4","MATSe5","MATSe6","MATSe7","MATSe8","GATSm1","GATSm2","GATSm3","GATSm4","GATSm5","GATSm6","GATSm7","GATSm8","GATSv1","GATSe1","GATSe2","GATSe3","GATSe4","GATSe5","GATSe6","GATSe7","GATSe8","GATSp1","Rnc","Rpc","Mnc","Mpc","QOss","QNss","QCss","QOmin","QNmin","QCmin","QHmin","QOmax","QNmax","QCmax","QHmax","NumRadicalElectrons","SlogP_VSA1","SlogP_VSA2","SlogP_VSA3","SlogP_VSA4","SlogP_VSA7","SlogP_VSA8","SlogP_VSA10","SlogP_VSA11","SlogP_VSA12","SMR_VSA1","SMR_VSA2","SMR_VSA3","SMR_VSA4","SMR_VSA6","SMR_VSA9","SMR_VSA10","PEOE_VSA1","PEOE_VSA2","PEOE_VSA3","PEOE_VSA4","PEOE_VSA5","PEOE_VSA6","PEOE_VSA7","PEOE_VSA8","PEOE_VSA9","PEOE_VSA10","PEOE_VSA11","PEOE_VSA12","PEOE_VSA13","PEOE_VSA14","VSA_EState1","VSA_EState2","VSA_EState3","VSA_EState4","VSA_EState5","VSA_EState7","VSA_EState8","VSA_EState9","VSA_EState10","Fcount","ClCount","BrCount","ICount","NumRotatableBonds","NumHDonors","ArBoundCount","Weiner","LogBertzCT","Chi4pc","Chiv9","dchi1","dchi3","Chiv4pc","bcutm10","bcutv1","bcutv2","bcutv3","Cfrag1","Cfrag4","Cfrag6","Cfrag7","Cfrag8","Cfrag10","Cfrag11","Cfrag12","Cfrag14","Cfrag18","Cfrag20","Cfrag21","Cfrag22","Cfrag23","Cfrag24","Cfrag25","Cfrag26","Cfrag27","Cfrag28","Cfrag29","Cfrag30","Cfrag32","Cfrag34","Cfrag35","Cfrag36","Cfrag37","Cfrag39","Cfrag42","Cfrag43","Cfrag46","Cfrag48","Cfrag49","Cfrag50","Cfrag51","Cfrag53","Cfrag64","Cfrag65","Cfrag68","Cfrag69","MaxEStateIndex","MBAm5","MATSv1","MATSv2","MATSv3","MATSv4","MATSv5","MATSv6","MATSv7","MATSv8","GATSv2","GATSv3","GATSv4","GATSv5","GATSv6","GATSv7","GATSv8","SPP","LDI","Qmin","Qmax","SlogP_VSA5","NumHAcceptors","TripleBoundCount","Hato","bcutm5","bcutm9","IC3","FpDensityMorgan1","nH","HeavyAtomCount","LogTigdi","MBAm6","Chiv3","bcutm11","CIC2"
"scale",1.72616952715837,3.4050481193753,0.225693889040722,0.579959617524687,2.30055746764382,1.66799322125569,1.4030309009018,7.38151423049241,1.49784087147995,0.660622883778477,0.661751997264853,0.951015475969205,1.04569067603902,0.642057077043199,0.525896024743245,0.546179222867564,0.782608263159733,0.300232622345068,2.19658005949356,20.8932233355157,1.19160339544018,2.74672226475761,0.19439197103389,0.739357874061265,401790.110868883,Inf,0.0501987412320288,0.0270872489154096,1.12761402095997,0.201514526522337,0.0465892768941988,0.0187095628983634,0.0647144692811301,0.0945880560196028,8.05385934624312,1.77746457675253,1.41647047094186,0.587850079406867,0.0441534250492472,0.0378724650662258,0.0676649635389771,0.0649593857550945,575.998046058857,1.16174618159883,1.10227642176498,0.58775293588373,0.459002352028542,0.45844097673284,0.190579401886424,0.256653269300061,0.473010254192571,0.55730458720399,0.113807696296226,4.01828678176445,1.58300441467307,1.29841585175047,2.26112163040517,0.88407744900269,0.317086279075129,0.117962430521473,0.0374015329072318,0.0470600056564991,0.0198528393745607,0.0810571119643525,0.0204502514570364,0.032795242167118,0.0633398495959974,0.0252273489798679,0.136931860433049,4.69215644465671,1.8158727457522,1.13629460447756,2.17357622260268,0.284419796339558,0.115453489654679,0.0217083011305293,0.058764794589772,0.0191318773930645,0.0938682436724884,0.0993416090585742,0.0682964075547936,0.0561143725552626,0.00967398206141088,1.52584865900254,0.363915599111227,16.6388745689461,10.249465551478,10.6755563251618,13.847563667984,19.8976857965889,12.8390249326937,18.7699215219975,20.9100033932802,9.68057993050341,10.4486848924633,0.158041867210063,0.18057278110655,0.18625399875719,0.240545891251969,0.305229258304976,0.364358345761467,0.375752310456133,0.393716984482494,0.17037552081219,0.209363233112148,0.212523587943788,0.273570100482059,0.353840190191287,0.424788826862057,0.428443102522027,0.444843904577227,0.343861642686407,0.29733121642801,0.350360317469015,0.444518918128996,0.603788126366692,0.785438222391554,0.939671113590786,1.07497623453011,0.320414248486542,0.295945173673361,0.259734754765132,0.315300477588054,0.411477491579877,0.539676283109846,0.680438472841372,0.79220979038896,0.890017631581539,0.393495332892909,0.111500121269554,0.0782355212812121,0.0622014390680779,0.0340597215988626,0.349265815278869,0.145481458150604,0.15221209197476,0.184558624303051,0.156918408287912,0.0408574861223895,0.0192609673186951,0.137981711186518,0.143007823581491,0.11825844809964,0.0868531881416332,0.0601300756989052,6.46205611018986,21.2005510876001,8.50552835706636,8.03601247030928,4.65030456301872,8.04296505927685,8.1187157759529,4.77217194770389,11.9140188099805,12.424687886369,1.48980203246666,6.17962748065447,6.47720290920967,12.1932980002545,7.13826297687929,15.5942013166253,9.53365142870926,6.2900887504124,4.87442798533306,7.27689173680826,5.08502742190599,27.3037809397555,19.7139729346835,11.4635688247546,9.93295450108578,8.22997677232417,5.4131819978108,4.88302802953859,3.56055960454123,8.94046044154537,22.9627812754186,13.7949847527388,10.7377681392168,3.25571518769252,4.58365348862086,5.42678126440862,3.7113783523182,2.21591897581442,4.3156886051577,1.54078102300944,0.681326827234918,0.390055037585167,0.180050150630951,4.44294567061685,1.50962252586838,6.73695903888008,7655.5520428252,0.313162238755244,2.41023253644977,10.1088244117512,1.52743723606876,2.69187198943353,4.65490228853842,0.227153177657477,0.158101380173234,0.284344838587184,0.364177046700102,0.00266282927677359,0.0271816850752796,0.0213648848284215,1.68224525952708,0.239702763099351,0.0960618224113917,0.863186576274511,4.06070606876801,0.107758585346317,1.09061404579241,0.0213321407910703,0.468717293998048,0.0221789479019213,0.124766113060247,0.737598521710646,0.296475658211024,0.253218625283522,0.0381053853769781,0.470129841491107,0.730668323309827,0.560145107004357,0.363154239180942,1.00528187590207,1.24029725976153,1.10769974114255,0.23070008479069,0.0244891306724893,0.252745471371303,0.0151559524083532,0.197600780319139,0.104652922728098,0.176892917627621,0.346011894539504,0.237579000299912,0.318384341387723,0.0103127180477129,0.0107173226868482,0.0111069572783175,0.0064128329815903,3.05084622113383,0.952776840093888,0.17436334794544,0.203151252269813,0.20715362307333,0.267987426112375,0.361225395735802,0.430372195222684,0.430658782535851,0.43501444802108,0.274474659324075,0.329004413477805,0.430531732200789,0.601875218839273,0.748987518439956,0.856345243834343,0.939544077163342,0.18665543995611,0.0661049695214762,0.115871670687815,0.104868969473908,26.3914016921085,2.4322719053764,0.316259075752224,0.185211642481844,0.496674371027587,0.12503263994139,0.607535942352004,0.316641300755309,10.6716655998291,8.78310277622291,0.591806021641846,1.18820589305167,3.15521041394903,0.297181153500071,0.699265857727913
"center",0.639086207312213,4.88988993815491,0.0367695338148391,0.246516693634962,2.39229581265803,1.52760905851104,1.9701765158853,10.3560155371418,1.46843716718027,0.223098947881937,0.339982046347651,0.563080994229588,1.01489897879739,0.392196542858318,0.128913180051308,0.217816376397045,0.346729556448353,0.391917579096049,2.7908297323828,12.6136876747964,3.02178473014498,14.0673002546455,0.572736295899165,2.486480775724,9314.55301929096,1.66894230864682e+192,0.46372488265317,0.459770761924075,1.50017162613859,0.0936266689735077,0.00669312301371767,0.00196236965520762,0.0384373685561492,0.114616126520778,0.431065025973234,2.42705647884348,0.879639491795351,0.0663063806372838,0.00561958678236798,0.00199266679808097,0.021284253398927,0.0449754264701503,5.24680026298839,-1.60898299639083,4.29599713795524,3.7086204201027,3.34671257318808,3.04688378827453,3.87143228310612,1.54220434925101,2.64401483527879,3.48302223409521,0.0112841399477274,2.88361183239287,0.716947765649529,0.984091305525499,2.44758200039992,0.311759642288367,0.0711012849766503,0.0106360499695809,0.000911864017392069,0.00138268649604552,0.000329008479059036,0.00461179126681028,0.000372970818933303,0.000917536577375845,0.00266043063239117,0.00057151041836548,-0.00995325595097915,2.39380363799076,-0.224885425550647,-0.240001382328488,1.35726465809518,-0.0464797262269742,0.00857503742447341,-0.000277836275548856,-0.00144757922839003,0.000252573968243591,-0.00334757761335817,-0.00160009470622521,-0.00144864117912384,0.000854979536513701,0.000122640951485431,-0.771365791852741,0.294045295769468,8.8858431378069,9.26687088482838,10.1747409756286,14.0998035061996,13.4531083732388,10.047397513595,14.7721825333894,16.8750014425334,8.51434263677464,8.31982342215901,-0.0530327465344204,0.0116978852441115,-0.0883846112041568,-0.0990056418615073,-0.0806067354147847,-0.0589998606890175,-0.0727410072240051,-0.0572952943604827,-0.0895558343172861,0.0653592457069357,-0.0995156928663304,-0.121691327861204,-0.0803602342526189,-0.0455600950210523,-0.0668055848125715,-0.0495906449261078,0.823479432640477,0.810950633173982,0.996432584777118,1.08434833842351,1.04678866992366,0.995396611197066,0.941715624446748,0.847000277076192,0.824343172811704,0.820969340373453,0.783788041544411,1.00362398156276,1.11950530049819,1.05487965097306,0.971719038557808,0.905449685640907,0.799981000699143,0.891314461293996,0.275225824767531,0.17393984770311,-0.142485032205959,0.0768523614682854,0.324066049439197,0.115621353769203,0.150091676613028,-0.342514938428616,-0.200444645769901,-0.0510443575910907,0.0359610955556911,-0.24347862886709,-0.150196387282688,0.225295649508118,0.154381069157015,0.00186343595467057,4.89221565587131,24.2665083458504,7.48336429364433,5.02248482864898,1.22975078309549,4.06796316929755,3.70218892017857,2.14725820974716,6.76367954401268,12.1547325923245,0.323027378226446,4.43949629465546,2.98486405681636,9.88716713108577,4.09008936826401,17.9989565370383,9.24276089313181,4.98189522607137,3.31047951010779,2.25890071103412,1.79160427885596,26.4048450812311,27.859904852902,12.8751572195947,9.48334138376003,5.95433028394929,3.0659941496142,2.06275726845135,1.4708062028706,3.66526786878943,10.3511145903489,12.6336331480116,7.45165189977154,2.0434818208604,-0.21434318688996,2.28368125870646,2.93969557715651,0.131173318903677,2.04275682788256,0.297254906409851,0.23667480206311,0.0854244989356859,0.0197291636235746,4.20785252478554,1.03891376148871,8.06904640012253,1243.61090776559,2.63459552311355,3.05539531645085,0.262257512951164,2.40111424961249,2.91970333503983,1.56667574370807,1.72364039915961,3.8479382797111,3.50002133307996,3.16643624822555,7.0906999797206e-06,8.93428197444795e-05,0.000428278278775124,1.50180316500484,0.0456584353094169,0.00771609971793195,0.300689641480028,4.27628203400983,0.00693186830017486,0.416582878228573,0.000404169898844074,0.15479707125728,0.000435368978754845,0.0126171915439148,0.309446655954983,0.0766603937607513,0.0482281049820676,0.00125505389641055,0.130112926487877,0.331454770552039,0.25260476863755,0.111828847520169,0.473894169884663,1.06789487044582,0.695589159170615,0.049334254178904,0.000395661058868409,0.0282550212791906,0.000190030759456512,0.0278707053402898,0.00842516971590401,0.0282848022191055,0.0840857747795147,0.0485159874012443,0.0704333410385607,9.21790997363678e-05,9.21790997363678e-05,0.000117705619663362,4.11260598823795e-05,10.0161279133403,3.03475138273188,-0.0939839441224479,0.0681602354821463,-0.0937020662753546,-0.112556751409986,-0.10246796809185,-0.0616987387743583,-0.0778533457666394,-0.0577579324781004,0.777310377725842,1.0053007056069,1.12558340080891,1.08910503301288,0.991436842577952,0.913397938844131,0.798258267186084,0.655361970553741,0.161581826984084,-0.39660806673625,0.258753903817491,24.4520295806815,3.38600494363603,0.0717607200747643,1.78705586378765,2.7819618816236,1.9361440998172,3.92278480020676,1.14729826419788,16.9037820375552,18.987046709277,3.43592546602066,2.70244110119563,3.74705424527298,1.49081593314746,1.53730136813496
