"","Chi5ch","QNmin","SPP","Chiv5ch","GATSp3","GATSp2","Chiv6ch","bcutm3","bcutm2","bcutm1","ndonr","S9","MATSe5","MATSe6","MATSe7","MATSe1","MATSe3","MATSe8","naccr","Qmin","ndb","LogP2","Sfinger18","Sfinger13","Chiv3c","naro","kappa3","Sfinger16","Sfinger17","QCmax","MATSv1","GATSe3","GATSe5","QNmax","MATSm8","MATSm5","MATSm6","MATSm7","MATSm1","MATSm2","MATSm3","Chi3c","MRVSA9","MRVSA8","MRVSA5","MRVSA4","MRVSA3","MRVSA2","Qmax","Smax12","Smax16","Smax15","PEOEVSA12","PEOEVSA11","PEOEVSA10","QCmin","Smin15","Chi6ch","Chi4c","Rnc","MATSm4","Smax8","slogPVSA10","slogPVSA11","Sfinger9","LDI","LogP","dchi0","EstateVSA4","EstateVSA5","EstateVSA6","EstateVSA7","EstateVSA0","EstateVSA1","EstateVSA2","EstateVSA3","VSAEstate7","S13","S17","S16","GATSm2","GATSm3","GATSm1","GATSm6","GATSm4","GATSm5","GATSm8","QHmax","PEOEVSA13","PEOEVSA2","PEOEVSA1","PEOEVSA0","PEOEVSA7","PEOEVSA6","PEOEVSA5","PEOEVSA4","PEOEVSA9","PEOEVSA8","QOmin","GATSv3","QCss","slogPVSA2","slogPVSA3","slogPVSA0","slogPVSA1","slogPVSA6","slogPVSA7","slogPVSA4","slogPVSA9","EstateVSA8","Smin12","Hy","QHss","UI","VSAEstate9","Mnc","nsb","QOss","GATSm7","EstateVSA9","J","QHmin","IC0","Rpc","nhet","IC1","petitjeant","QOmax","Smin16","Smin8","VSAEstate8","nrot","Geto","Smax35","Smax37","Smax31","Smax33","bcutv9","bcutv1","Smax34","GATSp5","GATSp4","GATSp7","GATSp6","GATSp1","GATSp8","bcutm9","SIC5","QNss","MATSv2","MATSv5","SIC0","SIC3","SIC2","S7","GATSe2","S35","S34","S36","S30","Smin24","Smin20","Smin23","Sfinger12","Smin29","Smin28","Tpc","mChi1","ncocl","TPSA","noxy","MATSv8","MATSv3","SIC6","SIC1","MATSv7","MATSv6","GATSe8","GATSe6","GATSe7","GATSe4","diametert","knotp","Smax10","Smax11","Smax17","Smax18","S24","S29","Smax6","dchi4","Smin53","GATSv1","Mpc","IC2","IC4","MATSe4","Platt","Chiv9","bcutv8"
"scale",0.0759339560223033,0.142121004942908,0.135442235309138,0.0461073258664249,0.282688598464928,0.224495156515637,0.0447157694562091,0.597736772697548,0.617889814216439,0.932035969357722,1.86529579132627,3.25885565058664,0.306447044056447,0.35705088875772,0.346496053656099,0.153322294334417,0.196690719489392,0.401310966238769,2.80251940473866,0.0790981031373228,1.48773042992216,11.8272937993467,1.05005145806759,2.12344947571524,0.705098195804084,7.02680673839755,2.59838244331238,1.35090060117314,2.4577475945739,0.100825524363263,0.16260923838792,0.247545286096152,0.428123453882726,0.126286261401535,0.345477833836693,0.274410690118995,0.309328832406978,0.301149816215917,0.163746690056924,0.174909043780806,0.178459720789646,1.11029145317775,14.5622862824129,7.33311600990121,12.8415988915152,24.4336526863337,7.83540684869263,7.72881080099148,0.0889838596972533,0.56452405022923,0.506164829440111,0.566194789645911,3.79739522015621,4.84982544696639,6.4330446194578,0.0450309478193778,0.557291300422843,0.0929407240865822,0.194479938612424,0.0996660063051958,0.229377848141359,0.579943131351321,5.22850267490373,10.2258357226263,3.01442739185163,0.0934441154998062,2.45526767422277,1.5568061429693,13.481522938417,13.1733600576062,18.2148298533091,17.1280635676228,19.1474411485526,11.1858040870506,12.5768154316163,16.4336884781912,16.6593721887131,2.78288662292196,1.97869926627694,1.14147519072591,0.246549891355744,0.294178726611435,0.331958514771601,0.573801193963625,0.411527775181958,0.471992994375473,0.860378250952663,0.075856102483662,5.45828508494016,6.21322572247356,6.15065368297183,10.9128779188051,13.7412341676583,23.2998978867298,20.2023009024768,4.36364804785569,10.313964260769,9.99781953590798,0.148293511028105,0.259133144815272,0.12157235199757,8.71725746364553,8.61895023222218,6.41723171316606,23.6940908958863,2.50661957400166,7.96129300372775,21.5258078092982,6.81930330578638,8.78771353971393,0.657272294760717,0.81721913576078,0.103531371888713,1.19323029830635,3.37117860314845,0.0744452030258228,7.33336631515899,0.379228741922432,0.679732146743043,9.93859741909333,0.674579045093775,0.0184621659993261,0.232670852152641,0.0632775028747468,3.6917617073006,0.483387558774142,0.0440964738702215,0.109880609021848,0.527303118500137,0.51549384082524,20.4554216185881,3.13177658804086,0.165372107105637,2.70425701876738,4.60139372386513,0.623795885645318,4.79468671730184,0.104408868543235,0.173456393538356,5.35403723580014,0.458629690710198,0.395649010196115,0.622851843500552,0.54253908112272,0.414761709811722,0.762014587453718,0.126383032532082,0.110922359473606,0.160317921090671,0.208661344863376,0.309899086994364,0.0681414220125633,0.0851413506331321,0.090686328269128,3.03570188006963,0.207239967208758,14.588014906601,16.1509899288385,6.00958936389975,1.32947278740728,0.928540227780242,2.39883522723106,1.33990601337995,3.76333235581221,0.857373768941182,1.88999365080831,1.00546184926139,0.0286777994379833,0.497924317452887,52.2806691074436,2.77928319031805,0.393153717802093,0.208482981785582,0.137830979997314,0.10843142802568,0.357438582802715,0.355898194292093,0.73793692516235,0.513607529996452,0.600841354638147,0.373390240233638,4.32992428043438,1.39043548916684,0.642422203503421,0.833734898167315,0.356549396849717,0.946730333761403,2.09753414244896,4.28520748038965,0.943928727712806,1.88260433269793,1.96174727234411,0.272768501469417,0.0340741244763478,0.604158880325459,0.740752408892308,0.25713567246762,30.9465868933813,0.427325824465628,0.753717462670719
"center",0.0587737440879458,-0.258199795474882,0.719880991946823,0.0313228940304231,0.949482807107248,0.756025309983382,0.0538343346542247,3.4556167710597,3.7656857982871,4.22151080148281,2.25897993097277,2.0469883676339,-0.0575018535088841,-0.0347910008947974,-0.0506668797136648,-0.11106161319187,-0.0720472964335933,-0.0704247731049469,4.75252460692829,-0.429739613958839,1.79547488175892,9.99948076185606,0.53023136904001,1.55988751118497,0.982309855554135,9.12220375814905,5.03337044612041,1.226511568452,2.81873961395884,0.250997059951425,-0.136475904384507,0.954917167327112,1.01341787038221,-0.187018151604244,-0.0669414546849035,-0.0595129745621884,-0.0370145724146747,-0.0614507222293238,-0.0445155311261664,0.0148145212833951,-0.0621383101112105,1.96602467084239,19.0620943372108,4.67515927393583,12.4778683369551,28.9620037070178,4.5162785376454,7.48690106097405,0.290141377987984,-0.184335676850313,0.581179854275853,-0.127584047040777,2.02084456091014,3.12528147769398,4.24831292343091,-0.0433235331714176,-0.342066342835229,0.130646682858239,0.121131023903873,0.223012271507094,-0.0878333120286335,0.471761089096255,2.71258711491755,5.72290464016362,3.22421066087179,0.232369679151221,1.99300076696919,3.19986961523712,11.7452084877924,10.9937842260003,14.5921067365461,16.0086347948357,15.7987561037965,12.6830040905024,13.4799162725297,16.608071328135,8.94742873577911,-0.974569346797904,1.40055630832162,-0.397557842260003,0.781320720951042,0.950495589927138,0.885823085772722,0.951687971366483,1.0356855426307,0.991704972516937,0.988003195704973,0.210428607950914,4.13622165409689,5.20236392688227,6.65683510162342,15.4310190464016,16.0975431420171,31.3905698581107,20.9677838425157,1.50662495206443,9.54857139204909,11.28916323661,-0.390815416080787,0.956469129489965,0.179849674038093,10.5044943116451,5.48874779496357,7.06933260897354,36.9816410584175,0.737356896331331,4.87786565256296,24.8574390898632,4.21485964463761,10.2443788827815,-0.376799309727726,-3.04541275725425,0.15614994247731,3.21095679406877,0.886023776044995,-0.172906301930206,13.2367378243641,0.461767608334399,0.97221040521539,11.7919243257063,1.93536661127445,0.0356511568452001,1.60635727981593,0.144038476287869,6.7357791128723,2.97417141761473,0.469836252077208,-0.258341301291065,0.178346414419021,0.152830499808258,48.1823115173207,4.74702799437556,1.94532430014061,2.40573756870766,1.76628032724019,0.275604116068005,5.46178665473604,1.98355157867826,3.85353099833823,8.61188201457241,1.01978524862585,1.06560386041161,0.946658570880736,0.949664578806085,0.979721973667391,0.950124504665729,1.94703937108526,0.866562060590566,0.189117601942989,0.0927603221270612,-0.0702013294132686,0.3112325194938,0.852854275853253,0.762068515914611,2.52756142144957,0.755154544292471,16.3602730410329,11.7949729004218,4.05795641058417,0.69136865652563,0.341543525501726,1.40717819250927,1.00210341301291,4.34117346286591,0.503163620094593,1.2625113127956,2.27889709829988,0.453528569602454,0.165665345775278,87.221744854915,3.52077208232136,-0.0763607311772977,-0.0651365205164259,0.859752013294133,0.571865269078359,-0.0547313051259108,-0.033521283395117,0.968489965486386,0.968197366739103,0.956740253099834,1.07602058034002,11.5465933784993,2.07516106353062,0.255046273808002,1.33989313562572,0.175637862712514,-0.293435382845456,1.37643499936086,2.41349162725297,1.16960641697558,3.26025309983382,0.730665984916273,0.889156461715454,0.0879172951553113,4.00169449060463,4.57856282755976,-0.116826025821296,68.6657292598747,0.33611862456858,2.15599590949764
