ID	inchikey	SMILES	GHS_category	EPA_category	consensus_LD50	LD50_mgkg	MolWeight	LogOH_pred	CATMoS_VT_pred	CATMoS_NT_pred	CATMoS_EPA_pred	CATMoS_GHS_pred	CATMoS_LD50_pred	CERAPP_Ago_pred	CERAPP_Anta_pred	CERAPP_Bind_pred	Clint_pred	CoMPARA_Ago_pred	CoMPARA_Anta_pred	CoMPARA_Bind_pred	FUB_pred	LogHL_pred	LogKM_pred	LogKOA_pred	LogKoc_pred	LogBCF_pred	LogD55_pred	LogP_pred	MP_pred	pKa_a_pred	pKa_b_pred	ReadyBiodeg_pred	RT_pred	LogVP_pred	LogWS_pred	BioDeg_LogHalfLife_pred	BP_pred	nbLipinskiFailures
DTXSID20611051	OIOVWPDJOCOVCT-UHFFFAOYSA-N	CC(=O)OC(C)C(C)[N+](C)(C)C	NA	NA	NA	NA	174.14940388	-10.884593535669	0	1	3	5	2.9707850739536	0	0	0	-0.575124354552093	0	0	0	0.92862239734424	-3.26910254324169	-0.488294392613161	3.83931528215806	1.82893872432958	0.66794784784158	-0.0358191131166394	1.97618989377586	180.515947806723	NaN	7.50776382634341	1	5.66662319233305	0.929914002165979	-1.62993020484348	0.632375416309528	171.74466374546	0
DTXSID30476416	OWTCZNAMUJIMOC-UHFFFAOYSA-N	OCc1cccc(F)n1	NA	NA	NA	NA	127.043342032	-11.1710238041172	0	0	3	3	2.78309847868693	0	0	0	-3.80540592647555	0	0	0	0.512041820476353	-6.3479831178967	-0.59609251074197	5.04196039772372	1.48150734740016	0.630368293645354	-0.0569760084715522	-0.0565656322880196	114.275690013313	NaN	2.47560304120123	1	2.13752980854591	-2.4245512272135	-0.10009139022833	0.550654115430285	277.705612698793	0
DTXSID1059523	SJYNFBVQFBRSIB-UHFFFAOYSA-N	C1=CC2C=CC1C2	NA	NA	2.97152966311041	NA	92.062600256	-9.91984695273839	0	0	2	4	2.95427690074741	0	0	0	1.12715630546142	0	0	0	0.454459565126673	-2.48218363115423	-0.827995823775477	3.60157469783559	2.09665233236622	0.861023806092802	2.64516812515401	2.64516812515401	-22.386083157855	NaN	NaN	0	6.17194919312336	1.097139456801	-2.41895372444628	1.25789146374403	96.0521842537683	0
DTXSID30673680	JDLXCIXVOCNMRJ-UHFFFAOYSA-N	CCc1cc(C#N)on1	NA	NA	NA	NA	122.048012812	-11.0478693284193	0	0	3	4	2.80189010114933	0	0	0	-2.42217074948157	0	0	0	0.616702924284186	-6.28492210178301	-0.815303040279296	4.5302523106728	1.74153251729143	0.622309594455342	0.26046102990206	0.260461078012091	76.4513393851881	NaN	-1.45554865426604	1	3.38240415872544	-0.881442722742307	-0.888230699860714	0.648979847572154	193.769777298077	0
DTXSID70430537	IMWQMZMZPWIQBE-UHFFFAOYSA-N	CC(C=NNC(N)=O)=NNC(N)=O	NA	NA	NA	NA	186.08652356	-10.5136832354522	0	1	2	4	3.05827540776097	0	0	0	-1.17743604932458	0	0	0	0.840814578430405	-9.01932939409491	-0.202043571031566	8.31800127436943	1.98802276768061	0.25763653469022	1.58747062583123	1.588	254.351178538864	NaN	2.5862431484104	1	0.626334886964994	-9.07969620296248	-1.73716096093264	0.54885219539456	262.98	0
DTXSID80628620	WVXCBQJQTWWDRS-UHFFFAOYSA-N	Cn1c(=S)cc[nH]c1=S	NA	NA	NA	NA	157.997240192	-10.2343258049586	0	0	2	4	2.54470198374063	0	0	0	1.12611738937671	0	0	0	0.771783421702052	-7.87299503566028	-0.569468052016266	4.32069463952272	1.74036968598722	0.598658584172483	0.152985425422778	0.153175455176609	110.561182025176	8.85886768720286	NaN	0	3.94345859548806	-4.21085376926858	-0.43028081498147	0.578287489369853	275.168515159214	0
DTXSID70570306	DUIDUDBKDBJDFG-UHFFFAOYSA-N	Cc1nnc(SCCN)s1	NA	NA	NA	NA	175.023789288	-10.2448095099967	0	0	2	4	2.72059515700142	0	0	0	0.759192020571163	0	0	0	0.709508631490578	-6.83470415974673	-1.05205927715959	8.50583843534504	2.12892242194207	0.359751990619479	-0.34720370200125	0.463253612200073	157.14106474582	NaN	6.23745859777332	0	5.07633843996145	-4.82742997811427	-0.944937989098675	0.610741421346551	290.160398868362	0
DTXSID60701647	RCSORRYLRVDCJD-UHFFFAOYSA-N	COc1cnc(C#N)cn1	NA	NA	NA	NA	135.04326178	-10.5703446589417	0	0	3	4	2.78597996108143	0	0	0	0.859066367895032	0	0	0	0.863986058763356	-6.37346144605485	-0.0653000018162715	4.86303668394773	1.76392290517881	0.172089452762169	0.344750689397234	0.344750699084234	89.7119065923704	NaN	-2.15159502015074	1	1.24751929996947	-2.58373663795877	-0.0236650606624257	0.666030675062627	242.093232039119	0
DTXSID50215849	RABAKMVAMFRJLX-UHFFFAOYSA-N	CCCCN(N=O)C(=O)OCC	NA	NA	2.71806572052446	NA	174.100442308	-11.2732376089901	0	0	3	4	2.88020033343703	0	0	0	0.813012671199569	0	0	0	0.579521148617173	-4.17893100731484	-1.03312114236321	4.31781330324663	1.47620584719123	0.548546578321943	1.03590856721469	1.03794720443575	52.2509079976723	7.82742464473868	NaN	0	9.70057826265844	0.485517941831799	-1.0095021609411	0.665302749278294	187.440959205199	0
DTXSID50865020	QDIYYQQYVPMKJZ-UHFFFAOYSA-N	CC12CCCC(=O)C1O2	NA	NA	3.19591307532818	NA	126.06807956	-11.0017616006422	0	1	3	5	3.22294858723827	0	0	0	1.1134289063005	0	0	0	0.723941365610573	-7.67128681976082	-0.875386311225767	4.51530999130182	1.57193323355098	0.576720387081817	0.989730917653476	0.989730917653476	84.1213271318054	NaN	NaN	0	3.42866645934003	-0.34277307040722	-0.375439475687801	0.549126929159185	177.39774215522	0
DTXSID00508879	RFTHNPDGSJBHMR-UHFFFAOYSA-N	CC(C)(C)n1[nH]nnc1=O	NA	NA	NA	NA	142.08546094	-11.5939331627881	0	0	2	4	2.74044812113542	0	0	0	1.2952107769904	0	0	0	0.93445366152816	-7.22109948266309	-0.955656809231261	4.68903193280723	1.54564520419946	0.365677648739532	1.58797513064974	1.588	216.063448386483	NaN	1.25789256233814	0	2.63418210162466	-2.10852988759647	-1.25824198217616	0.563908187330228	262.98	0
DTXSID10186768	ZMYMWRORNQVELJ-UHFFFAOYSA-N	NNc1ccnc(=O)[nH]1	NA	NA	NA	NA	126.054160812	-10.858194068995	0	0	3	4	2.97106201410289	0	0	0	1.30380769468189	0	0	0	0.941092842811375	-8.12194974537548	-0.969599614693461	7.37499029170291	1.36980671436154	0.532332440526187	-1.33219893221347	-1.32466426033986	236.379384183281	7.2569471846494	NaN	1	-2.32215402868403	-5.97516457982083	-0.891721772887501	0.548033730287359	257.759551129092	0
