ID	Neighbors
DTXSID40829919	DTXSID00734338 DTXSID10710820 DTXSID80300550 DTXSID10319594 DTXSID50629745 DTXSID70817263 DTXSID40720215 DTXSID10740006 DTXSID70694197 DTXSID40299890 DTXSID80651615 DTXSID60191044 DTXSID40358198 DTXSID60648563 DTXSID60306914 DTXSID70673881 DTXSID80330352 DTXSID00388032 DTXSID60790253 DTXSID90655346
DTXSID90362987	DTXSID20218387 DTXSID00205750 DTXSID6068228 DTXSID70369494 DTXSID00490402 DTXSID90359170 DTXSID50353553 DTXSID20327983 DTXSID7052571 DTXSID00706797 DTXSID00692429 DTXSID60845575 DTXSID70232558 DTXSID40641491 DTXSID80153604 DTXSID20383761 DTXSID10160588 DTXSID00358553 DTXSID00312539 DTXSID80670861
DTXSID90220336	DTXSID40586196 DTXSID50521699 DTXSID50625267 DTXSID20843734 DTXSID60568318 DTXSID20685651 DTXSID2046254 DTXSID50370886 DTXSID70477543 DTXSID50349931 DTXSID90460497 DTXSID80495672 DTXSID90434577 DTXSID10281924 DTXSID10485248 DTXSID40345745 DTXSID50596908 DTXSID90685648 DTXSID70736960 DTXSID40527327
DTXSID40497137	DTXSID90487922 DTXSID60197384 DTXSID00571624 DTXSID3020758 DTXSID0034271 DTXSID90367538 DTXSID70644950 DTXSID50645006 DTXSID40560799 DTXSID80874589 DTXSID50644453 DTXSID6068696 DTXSID90299461 DTXSID70295320 DTXSID10287769 DTXSID40797826 DTXSID30524845 DTXSID00283270 DTXSID70203026 DTXSID00849193
DTXSID0021335	DTXSID40787469 DTXSID20877872 DTXSID00809954 DTXSID00450945 DTXSID80505407 DTXSID90383935 DTXSID80624445 DTXSID90576446 DTXSID40522271 DTXSID60225732 DTXSID70222959 DTXSID10206955 DTXSID10289985 DTXSID10227105 DTXSID30569635 DTXSID30749319 DTXSID40613552 DTXSID20828783 DTXSID50884478 DTXSID90630734
DTXSID60493398	DTXSID00684541 DTXSID20205797 DTXSID80750617 DTXSID30160323 DTXSID50642338 DTXSID00360555 DTXSID00404862 DTXSID00731903 DTXSID30810891 DTXSID80683178 DTXSID80752792 DTXSID70377478 DTXSID40734958 DTXSID20455492 DTXSID20234527 DTXSID60835577 DTXSID90818116 DTXSID90806199 DTXSID90315014 DTXSID60223657
DTXSID60563565	DTXSID60809359 DTXSID50514561 DTXSID30609429 DTXSID20389829 DTXSID30891842 DTXSID30659742 DTXSID60357668 DTXSID00571104 DTXSID20510313 DTXSID10465848 DTXSID7048829 DTXSID00722871 DTXSID40557982 DTXSID30813726 DTXSID00619494 DTXSID50212656 DTXSID10299524 DTXSID60294105 DTXSID40659238 DTXSID30877348
DTXSID4025167	DTXSID00691816 DTXSID90428936 DTXSID30686674 DTXSID10687240 DTXSID20687251 DTXSID90651823 DTXSID20686067 DTXSID20688263 DTXSID60691130 DTXSID10689729 DTXSID20810128 DTXSID50686676 DTXSID40691815 DTXSID40690464 DTXSID70630696 DTXSID10680317 DTXSID20673437 DTXSID60716453 DTXSID10431523 DTXSID10691862
DTXSID80804664	DTXSID30585714 DTXSID60581269 DTXSID90784322 DTXSID90797735 DTXSID00546130 DTXSID90628499 DTXSID10570562 DTXSID80834284 DTXSID50306367 DTXSID70857482 DTXSID00372936 DTXSID50368546 DTXSID30888858 DTXSID40345124 DTXSID50808154 DTXSID50533050 DTXSID60520658 DTXSID60487671 DTXSID10683782 DTXSID30482431
DTXSID30759438	DTXSID60632104 DTXSID20679398 DTXSID10754128 DTXSID30849121 DTXSID60430329 DTXSID40638745 DTXSID60583763 DTXSID30662655 DTXSID60773748 DTXSID40295211 DTXSID20182453 DTXSID00495715 DTXSID30674394 DTXSID10325473 DTXSID10288312 DTXSID60355543 DTXSID10645502 DTXSID90786886 DTXSID10857067 DTXSID80728250
