ID	Neighbors
DTXSID70653360	DTXSID50302602 DTXSID5046277 DTXSID60656103 DTXSID40830808 DTXSID70836171 DTXSID60457531 DTXSID70443506 DTXSID90582885 DTXSID60770414 DTXSID20694642 DTXSID30892516 DTXSID40837397 DTXSID80476401 DTXSID70164704 DTXSID40200103 DTXSID00369846 DTXSID60218760 DTXSID30506964 DTXSID10381231 DTXSID00647934
DTXSID10372523	DTXSID60722312 DTXSID00384519 DTXSID40782555 DTXSID80663410 DTXSID40733961 DTXSID20656427 DTXSID9051535 DTXSID00665451 DTXSID10596146 DTXSID10857340 DTXSID20667073 DTXSID00649231 DTXSID00586117 DTXSID00624422 DTXSID10507217 DTXSID50461162 DTXSID30145832 DTXSID20427654 DTXSID30501893 DTXSID00652265
DTXSID80146314	DTXSID00769645 DTXSID10396128 DTXSID80402907 DTXSID50650291 DTXSID90187819 DTXSID10214590 DTXSID10665008 DTXSID50274375 DTXSID40646128 DTXSID60198457 DTXSID00168270 DTXSID10716286 DTXSID90176485 DTXSID20695295 DTXSID20735509 DTXSID80476749 DTXSID60325903 DTXSID60450082 DTXSID40602360 DTXSID40627593
DTXSID20202261	DTXSID80788490 DTXSID70285367 DTXSID90758689 DTXSID20420645 DTXSID30474078 DTXSID9064479 DTXSID30505735 DTXSID50392144 DTXSID20175441 DTXSID20876224 DTXSID40440704 DTXSID30402730 DTXSID70369676 DTXSID20693357 DTXSID80802423 DTXSID30681503 DTXSID90781250 DTXSID20354638 DTXSID70703213 DTXSID80378491
DTXSID8051675	DTXSID3047182 DTXSID90710146 DTXSID70883943 DTXSID8059716 DTXSID80475651 DTXSID10718144 DTXSID1044516 DTXSID70826774 DTXSID50710743 DTXSID00813899 DTXSID60813911 DTXSID00783806 DTXSID40550655 DTXSID60887970 DTXSID40775922 DTXSID90565017 DTXSID00784919 DTXSID30753436 DTXSID90768364 DTXSID50858250
DTXSID10381115	DTXSID50651309 DTXSID40210080 DTXSID80647932 DTXSID20740991 DTXSID50424656 DTXSID70556928 DTXSID80437294 DTXSID40494969 DTXSID60413672 DTXSID80381561 DTXSID30182186 DTXSID30703592 DTXSID40577004 DTXSID70679424 DTXSID60536052 DTXSID30803581 DTXSID40296728 DTXSID90634954 DTXSID80436449 DTXSID40295256
DTXSID80406788	DTXSID00633958 DTXSID60611939 DTXSID20568096 DTXSID20351309 DTXSID30657107 DTXSID60428887 DTXSID50375654 DTXSID70789234 DTXSID30833707 DTXSID00284904 DTXSID90619862 DTXSID60863335 DTXSID70413289 DTXSID90538943 DTXSID10607307 DTXSID80325667 DTXSID40716916 DTXSID90278877 DTXSID20195361 DTXSID00750876
DTXSID50851468	DTXSID70554287 DTXSID80339547 DTXSID30321174 DTXSID70604079 DTXSID80307786 DTXSID60757306 DTXSID00773161 DTXSID50632375 DTXSID00676941 DTXSID80566316 DTXSID40509249 DTXSID80742572 DTXSID90150189 DTXSID80786911 DTXSID40307767 DTXSID10822290 DTXSID30490354 DTXSID20814101 DTXSID50471140 DTXSID70630116
DTXSID70182600	DTXSID20641131 DTXSID30820652 DTXSID80604303 DTXSID80461216 DTXSID50603565 DTXSID90486137 DTXSID00604688 DTXSID80424346 DTXSID20626044 DTXSID40652264 DTXSID80385281 DTXSID60668625 DTXSID80406905 DTXSID90647488 DTXSID60548655 DTXSID60449138 DTXSID2059273 DTXSID60310612 DTXSID70780423 DTXSID90716764
DTXSID80292284	DTXSID60157741 DTXSID00628829 DTXSID20833519 DTXSID50501193 DTXSID00377668 DTXSID10748865 DTXSID20485310 DTXSID60603652 DTXSID50645869 DTXSID10597572 DTXSID90804276 DTXSID00190091 DTXSID30640771 DTXSID00576174 DTXSID20824967 DTXSID70522481 DTXSID60519764 DTXSID20611379 DTXSID2026232 DTXSID60700796
