"","RDFM10","RDFM11","RDFM18","E2u","E2v","E2p","E2e","E2m","Dm","De","Dv","Du","Dp","E1p","E1u","E1v","E1m","E1e","ASPAN","RDFM7","RDFM5","E3u","E3e","E3m","RDFU1","MoRSEE30","MoRSEV19","MoRSEV13","MoRSEV12","MoRSEV11","MoRSEV10","MoRSEV17","MoRSEV16","MoRSEV15","MoRSEV14","RDFM15","RASA","MoRSEM18","MoRSEM19","MoRSEM10","MoRSEM11","MoRSEM12","MoRSEM13","MoRSEM15","MoRSEM16","MoRSEM17","L3e","MoRSEE8","MoRSEE9","MoRSEE7","MoRSEE5","MoRSEE3","MoRSEP20","MoRSEP21","MoRSEP22","MoRSEP23","MoRSEP24","MoRSEP25","MoRSEP27","MoRSEE29","MoRSEE28","MoRSEE21","MoRSEE20","MoRSEE23","MoRSEE25","MoRSEE24","MoRSEE27","MoRSEE26","MoRSEV28","MoRSEV29","MoRSEV26","MoRSEU22","MoRSEE10","MoRSEE11","MoRSEE12","MoRSEE13","MoRSEE15","MoRSEE16","MoRSEE17","MoRSEE19","MoRSEM7","MoRSEM5","MoRSEM3","MoRSEM1","MoRSEV5","MoRSEV30","MoRSEM22","MoRSEM20","MoRSEM23","MoRSEM25","MoRSEP7","MoRSEP6","MoRSEP3","MoRSEP9","MoRSEM30","MoRSEP8","P3m","MoRSEN26","MoRSEN27","MoRSEN24","MoRSEN28","MoRSEN29","E3v","RDFU3","MoRSEV18","RDFM14","RDFM17","RDFM12","MoRSEM14","MoRSEE6","RDFM13","RDFU8","RDFU9","RDFU2","P2v","RDFE21"
"RDFU1",-0.0618347347306059,0.228213769268128,0.0690080559734458,0.0148549049870131,0.00767323515282948,0.0217267640651489,-0.00332906329713869,0.0723705152398131,-0.0335309529220099,-0.0355597540610253,0.00214720512816348,0.0102040773773545,-0.00505989031299448,-0.0304683522306703,0.0125810343209948,0.0724191886706155,0.0220510750289699,0.0313879702695457,0.0306176848679282,0.0379136500168556,0.0500415196978997,-0.0180475800963887,-0.0228438887443264,0.0903739113149872,-0.142370579598014,-0.0116843414820045,0.0515898231380266,-0.0585298359502989,-0.00691775417724281,0.0329250830558351,0.0104118291860523,-0.00994793897889441,-0.00897969301755101,0.0325443513608826,-0.079631246634595,-0.0176886048906026,-0.00399061719107348,0.0792749085851851,0.021057026003929,0.00271794015478553,-0.0853009216628007,-0.0436473728095582,-0.0327639126546931,0.0669394693197884,-0.0265397838293137,-0.0684446930247661,-0.0215568289383046,0.12046185179275,-0.0249242254374494,0.144753065829488,0.0590254977066505,-0.0989587354515492,-0.0568831283334836,0.0417930139587629,-0.0159940825120896,0.0057414660508363,0.019455014419834,-0.0724511254363282,-0.0846145891335339,0.03381414010805,-0.0913235642179095,0.0137944837317353,-0.08326809914331,0.0426071603224125,-0.0679922056686813,-0.071198484442217,0.168181493718632,-0.138061969065729,-0.068275787188502,0.00566680518743845,-0.0476121220963207,0.0159901403415582,0.0336170550719891,-0.0441910704312796,0.0102149131585524,0.00512875348905357,0.00654807389969848,-0.0576477267718586,0.0480900097717055,0.0493465606094484,0.173260610144338,0.026553657605191,-0.107399626702603,0.00740560986369686,0.048030626011484,0.0547023249647664,0.137682770014809,0.179851852068645,0.101466032048335,-0.0885142111939494,-0.117209122249384,-0.0322411956230257,-0.143818650003487,0.0314171296661421,0.0507182064999836,0.0312792653711383,0.134373152632964,-0.110020837896029,0.171710360118583,0.149152356786784,-0.219636672444428,0.298926875948706,0.276367851111187,0.0188949003164103,0.132844405956789,0.249311343854278,0.224626239614925,0.240164130302654,-0.18950872135902,-0.0826698084247396,-0.00278693329877496,0.0274636420271177,9.04430600062463e-15,-5.20963471560371e-15,-1.24574963106435e-14,-1.23534466489728e-14
"MoRSEE30",-0.027669121555552,0.207799398893195,0.000656825526961062,-0.0359128268405104,0.0638653822942606,0.057986897542876,-0.000960631458520437,0.0877676545372822,0.0716335189724095,0.0984766365123782,-0.0272776969606132,-0.047258354325906,0.0113953489473643,-0.180080311247442,-0.175925297346686,-0.129680568133722,0.0473522578020324,0.0237860951772948,0.0237697753833293,-0.130996459495505,0.0414537714888667,-0.0452366455388007,-0.0113136531581542,-0.23729007524293,0.047134599220232,0.0379089069673141,-0.025400357754247,0.00667792696690737,-0.0760434047316247,-0.0382025988367982,0.0114483356723285,-0.0569568677678068,-0.105157581526943,-0.132431034521857,-0.0394214398626726,0.00891621455870669,0.058944284817292,0.000380907000523488,0.0133523150901615,-0.0376674736675022,-0.00498571646026063,0.0464761133650457,-0.0255950759042967,-0.0704613130771209,0.0676373195500555,-0.0609679901528422,-0.00317817200346181,-0.103295344476731,0.075888062010908,0.0149020595665825,-0.0826555701008667,-0.0548503452883537,-0.101925017366686,-0.106365959585526,0.043961392417796,-0.0258249541885832,0.0330126715001818,0.0746102812303115,0.0233053910471871,-0.0799830525101733,-0.0503829057249428,-0.0971875182063527,0.085097825858038,-0.148524072998784,-0.0385283106775582,-0.243609322555451,-0.0978728284465899,0.0619435431762342,-0.0611017871110214,0.0114369570900235,0.0138844141345128,0.0712234901051558,-0.138907621215855,0.0511494365283127,-0.162257202535499,0.120938262895993,0.0714120067847274,-0.230905271595342,-0.06446825326625,-0.138328092041634,-0.195174173640067,0.186043194594944,-0.245956616418101,0.126824624445236,-0.00143200777058064,0.0938711238080993,-0.0128077403455171,-0.0831374713950515,0.151869836260603,-0.167317286139068,0.0698307765397235,-0.0349440501911084,-0.0331262223157456,0.187309171808885,-0.0393390102770267,0.0200944964695198,0.184514947291184,0.228521084498027,0.0228250087794246,0.024686739595142,0.0460383894372404,0.0534986761436252,-0.0105188298737579,-0.0775189392091052,-0.00507949985582619,0.0113628186082908,0.00921503178767655,-0.0376087267606562,-0.00174687446747602,-0.003342579034379,0.0025118655264338,0.010842634142128,-2.69659163898273e-16,5.32791963432079e-15,3.95716545232854e-15,1.46608016991638e-15
"MoRSEV19",-0.083512516608588,0.090210152401069,0.183228974493387,0.0759248428686186,-0.0501280572286609,0.14445148308046,-0.103433704780947,0.0344561484092423,-0.0523443340705165,0.0596583004481872,-0.0207612413433194,0.0678187341594383,0.103504338390203,-0.0356391315280997,-0.0362694519953979,0.0620419572364611,0.0435077345536061,0.00666536566248295,-0.0434227590706427,0.126529955906895,0.00145752499777108,0.00160155694867687,0.0404119265128337,0.0512611708365636,-0.115906745168196,0.107569857008619,-0.0209736858513982,0.00699388886032369,-0.0882477468834023,0.0314896522639079,0.0955567983219265,-0.030604653509731,-0.0560216030387761,-0.0571311989533253,0.0402048930781914,0.00808123482467311,-0.0434424974381753,0.0385423698446849,-0.0085446200346105,-0.0943525460449928,0.0296413684518545,0.0959277279548523,-0.10735183648986,-0.0603436578790685,0.122076203403112,0.111155643389379,-0.0252326160053875,0.0185091456049709,-0.0124904052643008,0.0396585645085548,-0.0654394892613843,-0.00875572230943433,0.128290669498637,-0.0815610342278816,0.0592885482371705,-0.00302341151678094,-0.0933866376865636,-0.0578245698747262,-0.0696493549695641,0.0346481337183879,-0.0147148014335128,0.168376232231986,0.0732813230415482,0.0251214950814933,-0.12155550165463,-0.0144645011913477,0.110844011779954,0.121849243535686,0.0733954709968981,-0.021328903423343,0.0121889238102567,-0.0708762823421012,-0.150708068528857,-0.0234249909773643,0.00333729751404522,-0.116477488023984,-0.00790968559811605,0.149144943957009,-0.0169894017003722,-0.0839536859741325,0.0297197587114605,-0.0751037264481169,-0.0532861899979435,0.143495241413374,0.0959228938578287,0.107977283975534,-0.132206449923978,0.0306556048735569,0.00440092347571354,0.0630593118392477,-0.0809706147541322,-0.19499357088102,-0.00497909466740255,0.0709847496575416,-0.167526997895118,0.0671215854865539,-0.148728747460851,0.0399566950440555,0.0469271014963455,0.00749420632413488,0.150175909746677,-0.159888917600686,0.0287273299707517,0.26370224695198,-0.0715124184057309,0.0143656820063161,0.16109238164507,-0.291022390454415,-0.343772211514165,0.0097522395917256,0.0169582059249166,0.00191074820980225,2.97399037915598e-16,4.63902667240277e-15,-2.10580011165222e-15,-1.02801703135538e-15
"MoRSEV13",-0.00381769536565003,0.203196085802794,-0.147756000100715,-0.0265789008483115,0.00603283927255076,-0.107601919242291,0.0903518536808735,0.014532358402703,0.0893883753478638,-0.0648109985973722,-0.0185775595690474,-0.0308477583544681,-0.0756269193133795,0.00365572906580206,0.00819287064707269,0.0116829639025441,-0.03720426335476,-0.021097936979501,-0.061160918135229,0.0158207286912284,-0.0804826701623509,0.0363278384687034,0.0537344815176261,-0.00318013289254045,0.0791979597655833,-0.0402416533835886,0.0141146699601141,-0.0724844532512607,0.132401256200171,-0.00359302985058987,-0.114693831929281,-0.103422077129685,0.137380298327343,-0.0013788171283984,0.00441208310507675,-0.0940573287695571,0.0311812333396235,-0.0237920608800644,-0.00737493717301802,-0.00876658187776751,0.0580401081931334,0.0215121170728416,0.0369395060495815,-0.000413398616798543,-0.0498167234064107,0.0193024058956315,-0.00138514803436157,-0.025078694219811,-0.114053803546294,0.0596496501086177,-0.137291419705264,-0.0941571693778164,-0.0398200050779927,0.121520615948288,-0.00665543397104413,-0.104777459682442,-0.125206808476757,0.0417683727271163,0.0784948494672158,0.0271063647123201,-0.00268176752836403,-0.0463148966970374,-0.0364743208313163,-0.104630906140652,0.0219853098878273,0.0426997032844053,-0.0264883179217631,-0.122699533091801,0.0813346673601008,-0.0284857693678503,0.00333548000991479,-0.0585133090455178,-0.0647291571010176,-0.0703974766085386,0.0312964789311914,0.183213551168891,0.175050747274537,-0.0328389290899252,-0.14493394684531,0.000931008132444046,0.049384322803008,0.0507732760171486,0.0578402708441783,-0.0209525132632994,0.111339669294923,-0.110664821970706,-0.171675373404946,0.0928743281774754,0.016193440155658,0.1150402451421,-0.145932443627185,-0.184274477352545,-0.0964313939238353,-0.117024230681892,-0.105525987655895,0.00803440264321496,0.105442393546326,-0.0398368797483158,0.182570989168422,0.0195904242972522,0.116859451409316,-0.0643870644695553,0.154212976432564,-0.00859363916980134,0.372748770258722,-0.150641224875372,-0.267081610111007,-0.206853869750781,-0.11191002101369,0.0239792122190909,0.0113192036411453,0.0101346926368151,-6.41130239368123e-15,1.59054176733265e-15,9.58911325737369e-16,-1.84416019446293e-15
"MoRSEV12",0.150837133693865,0.0422453854362708,-0.0455046252723947,-0.0535928570533009,0.0302572616914182,0.0143683538197994,0.061592892070721,-0.00309879227833811,-0.105772936246551,0.0418931698568218,0.0266967552774149,0.0461596618577527,0.0156648415575508,0.0783182136042885,0.0240275392831251,-0.0101245171228041,0.0227093924883616,0.0442677948427061,0.111239177940687,-0.0760155388128682,-0.0223408857414669,-0.0540369259404707,0.0875427356821175,0.0233966535928471,0.0373833337871926,0.0235763935367801,0.0381383260558375,-0.00237844900930596,-0.00131543378490433,-0.0384814296798189,0.0334908801015352,-0.00889619749431299,-0.0846124146717585,0.0159522343602402,0.0316010221279871,-0.0931406683123212,0.0433747833736187,-0.0850322971561078,0.0934799306691767,0.0288300696116715,0.102281438584671,-0.0484544960495448,-0.0545981075144256,0.049358191897619,0.0337029682492086,0.0626466000749469,-0.15435499297129,0.012578697481785,0.020867877840692,-0.0363714205236021,0.050101487618165,0.154811854179884,0.0322271143938744,-0.0413290586081822,-0.067759518150957,0.00495541860224479,0.173414581953194,-0.182930208545103,-0.0119770107639025,-0.0124237174714853,0.198988758268637,-0.0381601706678508,0.123838456966279,0.054188093730212,0.0774578866173186,-0.0072849818594188,0.0660773853597983,0.0891557673125894,-0.123256310661782,0.00655674667283402,0.0662251932359039,0.0848846749477314,0.0232683138476112,0.174246157709658,0.0446492353829053,-0.060429445454525,-0.00569905761173468,-0.0855267827558697,0.0690820990431959,-0.0853775093633592,0.219386723606574,-0.131502628494383,-0.0870841805672048,0.0712392865970793,-0.0630377953792134,0.192102300702306,0.132830846384066,-0.11049333751777,0.147636437688935,0.159777916821333,0.175415089646768,0.107097415650916,0.142100141349061,-0.0822110282098177,-0.0588815590456251,0.0630364147283518,0.0554155468318685,0.107648381009565,0.00910224002130405,-0.132673886051488,-0.143595277783877,0.066276877522391,0.247460167305099,0.137822433090578,0.241880508915363,-0.0446486780199845,-0.214257781786068,-0.182369725990522,-0.0622188557095459,-0.0146077003813197,-0.0790047103893915,-0.0331419269736105,-1.49283669189739e-14,9.96397719634368e-15,3.25788846545025e-15,1.55299551206825e-15
"MoRSEV11",0.0135897413649512,-0.18479069735517,0.182941732671062,-0.0239266342951913,-0.0503001672245171,0.0131663357337128,-0.0362995950844507,-0.00562985288729994,0.0344385334192763,-0.0048420585052446,0.0432417240701704,-0.0484307921377406,0.0441212326247839,-0.144100746636628,0.0418098884313907,0.0257198253016741,0.067183558611113,-0.0105622775584145,-0.0117826988754883,0.0746805663981176,-0.0216883801577774,-0.0357614803540201,-0.037128820355277,-0.0137013406036172,-0.0670668532110744,-0.0283495500027827,-0.112671119836096,0.123303782273667,-0.191520934571559,-0.123114959259051,0.049456980050593,0.0410679933324755,0.0758736251487901,-0.0787530511445481,0.0412617427222524,-0.0966199384822678,-0.0600976556980343,-0.0206959150649897,0.00151184709319877,0.0284419544788527,-0.100809392893777,-0.00783428878516235,-0.101192880083589,-0.0458595032588611,0.0191120479566266,-0.059745147705828,0.0374339315189161,-0.098588344337141,-0.104084913410723,0.0193752567737754,-0.108756013216509,-0.144479203216474,0.0563417829535671,0.113945400831032,0.0375988471034632,0.0253349940881421,-0.0289190568151017,0.0921408029065156,-0.0625322767211857,-0.122447154946555,-0.066762347600558,-0.1027786404872,-0.0862570486372398,-0.0211220642473405,-0.14671097733364,0.069508408308125,-0.122914382921956,0.0745279492741264,0.0322189702306917,-0.0123923963044431,-0.0243958600904143,-0.0188805160644863,0.0401400479067378,-0.0743718913636008,0.00898823222683167,-0.133179320350969,0.0239211438886047,0.0132126300152497,-0.107172434795366,-0.015661512205118,-0.187730832185925,-0.0843276496443721,0.00395594416927404,0.000903038467663871,0.233714943086665,0.0498839977123021,0.218518702695054,0.0727704071279612,-0.105666176684615,-0.0960809306476583,-0.106695038297778,0.0690388474170952,-0.0524954937463069,-0.0231303470452683,0.227274609988507,0.00651043900020348,-0.0247562407214646,0.0861026276083264,-0.173477746196166,-0.264008848889395,-0.196850837311516,0.138348073824842,0.150464516871636,0.0418057173558648,0.170013180357478,-0.0527181285690008,-0.212686341817197,-0.104294944354451,-0.0730300447138224,-0.0165750692185745,-0.0360582629012479,0.00202230803677943,-7.17710832889571e-15,6.39046317288497e-15,4.98701358094864e-16,1.44392258358538e-15
"MoRSEV10",-0.104628901605065,-0.00798082557482005,-0.0393679431538941,0.20453616644032,-0.0578598338796473,0.127103899550267,-0.0258045743727606,-0.00344715824721421,-0.0831998037007045,0.0446199205279066,-0.0870748599529689,0.00507036071181844,-0.0003198604369064,0.132571991377043,-0.128769231753314,-0.0836392582918948,-0.144377954473188,0.000153148757347297,-0.0807640661394639,-0.0377084067089668,0.12834139254736,0.0529058350878103,-0.0623257104793377,-0.041848393415547,0.0494939434492499,0.0262652153487283,-0.124996366454912,0.00746200065108808,-0.0460924407063687,0.0809555658317103,-0.263464494283207,-0.00637446406312631,-0.0243605732562232,-0.0464632564079041,-0.0364068126758871,0.00399409108040222,0.0780109760786986,-0.0396995716823862,-0.00371359177442984,-0.102511139189413,0.119939452821482,-0.0670343164868853,0.146813585906629,0.051928646234476,-0.0628872585951856,0.116282901484121,-0.101340895502468,0.16933861353804,0.16425020226643,0.0696078612978026,0.149048437117896,-0.0672166641562959,0.0151391988671523,-0.066936669885377,0.0188026036112776,-0.0905033481707466,-0.164324879904844,0.0250125196787118,0.225241307035068,0.161047904016094,-0.00408348088887667,0.0248909402039286,0.0225953053020909,0.0556447844809311,0.148196084858725,-0.0220814413361707,0.117467894717744,-0.0534537376535791,-0.244106834344505,0.103800819152187,-0.0850595165556602,0.00175504883641117,-0.137701513209623,-1.9636612071632e-05,-0.0573344920472134,-0.0864415627030413,-0.15524636607384,0.119776552650105,0.00672588763932738,-0.0258679937344956,-0.110570833598718,-0.00831499418682466,-0.0152306916470938,-0.0503177600064254,0.128917005393213,0.0403181302794803,0.0545883849318438,-0.0722441285734614,-0.106733912152129,0.000732025296641864,-0.0799231911974914,0.0368545934627048,-0.2313230344695,-0.0636582655236794,0.138221051007214,-0.00023736203355934,-0.0938776906773482,0.195474454701246,-0.0955617717103103,-0.0592192740761902,0.0153577116809102,0.0561294610241828,0.118986434110529,-0.0556911385527372,0.0770232370559958,-0.0244778379754447,-0.0683041251270814,-0.0185105866316959,-0.00315246789003471,0.00421661317314995,0.00648800019891881,0.0101332023349058,3.43749665202363e-15,-1.22604003558659e-15,6.42835217141679e-16,2.38507140332216e-15
"MoRSEV17",0.0783687399002418,-0.090689395402141,-0.162077816316427,-0.116289579394123,0.0830067165205061,-0.109579417086099,0.0914542650576633,-0.0120097637312525,0.00647907961444121,-0.0405139681835047,-0.0505254740406328,-0.040860603108276,0.117146769636721,0.118128568826782,0.00460457071599302,-0.0699257096322074,0.117994828851527,-0.0301752105310151,0.0081430510584899,0.0945947612209146,-0.0738230766763465,0.0599273512912934,-0.0177803216477906,-0.0624657123914929,0.0430646852348802,-0.217549906805585,0.0496501261037615,-0.0123777224810976,0.0129767235959821,-0.0590781068113907,-0.0418539982527097,-0.0250958530026999,-0.0676356777779727,0.130246290287099,0.0203196329221195,0.0415279894791551,-0.0496980986962751,-0.0627215169186481,0.00441142519497004,-0.0216664901114737,-0.0514734998339312,0.141836713126704,-0.0800872149087194,0.0939436574989446,0.0287070758173404,0.122600798772535,-0.148964866683123,0.0913702989692486,-0.088038077679114,0.045677693458343,-0.227209678546203,0.0728603554288464,0.133211679628585,-0.137644680640531,-0.0080292973399497,0.00277654012597932,0.0831745664511155,-0.18742203247337,-0.180840911983974,-0.101740462067005,0.138154346548164,0.159276194735136,-0.046989351787751,-0.0933877755664367,0.0195910359283471,-0.171003125829973,0.168833566965162,-0.0577879422528113,-0.0984470894579463,0.0284628174877945,-0.0597941501006415,0.234857346673232,-0.0229042321892663,-0.210079453409013,-0.18238649302194,0.107873779794375,0.013645913495414,0.0960249274239288,-0.0358133465011911,0.1222280746624,-0.187013270263802,0.0858834611230017,-0.0201815006049704,-0.0813194761005758,0.056713819754465,-0.0777777382841195,0.0615517172871787,-0.0294057519991867,-0.0507070940200882,0.0118260614028591,-0.0812911261787225,0.0443517971307572,-0.111258696072378,-0.0013656515264581,0.048922373859501,0.00307024697219483,0.00863163900452256,0.0348794909892138,-0.0268855721056933,0.00543072004269977,-0.0436296217143269,0.0578972031862349,0.0277440882802179,0.0995605134465851,-0.0944734193920496,-0.215582143698187,0.106399355572242,-0.00185732340401474,-0.058255041652509,0.0444997110503231,-0.0140781351431359,0.0217733375108824,4.33018037940436e-15,-5.34806932848139e-16,4.93725664979818e-16,-3.15192875452581e-15
"MoRSEV16",0.136008188632981,-0.0919003148506049,0.108981363722434,-0.0523421726200191,-0.0462710969804721,-0.00507357433478175,-0.0486695761393444,-0.0398678784517368,-0.0115513890988668,0.0372865801532396,0.0708072786317678,-0.0120582182385345,0.0245831495112962,-0.0459707080212326,0.0256819636470945,-0.105513789234886,-0.0626133256488706,-0.00608133891478762,0.0207724759673193,-0.00668136737765716,-0.00397289192287505,-0.041066195663234,0.0497343755137534,-0.00178495555796806,-0.101763529919822,0.036426876389111,-0.0524333812060178,-0.0868169141274904,0.0619436653998306,-0.0766023525117933,-0.00793617416827535,-0.0231459047206061,0.0228294382695824,-0.0302282439003747,-0.0752881792287621,0.0551806876103023,0.0589221299462852,-0.0116416003430993,0.0226800156531028,0.015440650110958,-0.0405487458907569,0.013112805522217,-0.143077965717262,-0.0309261652485271,0.0702175155197836,0.000177015987326068,0.0720301566951997,-0.097422210904538,0.00572321732647337,0.0151473542920995,0.126062285512161,0.0276343841479336,-0.00023149236332942,0.0155019826542931,0.00819937324715386,-0.0419816772020165,-0.0592612147713535,0.107432768342362,0.0744986693852594,0.116807515073238,0.0653259444255853,-0.03463639512437,0.019302993579275,0.0130675842880018,0.0111798392946561,0.108493698919985,-0.094776503766301,0.0820639916408686,0.020425906381032,0.0733062696512297,-0.00751777263242054,0.0318109898441962,0.0167833178311374,0.128942413261116,0.0641339944479209,0.00819297978914176,0.0430736689009874,-0.050010751183316,-0.0667254652702138,-0.143921757168838,0.0283352516128836,-0.126915743308625,0.065181799068265,-0.130161572617642,-0.0533228369576811,-0.0799788443169476,-0.085155237400183,-0.0768603462311809,0.168330811126057,0.116086687259327,-0.147324331935608,0.07039801831323,-0.195534603548429,0.0212776611889349,-0.0301550184455565,0.0390166744059084,0.0342320811685389,0.0109973491174239,-0.0066781056268477,0.181605031132066,-0.00686266242811673,0.275680870995524,0.144728996186981,-0.0889469934896981,-0.165554873047121,-0.521089530117101,0.221270125349276,0.0297952885272468,-0.118762887646388,0.0441784471492285,-0.119327067805173,-0.0120965510421089,2.25874669179823e-15,-1.59777062954316e-15,-6.11887244396894e-15,-7.31972319781849e-15
"MoRSEV15",0.00859297478212844,-0.127994704121453,-0.014295445407428,0.202672908068373,-0.088203879417807,0.134067179437137,0.168085848723713,-0.0360840854596394,-0.0929252809207411,0.0464846073826866,-0.106660030038438,0.0660192071433564,-0.0833541134958313,-0.149676321151379,-0.119976024179606,0.117390994868022,0.0259774638493541,-0.0115097326828389,-0.0293491875184119,0.0211936395547818,0.00111636229504676,0.0609639798543868,0.0627529397345477,-0.0179136993105566,0.121482045211488,0.232556102735781,0.0946255101425546,0.029310937191561,-0.066313386474543,0.0933400378465533,-0.14693088790388,-0.0297764029472681,-0.0235643866924986,0.0374853015482735,0.0565097023928021,0.0274158885251186,0.0513769580345603,-0.121440277735884,-0.0289670859940788,0.0284145560456984,-0.0358987635050916,0.202420759288885,0.138523796684383,0.159445621707893,-0.128190958137735,-0.140200457615067,-0.121410380039349,0.208902938045667,-0.0765657331858231,0.0205072952115463,-0.161572039248094,-0.0899774415106492,-0.114396370576424,0.078613599696762,0.00259577065598476,0.117832066736229,0.183299655444285,-0.0338116824790766,-0.124398424889608,-0.205132925427965,-0.226354801337061,-0.0892336623174109,0.0233397859726917,-0.145990424679419,0.0113506362439968,0.0476957968545051,0.0403916386641665,0.162680135291028,-0.0375967090775503,-0.110795857649377,0.114937434757479,-0.0971630825782549,0.0123593761540898,-0.107205466854526,0.159255336137949,0.0283647258266345,-0.0705062024268888,0.0472457662467508,0.0174256853525789,-0.0220134058444037,0.0422834135345038,-0.0939352668009188,0.0195698944396853,0.0307034967199228,-0.0876733422244422,0.0816052775296062,-0.00346707462024414,-0.0870217173789127,0.0494212985038654,-0.00686918901549921,-0.0123653256103791,0.0601988111667554,-0.0636534411758868,0.0476062310216998,-0.0207233267279778,-0.0350636174966152,-0.00648543044769007,-0.0594457940718096,0.0534522794202038,0.0591170660452,0.0385496113380272,0.0419881365533196,0.0352771162644122,-0.093006323683651,-0.0160507150651073,-0.196477264589678,0.0436828887059532,-0.0195841943175438,-0.0131155861059807,0.0113582283246201,-0.000607396070388899,-0.00167603095603375,3.98661231582118e-16,-1.00034356164225e-15,4.31690720764737e-16,5.20610649109833e-16
"MoRSEV14",-0.14110263187332,-0.0408532834002149,0.102173477629876,0.0017876215967705,0.033866306726631,0.0412842607079079,-0.143779267794415,0.033394338986881,-0.00228639082621727,0.0136376362973783,0.0249014392512537,-0.00204276099015182,0.0572956081000344,0.0448903780608157,0.0126564042190185,0.00523081996587113,0.0328823389585465,0.0161087855034363,0.00871512154338627,-0.0118432590763718,0.0777573905065032,-0.0240972167847557,-0.105177175733508,0.0271010160406381,-0.104229141724214,-0.0311317846707254,-0.00526537988342742,0.0502114881055253,-0.067122678380277,0.0294685279003954,0.14206616047979,0.0890790055787669,-0.0701415236089982,-0.0504771500716387,-0.0593516343799139,0.132600494578198,-0.0351821739335855,0.0655191238290403,-0.000231626963779987,-0.0381736413805977,-0.118062300614283,-0.0376470169710605,0.00861895528402271,0.0680689942052825,0.0914243642182063,0.0299527567507508,0.000835442278157949,-0.0693725206752846,0.137051409382335,0.0434742216555716,0.00610121029327935,0.0169386120698334,0.109839577714273,0.156294868088809,-0.0281386359787332,-0.175102251537119,-0.0339499344577036,-0.190176006827972,0.00697820599743953,-0.118461683221048,0.146781011437073,0.00717793598889201,0.014854567689912,0.0745006045724672,0.0367067159114514,-0.169203444942131,-0.0699591256116367,0.0169565289774053,-0.0810818891439207,-0.0429595347221524,-0.00567172835781456,-0.0721078472795166,0.0297498502917716,-0.0286280664468572,0.0746019079803746,-0.081902361212433,-0.109692478587704,0.0323389429542555,0.131719830807509,0.140574112020134,-0.0405883881219002,0.0341332424802395,0.0236073929876928,0.0756947332746577,-0.202906446911464,0.0396418465271779,0.0176429146437228,-0.0649828941641387,-0.105003030900633,-0.21807908961713,-0.0316384435915269,0.106781395650512,-0.0679615293694837,0.0715294318361344,-0.0230159911311882,-0.128549691540901,0.12334296168944,-0.223956996329722,0.263401660000126,0.010531017357719,0.151709283430468,-0.0728527349281607,0.0135662442419597,-0.191395804129423,0.251355507006963,-0.276378739185969,-0.100637661482505,-0.0704325325092042,-0.00253090516123674,0.0536700382459709,0.0797706982310485,0.0272635641777935,-1.24458565467559e-15,3.16153549822465e-16,2.48908926157498e-15,-7.53993557732497e-16
"RDFM15",-0.150171362622592,-0.0203773289992584,0.0274180970792737,-0.0403115167779676,-0.0237121481472108,-0.047974853001731,0.0912711212557079,-0.0191813432336365,-0.0387102140047586,0.0607627064609012,-0.00557258888666041,0.0169522057951923,0.0183009005441663,-0.0169277608088942,0.0360004237700182,-0.107584670036962,0.0305910948397799,0.0731913395525319,0.0849330122261203,-0.0385050210138184,-0.0826320302703111,-0.0406800933848714,0.114997345135815,0.0940786251276794,-0.0713641123264227,0.0117426414163212,0.0545298847496412,0.0861467700853638,0.0237971467769103,0.0156069469665733,-0.11348704274535,-0.0543263774487846,0.0444275426524333,0.0184673055695324,0.0380079944081444,-0.0183442423080559,-0.00887266292938034,0.0522266845624376,0.00666555907572728,0.00689221698077292,0.00364831971540732,0.0702414197065906,-0.121506280194486,-0.128990117064415,-0.0164751586061475,-0.00244757898061122,0.0844531935128868,0.0253229817494211,0.0371396660826974,-0.0736748502544419,-0.0840291453096704,0.174970398874766,0.0759903803695502,-0.0356085423146446,0.117298728492159,-0.0248779844370644,0.0553995816496174,0.0177042458473377,0.324886187574513,0.0226446473148289,-0.217824093662908,-0.0667503369132236,-0.0863473626064914,-0.190437471735028,-0.00694925570381331,-0.203437472320766,0.182207523797073,0.0438601075699623,-0.115317752973133,-0.0546985708004357,-0.187063450120474,0.0245160105532078,0.0755948017341224,-0.0287912842909693,0.0750780384025074,-0.299776244487347,0.112762679365069,-0.291469305386498,-0.0810370144785759,0.331053534809996,0.00142835631078509,-0.185397111363708,0.00718183061274505,-0.131182764310459,-0.0885901046398457,0.0571255667055695,-0.0523798989009224,-0.0344118694167863,-0.035091999954155,-0.015859778814868,0.0333183519821678,-0.122193654389223,0.0164443907129302,-0.00476029462519054,-0.0177279291354036,-0.00838432580203731,-0.0366632111019441,-0.00761407074466623,-0.0593284144982069,0.0186898076383482,0.0150251528248061,-0.0380963576885778,-0.0182997566826357,0.018454771782581,0.0490256633175828,-0.0421918311548929,0.0163112626758174,0.0276620736429684,-0.0217943389452244,-0.034867461975236,-0.00674699565232595,0.0117490460132816,1.57844503042417e-15,9.53780261966043e-16,-5.52877107544424e-17,-9.42321494015455e-16
