"","Smax37","Chiv6ch","bcutm9","ndonr","S9","mChi1","Sfinger16","QCmax","Arto","GATSe7","GATSe5","MATSm8","MATSm5","MATSm6","MATSm7","MATSm1","MATSm2","MATSm3","nnitro","MRVSA9","MRVSA5","MRVSA4","Qmax","Smax11","Smax16","Smax18","PEOEVSA12","PEOEVSA11","QCmin","Smin11","Sfinger24","Rnc","MATSm4","Smax8","slogPVSA11","LDI","LogP","EstateVSA4","EstateVSA7","EstateVSA1","EstateVSA3","S12","S16","GATSm2","GATSm3","GATSm1","GATSm4","QHmax","bcutp1","PEOEVSA2","PEOEVSA0","PEOEVSA7","PEOEVSA6","PEOEVSA5","PEOEVSA9","PEOEVSA8","slogPVSA2","slogPVSA0","slogPVSA4","EstateVSA8","AWeight","Hy","QHss","UI","VSAEstate9","Mnc","QOss","J","QHmin","IC0","Smin37","nhyd","petitjeant","QOmax","Smin16","Smin8","Geto","Smax35","Smax33","bcutv9","QNmin","bcutv1","SPP","Smax34","GATSp5","GATSp4","GATSp7","GATSp6","GATSp3","GATSp2","GATSp8","bcutm1","SIC5","MATSv2","MATSv5","SIC0","PC6","S7","MATSe4","MATSe6","MATSe3","naccr","S34","Smin23","Sfinger12","ATSm5","kappa3","TPSA","Sfinger53","SIC6","GATSe8","GATSe6","GATSe4","Smax12","Smax15","Smax6","Chi8","CIC1","Mpc","IC2","IC4","GATSp1","Chiv1","SIC3","MATSe7","MATSe1","MATSe8","Chiv3c","bcutv8","Platt"
"scale",0.782659770723405,0.0202091182366825,0.182697554124168,0.739431295587455,3.4684292878088,0.013670846074785,0.8286781076725,0.0268315542697367,0.0642288082642879,0.491497102664953,0.289178293268568,0.291257828799762,0.212997563288985,0.255257309269114,0.264840559132807,0.115875398320922,0.137220748020264,0.183852675334626,0.815862151920297,10.0972601789137,10.6809329423582,34.1113785794502,0.0279380186305268,0.452444059719123,0.518634288037832,1.2444929536263,3.79458712925701,2.84437422933722,0.157290395470293,0.335188246426036,0.398227559039682,0.0579326757035146,0.160798353963267,1.084333786526,8.7163141360608,0.0675693449960222,3.15552605959463,8.93120884533274,6.50363937064037,8.59558638039828,10.9675283933244,2.17842912871472,2.49995855401027,0.239538858483643,0.221749850993355,0.392073272238648,0.232302766840641,0.0921611530822844,0.217892133637282,5.89326449269648,5.56072010401232,8.21591564277859,12.4089564832912,19.5915454511025,4.29295381057283,8.89207116293813,7.29814570247367,3.33659750519202,21.0367320535803,4.97366887348762,1.79431636735857,0.541540108037973,0.0455452097904237,1.16675634520744,3.59343174374882,0.0298282472772178,0.263108515718922,1.61606709605932,0.0583338023164914,0.299714226196252,0.445530672465434,8.21224245036638,0.0355720532578229,0.142608065471805,0.738295094990702,1.26803806832378,0.08595986459513,1.74680176101854,3.59755757132307,0.0931302952931281,0.135965660414772,0.151782967062631,0.140921350335016,5.38504399187457,0.410164518525527,0.235779621640932,0.659915055915603,0.507018323715467,0.212457319754941,0.236656012715319,0.72990634769877,1.70676023284357,0.140193084389517,0.151670597440851,0.234554942856553,0.071929969705438,45.84103887253,1.50302443683029,0.163207212025915,0.271397104206753,0.186126361219867,1.71678701188671,5.10701925615847,0.449794837041578,1.98935917507153,0.999629379205935,2.42474226741202,28.8771625700254,0.411563045862761,0.18501997064215,0.579736924237419,0.40336367569366,0.190733590003506,1.40936160156438,1.60309685016787,0.64524807579072,0.70604462721899,0.778290724924076,0.0966128859867775,0.594371670305742,0.698201932958964,0.333993725206785,3.83833196267221,0.113128469723091,0.287585136692723,0.0925236806069544,0.324439733129542,1.05568336939941,0.817388139627952,51.751147873807
"center",13.2561308913934,0.00862781762295082,1.72778509221311,0.499487704918033,-1.58700640368852,0.442568647540984,0.62781762295082,0.453476178278689,1.94493263319672,0.868829661885246,0.900557889344262,-0.107092725409836,-0.0174241803278689,-0.0752766393442623,-0.0768347848360656,-0.0964157274590164,-0.0737697233606557,0.0556283299180328,0.449282786885246,9.79584400614754,6.14423616803279,50.8850007684426,0.455017161885246,0.182994108606557,-0.120171618852459,-6.30537756147541,1.7391705942623,0.922536885245902,0.0582520491803279,0.101585297131148,0.136782786885246,0.1225625,0.0519024077868852,-0.563929559426229,3.84225230532787,0.392404969262295,5.33799795081967,3.72974154713115,3.79915163934426,5.25421772540984,5.21147156762295,0.703939805327869,-1.68519390368852,1.04835245901639,0.852793801229508,1.24082069672131,0.871584528688525,0.112081967213115,3.69776280737705,4.48041316598361,4.9090568647541,6.59013985655738,7.94380891393443,10.32790625,2.01663755122951,4.72857325819672,7.49457018442623,1.64638703893443,12.265556352459,2.33029149590164,16.4737320696721,-1.91280507172131,0.0414469774590164,1.37798898565574,-0.75913550204918,-0.18303893442623,0.237565317622951,5.06192085040984,0.0481278176229508,1.70064523565574,11.9139613217213,7.75409836065574,0.472995133196721,-0.208282018442623,-0.292685706967213,-1.12034836065574,1.61612423155738,1.21711962090164,1.97406506147541,1.86609579918033,-0.0812405225409836,3.63930507172131,0.819196209016393,6.06342264344262,0.945607838114754,0.866852459016393,0.915369620901639,0.955602459016393,0.837633965163934,1.04427868852459,0.86497643442623,4.50840932377049,0.713560194672131,-0.0767622950819672,-0.0186075819672131,0.343593493852459,51.2179815573771,0.665305584016393,0.0826029713114754,-0.0748824282786885,0.101610655737705,1.96618852459016,2.47541214139344,0.136384989754098,0.847592213114754,4.2161393442623,4.84620158811475,34.3708427254098,0.167776639344262,0.688520491803279,0.824811219262295,0.914073770491803,0.858846567622951,-0.59835143442623,-1.18678919057377,0.385404713114754,0.539002049180328,2.5965637807377,0.230302766393443,3.21799052254098,3.65472822745902,1.24067930327869,7.33045440573771,0.727608862704918,-0.0955817110655738,-0.102899590163934,-0.118832991803279,1.51764651639344,1.64546900614754,98.639856557377
