"","Smax37","Chiv6ch","bcutm9","ndonr","S9","mChi1","Sfinger16","QCmax","Arto","GATSe7","GATSe5","MATSm8","MATSm5","MATSm6","MATSm7","MATSm1","MATSm2","MATSm3","nnitro","MRVSA9","MRVSA5","MRVSA4","Qmax","Smax11","Smax16","Smax18","PEOEVSA12","PEOEVSA11","QCmin","Smin11","Sfinger24","Rnc","MATSm4","Smax8","slogPVSA11","LDI","LogP","EstateVSA4","EstateVSA7","EstateVSA1","EstateVSA3","S12","S16","GATSm2","GATSm3","GATSm1","GATSm4","QHmax","bcutp1","PEOEVSA2","PEOEVSA0","PEOEVSA7","PEOEVSA6","PEOEVSA5","PEOEVSA9","PEOEVSA8","slogPVSA2","slogPVSA0","slogPVSA4","EstateVSA8","AWeight","Hy","QHss","UI","VSAEstate9","Mnc","QOss","J","QHmin","IC0","Smin37","nhyd","petitjeant","QOmax","Smin16","Smin8","Geto","Smax35","Smax33","bcutv9","QNmin","bcutv1","SPP","Smax34","GATSp5","GATSp4","GATSp7","GATSp6","GATSp3","GATSp2","GATSp8","bcutm1","SIC5","MATSv2","MATSv5","SIC0","PC6","S7","MATSe4","MATSe6","MATSe3","naccr","S34","Smin23","Sfinger12","ATSm5","kappa3","TPSA","Sfinger53","SIC6","GATSe8","GATSe6","GATSe4","Smax12","Smax15","Smax6","Chi8","CIC1","Mpc","IC2","IC4","GATSp1","Chiv1","SIC3","MATSe7","MATSe1","MATSe8","Chiv3c","bcutv8","Platt"
"QCmin",0.132404343802792,0.0545745525130745,0.0244848464740809,0.106667006097832,0.0894600690596968,0.0165629385053839,0.0556966876966922,0.0223784366549494,0.0873519186365638,0.0292103898114556,-0.00105903231867779,0.121076732320605,-0.122611237119764,0.126787595432926,-0.0578045862155162,-0.023116648356052,-0.0941770929328867,0.0699891224146179,-0.141559767132987,0.0509267946577778,-0.0105870919684509,0.00494199040733235,0.0725316609928666,-0.0284031291638072,-0.0601701344364202,-0.022516672026077,0.00995244259257777,0.0100675908675697,-0.0765537903864753,-0.0505393239125118,0.00262913618213982,-0.0399379801149232,0.0325178121073808,0.0598985797592766,0.0442896282670608,0.180823708656222,0.0541567891187545,-0.109655456920218,-0.103389292546462,0.0875876294070871,-0.017903734016526,0.128539974640527,-0.0319317660021069,-0.084777740188118,0.0241472819908246,-0.0516209054671701,0.0470809902179023,-0.0502497694540581,-0.0991496691358162,-0.165994947073609,0.00727892745678072,-0.14190775401516,0.242549666726238,0.094772447628086,-0.000560588879300001,0.22371468822816,0.0943513793081633,0.00575715065103312,-0.0514557516720888,0.0249660387108132,-0.245517295461495,-0.0654930737756563,0.0387121131848029,-0.201174513270898,-0.194645165153693,-0.00236685668428619,0.035273364650448,0.0719112502599741,0.0999809634161791,0.0360219280048483,0.0316399087489529,-0.11205115583734,-0.0139847692151585,0.151624970442916,-0.0435976893321618,0.1327390428181,-0.0590584966882915,-0.197252419137658,-0.0751144477649745,0.026190111266612,-0.00413500090116361,0.0408437466640711,0.115940544312761,0.0337267954476279,0.0312915219809569,0.00886217723685122,0.0656685187039641,-0.09435537883118,-0.176248849752358,0.152290671023567,0.0916662503726536,-0.0687976261125261,0.0387238814653587,0.130626939350443,0.0918370960699772,0.0614615518356018,-0.0986214659521073,-0.136361540799551,0.0423677065403371,0.0130596050852206,-0.0913107170393172,-0.0282495598576327,0.017117313231972,-0.038959088692897,0.00938978642661263,-0.0204614107140163,0.0721776314354576,-0.115703116492451,0.155894755401821,0.0176258298629963,0.00762247190228953,0.0490417369456843,-0.143750599446865,-0.0238507029308668,-0.107734847828143,-0.0700100708335134,-0.103288038040105,-0.00401144036703392,0.0101988236333511,0.00390368408923216,0.0752888300429144,0.0583556030368966,-0.0104342229540725,-0.013876968613319,-0.0579186508548848,0.0462257965061629,-0.0175306001819058,-0.00518616597327218,0.00232352208647211,-0.0159654513110645
"Smin11",-0.0962100586657706,-0.0895891730443847,-0.0072466938781177,0.0412673004815402,0.0874266637544063,-0.0556954940273391,0.0369223709633712,-0.0607995961956425,0.118357149362305,-0.0275508497991103,-0.184978591431376,0.0314049877950715,-0.0836273146436032,-0.131987810852832,-0.222519926569533,0.119198658111936,-0.0666331355549319,0.0326793898785417,0.019470130357304,0.0591997874112579,-0.107000889151956,0.101642134826404,-0.0276029640722586,-0.0678840909034566,-0.152155592220973,0.0191618357581133,0.0234308255590007,0.0667727814506487,-0.0639769966827416,-0.0464098404336933,-0.0552317040785173,-0.0528909586124081,0.0104736531240549,-0.0920728258651822,-0.0852543195855461,-0.108883215671833,0.075379684758782,-0.135739276899399,0.026829252656221,0.0887174744991269,-0.084997663407008,-0.0863639308085968,-0.109005246475946,0.173689277306995,0.055833297082408,-0.0241518843442647,0.0770189851733538,-0.141066013504192,-0.0862155673436049,-0.0677443372232353,0.0667341705258883,0.118431144824584,-0.0411232676949428,0.148424297779634,0.188406293752345,-0.0757576245462641,0.0307896728543662,-0.0790324216089332,0.103381479073549,-0.226613840956877,0.13582248911817,-0.173896171794237,0.0202163949175116,-0.105538090935205,0.0311753474620119,0.125419826193078,-0.0340503744624462,-0.0334535422368775,-0.0255749175765656,-0.0676108997567504,-0.122551831096257,0.147240813692341,-0.0293337273172051,0.0853343670635945,-0.0445786031257436,0.0572230412038282,0.137724483279044,0.0469340397541452,-0.0257076166870579,0.0473619457442403,-0.0994377625556036,0.0666817273075486,0.0306458751085071,0.00531812598826497,-0.0324325704544852,0.0195615196196468,-0.0272932352899067,-0.0204189361043479,-0.0947401338241259,-0.0272279431422503,-0.0264567923332125,0.0176780337736539,0.00842821462707252,0.187912912547153,0.0380430928457442,0.0390164635103747,0.0791183589847294,-0.109913821473981,0.0263597641295203,-0.137848935168557,-0.00153599222969253,-0.144436499427473,0.0870500187684625,-0.0882381199314839,-0.253601834766863,0.030807642110136,-0.057675590633379,-0.0845190951177298,-0.177707838783636,0.0154157352089252,0.0161242719154797,-0.134880768157009,0.0853492753136028,0.0396859507445545,0.017650873972462,0.0132016222645259,-0.0200415920255915,0.00839131365937799,-0.00352164095388103,0.0460893796889218,0.0110838712548307,-0.0162602386459457,-0.0139730782528244,0.00385312734966003,0.00253971090746616,0.00458835882019252,0.00733589842335327,0.00277668441768967,0.00105669425164236,-0.00267915555824437
"Sfinger24",-0.0792065798104417,-0.0272487423807132,0.0653349878201293,-0.000653185320911896,0.0882945554931789,0.000528702570091526,0.111588221648283,-0.114285787250478,0.106165623057628,0.233706024402383,0.177659707712414,-0.100106549623903,-0.0621979731431419,-0.0206796321312329,-0.0283623167980564,0.136012118921897,0.04246024412958,-0.0583451593078258,-0.0127485933775245,-0.0265124846485431,0.0583043126438249,-0.180621812745064,-0.0174495115023032,-0.0868427217922348,0.0632257402253414,0.0604240250421659,0.0687157356944661,-0.0790399159789462,0.141835966157643,-0.164686721111205,-0.022645320823401,0.0945624500600859,-0.0324866859037294,-0.0571668949683596,0.0815462753234128,0.181028481567092,0.0972661370586145,0.0282140773885897,0.0241424345739329,0.0651895910454556,-0.0197729410028702,-0.134931075213093,-0.00600266917096143,0.0878302418929369,-0.0543989941046834,0.0215450186458509,-0.0214290850063511,-0.0849569541549608,-0.00213312452654269,0.0890610749238156,-0.00762058466728756,0.00430296434246013,0.0653069154914705,0.0284037535798746,0.0648870022210206,-0.0788451662542374,-0.0364007813816417,-0.0922803538565086,0.15079490501257,-0.0817462397092048,-0.00840457176856462,-0.022597799845537,0.0279667179178023,0.14295418825218,0.0913464218888931,-0.283006917426303,-0.124169904648369,0.162491184876161,0.110213640433199,0.172565655396739,-0.164799541649911,-0.156678920419348,0.0806957696308044,0.0122623374781817,-0.176560543090023,-0.177101948866464,-0.0580247903785106,-0.165270957617278,0.00274222135239939,-0.153996415571627,-0.0458573564415039,-0.178140381505614,-0.0841498986228563,0.00133939027854653,-0.0506485691677082,0.0762397201232929,0.0456708774375982,0.0450227761282464,-0.0679043639431517,0.0658375930736401,-0.0586734184202173,0.0959819194706264,0.0981856581221771,-0.0381917568269551,0.0545304201380052,-0.0870701317947337,-0.0257412446140256,-0.0976294936176899,0.0315635836360043,-0.0676266334114808,0.0138423441901035,-0.0121506155212259,-0.00809066201836929,0.00700348687647333,0.0395795761764901,-0.00453821224284927,0.0128764094878019,-0.125249468964458,-0.0501344333655443,0.0546968979348351,-0.0423915605642046,-0.0283821340887169,0.07728329705568,-0.0556810842708964,-0.0897157657910262,-0.0334888215397789,0.0636721777434917,0.0223033921672076,0.00287434909914224,-0.0198147586242106,0.0320951416842814,0.0176659104079663,-0.0703282200873902,0.0177135564787259,-0.0459095040122017,-0.0125773242262029,0.00354682933143869,0.0108066384994779,0.0070730029514716,0.00722037103137784
"Rnc",0.0357454487460159,-0.19763161734354,0.0904298132449774,-0.0629443593316005,0.0366283945436031,0.0743243295777369,-0.0218739865867725,0.0855985955693696,-0.0395349433355849,-0.112043216746989,-0.0437509133731994,0.00917602874699323,0.0622798988299981,0.0219549674184488,-0.0354736291399662,0.0123819881713109,-0.0740550195350652,0.0387625718554407,0.0497327549065466,-0.15398756275487,0.0851749882088962,-0.0906754851719858,-0.0615543089421198,0.0649385022906609,0.0311026173791223,0.0115464225205224,0.095907743069101,-0.0145803141101187,-0.12481705005349,-0.000879718354956535,-0.074963308585526,-0.0135669573877205,-0.0494595847395802,0.0463170321832757,0.0490440502006823,-0.150846058034106,0.143354225567242,-0.114853044372144,-0.0618974202346661,0.025829182144473,0.0682472267595172,-0.0182029826998523,0.0344914321379134,0.0622282692103591,0.00283255334762148,-0.0261540945116097,0.0283719633906333,-0.0339025940336443,-0.112794747318829,-0.0108136413598549,-0.120262923344995,-0.208797281792659,-0.0442452577395444,-0.091789218914566,-0.000709367906753026,0.0894942698379535,0.0567247469885994,-0.0268222528509436,0.0352695762722527,-0.0728777798247714,-0.106224428424247,-0.0433837886398286,-0.0257757484605172,-0.0175763191076424,-0.0360571535036546,-0.0112292038561005,-0.0371069937748905,0.127828953645986,0.0937488090308182,0.0334995232372182,-0.030049608291711,-0.0471588891082958,0.0690652587629312,0.0624599381378905,0.0237958372923027,0.0260970039973821,-0.0321187873085547,0.115286202841522,0.0725032722908852,-0.0746166153282114,-0.110624822846929,0.0944373276854708,0.0464339782509324,-0.108084790969988,0.000626559715000081,0.108955778522995,-0.0927788747645762,0.0913182195667819,0.0640630546612858,-0.0545788027848017,0.0181773191673687,-0.152409421302752,0.0058454621719566,-0.0876050728458565,-0.0623966375765293,0.147984708062212,0.142045933538746,0.183005024788018,0.0804757730439685,-0.00987042188993469,-0.0059592996266549,0.0716904729742056,-0.0739870719009357,-0.0334673670046943,0.09311679491613,0.105867306770196,0.0501911774692432,-0.182227897407637,-0.227255348048766,0.129651395374331,-0.0472229706421662,0.232153434508017,0.0606033018281696,0.136760199208908,-0.238968432796245,-0.0633129047601355,0.0955943932570807,0.0556085259420237,0.159589199936346,0.12827755660106,-0.127698618922309,-0.112587214093811,-0.00079932951988842,0.015079909055683,0.0426325059427536,-0.0606125053777634,-0.0161862446869761,-0.0868437568240379,0.00534741078325826,-0.0149877369575953
"MATSm4",-0.0859829023794673,-0.0284539064499119,-0.0172782847450467,-0.139843448276089,0.134768620712248,-0.1260375184573,-0.0829872257521545,-0.0847147672406938,-0.014046446202709,-0.144823110557175,0.168775367436833,0.056933667705752,-0.108114109100217,-0.0702124329781334,0.00615124330105748,-0.0539079079440509,0.0328021011798083,-0.00116993803222584,-0.00473864519639334,0.0333312041833756,-0.110961233263782,-0.0100852330603642,0.0247011778272634,0.00273516110895131,-0.014092876593393,-0.0918538450974738,-0.0110896183731846,-0.0187240985237222,-0.0443222263979336,0.0555939406551292,0.0258750577524344,-0.0146958113746419,0.00275685555139831,-0.0414024357520418,0.0163865502486434,0.219537404202229,0.00873819645342279,0.12093006705096,0.0617913735221012,0.0237459343793391,0.108805255636167,0.0601271065765656,0.0376409602345641,0.0196813047730686,0.149869648902722,0.201545536202729,0.0622607053306085,-0.00764065303754637,0.182396549095601,-0.150852659696922,0.155286255368351,-0.0362919270000508,-0.20379168064153,-0.180328104795796,0.00989811397787213,0.0780120962219512,0.0916440287429422,-0.299177676858673,-0.190913447006304,-0.0900137154908245,-0.0179821894775066,-0.163481272513465,0.089650080201614,-0.14483626426302,0.0285878488681119,0.0365505212920475,-0.142813501388622,-0.0166415632342647,0.130500052253578,0.139215616807589,0.0592904997578844,0.0581786818129737,-0.032916731007295,-0.141999331878591,0.0173395853638354,-0.0600902765055896,-0.0296533101058155,0.022897048469895,0.0272714855581722,0.00614667235405427,-0.0586087814265432,-0.0420528902083218,-0.0454317162570585,-0.0482293535311977,-0.00614701378287125,-0.0502720963496061,-0.0549697499006148,0.0686437537017941,0.00276814093736224,0.0036892739816773,-0.0840918930829268,-0.141987980113531,-0.163227452196051,-0.122810148474877,0.0616887036647155,0.0884673433155633,-0.0634138024262046,-0.0155951482279609,0.0205448736873546,-0.182669463848199,-0.0741311763598607,0.0856603540748329,0.0600495820748185,-0.0331817819935566,-0.0101008392697286,-0.040121021422473,0.124750432560958,-0.0127699094428013,0.113688800066926,0.0901508150151264,0.0499380460015703,-0.0430441661390023,0.101571751111625,0.0124647042670145,0.00746858126971001,0.0367757511542261,-0.0275813402151698,0.0227832513818965,0.0228501302718744,-0.0059482939697454,-0.00311710304281202,0.0200458269571364,-0.000879682649313217,0.0200733164422886,0.0127350349149138,-0.00455112389311629,0.0026731266569873,-0.0132844187742387,-0.000765053004076022,-0.00312659369278914
"Smax8",-0.0206761910542989,-0.0524535088584368,-0.0686129749028537,0.00617082113595493,0.165577556128082,-0.000815077107922332,0.0821147572723553,0.145387956646002,-0.0546460297359918,0.138692001563532,0.132847778549834,0.140611283745012,-0.00886183464317348,0.159414933638296,0.0772482704420424,-0.0914318252570276,-0.109522236326222,0.221168834526767,-0.160724629633725,0.0647803535887204,-0.0173048903129911,0.0435985513123862,-0.0633094213662861,0.0400617995079532,0.0731301219730418,0.0650872425099572,-0.0661881424144598,0.0924156106805513,-0.140480162998835,-0.0596832583840731,0.0459581543808041,0.0420725320897241,-0.110797019035225,-0.0225590844323429,-0.088359394502565,-0.160944410931661,0.067875676837495,-0.0672642086482575,0.110379227427963,0.00351302136878003,0.00678510344917726,-0.224146799099125,-0.065874876622204,-0.0990498319842889,-0.222137604507714,0.099495072662634,0.0867135283996537,-0.0761147026498504,0.0275962216992006,0.0513409587928662,0.223217652096591,0.09273907763751,0.0668120568366001,-0.0951973754064182,0.0317628330932722,0.0803646675766782,-0.162433107059606,-0.00534006435197458,-0.109238973075951,0.018392101893377,-0.00472186220265239,0.00172392734875996,0.0860726336111608,-0.0796991726140514,0.0647085953723206,0.00337652981128177,0.0940098523638718,0.114292795528025,0.019018842641282,-0.0445236083429966,0.0672447866753893,-0.0576905747354212,0.0334567570898767,-0.0259570421699759,0.016198455361558,-0.0405567351251086,0.171175621621679,0.0466734858760695,0.0296745040682685,0.0170862849083407,0.0131827694199673,-0.0325931920005717,0.112338576213956,0.15621833839628,0.0320776501157932,-0.00140065358512081,-0.120822464713975,-0.0331089823546592,-0.00882005521389337,-0.0212838937775315,-0.0542611049707305,0.134746467693027,0.0554490986421655,-0.212718685825752,-0.21726182912599,-0.106511028776989,-0.023498398765456,-0.0143299568342469,0.141151650254901,-0.176183120538159,0.0281293856173342,-0.00725134636578699,0.0746228763484156,0.0797778250027644,-0.0867971607222025,0.0568856271185104,0.0152970458779163,0.000323867364983187,0.00615171313445935,0.00149966601316543,0.0499198985154139,0.0723899243225553,-0.0363982349379148,-0.0668455168068114,-0.0460743821162478,0.00664811507021661,-0.0101713621872094,-0.00985665293306335,-0.00342739814708829,0.0230279904755587,0.00242394920161865,0.00229180037394523,0.0110417057768239,0.0115905821038698,0.00972084071783187,-0.00115122598466425,-0.0129196586560781,-0.000911581719369966,0.000336686347202667,-0.0114360142669195
"slogPVSA11",-0.00973881687785713,-0.00129930537741093,-0.119977723567829,0.0332392898118738,-0.163763178652732,0.21562163777519,0.12220178768747,-0.0594204174356123,0.234551910278706,-0.035979660855379,0.0234570911693901,0.0665824896676437,0.041547542830018,0.0402420074962586,-0.00991759998190518,-0.0630039393137705,0.0480158475945404,0.0573799392768369,-0.033929981308905,0.0697534647800386,0.00129933258123589,-0.0143442306423117,-0.094112399272769,0.0157144926987903,0.00784105629913215,-0.0446131282520382,-0.0328973656484437,-0.0076837522455547,-0.0218848012820151,-0.0547815854940413,-0.0226945564597002,0.0213451259753348,0.026458065596442,0.053229042001357,0.0193363388921692,-0.00690089069968108,0.0201939895879331,-0.0473455825712209,0.0189504634642922,0.00715706425098715,0.150169515105006,0.122058197957611,-0.00716012269017207,-0.0121996684463688,-0.0586965488435781,-0.0578542516396286,0.109189196279647,0.00564820012980651,-0.0518923895350658,-0.0448600275496477,0.0791455903550042,0.0186384395224824,-0.107416605997562,0.159063581468086,-0.0491435090121059,0.12851228111256,-0.0396205874051964,-0.00304629513618301,0.0769032301985571,0.0449852424621907,0.0465517353828901,0.0183502656230803,0.0454484252005006,0.077589720275328,0.0475234956173622,0.0558989752881124,0.0309470005444524,0.0455531461197052,0.0367995249399919,0.0106163402615028,-0.0880963253096968,0.113427212950021,0.00831178278612592,-0.0590983992288438,-0.0595261559615748,0.0097344356095981,-0.114413959977047,-0.0175787662883647,-0.0422616958812025,0.100601772900061,-0.0702188706295674,0.016348983433432,-0.0558794075797567,-0.030392784699294,-0.00618554790415566,-0.0790600621302177,-0.0815977688155305,-0.0381857686011745,0.233566320634939,-0.006262000810983,-0.117729407762636,-0.0633643806333762,-0.0981721976815921,0.0168580663184025,0.0591350597711287,-0.135188537807895,0.0894818837666611,-0.0944703179778476,0.137612517586738,0.0484956561258276,0.136308744055913,0.0148942127742943,0.188153229097026,0.280172932999868,0.080037968022802,-0.206472911228391,0.18713462377003,-0.0365231982015191,-0.120856580448229,0.296973809920946,-0.0997735907205455,0.00156765551690174,-0.132709814795908,0.0473638191144986,0.106376491727003,0.0231357433777634,-0.0365823911835096,0.132810720714419,-0.00328140950292765,0.029914167329531,0.0183235686189991,-0.0142817572570371,-0.117996488030421,0.0141524114067529,-0.0598421522764709,0.100769203303234,-0.000609173291029229,0.0639480865965217,0.0276617330033113,0.00323751352080983
"LDI",0.152721666889939,0.0292557734678587,0.122994015300721,0.00866454933262605,-0.0603179837223489,-0.0289707717111834,0.0571561006612197,0.0679391284466526,0.0753379237238199,-0.021418516023197,0.0121266637774245,0.0287171158454124,-0.16660051897498,0.0339237750664115,0.0670193537829623,0.0384760213587028,0.030696965805287,-0.062037142563783,-0.0329067620925822,0.0319993942791975,0.0287165538807927,-0.0532942107054245,0.0291276762746018,-0.0133511528650249,0.0216374266187181,0.0108975871737173,0.0267612744827281,-0.0493033756398586,0.0274528679117079,0.0820627975725438,0.00656234962948848,-0.0642583703393861,0.000360547902750742,-0.0326577543145099,-0.0294145783796871,0.00758347143309239,0.00194404325797471,-0.00807687369276769,-0.00253374825579034,-0.111039371670048,-0.0581059718135448,-0.00432690547667493,0.0295416397263518,-0.0201772915436095,0.0342197969255025,-0.0282599296602195,0.0334943253051564,-0.0524626053747296,0.0139303199926505,-0.0456623401417603,-0.0258914088242035,0.0464996288169477,-0.0131620427339417,-0.09658298754765,0.038586606452513,0.0619074875255248,0.0225046087775126,-0.0155709090294107,0.0818136882183153,-0.0500218920209173,0.160464383665237,-0.0604198286862982,0.0312131054225408,0.0320429368408725,0.0480410155053661,0.0283642283853351,0.116012629011369,-0.0733357421047167,0.110153126585807,-0.0386072882847922,0.0546522822830715,-0.0576084006436442,-0.0422580568694636,0.0529625359969284,0.0272648060865974,-0.058353194746552,-0.0144201144084159,0.169148994101052,-0.0369174725736826,-0.0602476023777411,0.105009961392816,-0.091630992295572,-0.127760283249921,-0.0376977710696135,0.0249472333659418,0.0636793875592972,0.0697870371556835,-0.0238530485402318,-0.0771701260026617,-0.208838001262114,0.0279686672380845,-0.0385327754571784,0.0509039756649129,0.011135430500576,-0.0910159315066306,-0.207618138759735,0.112079508513858,0.13591648405032,0.116061809045416,-0.0953350240018264,-0.0963115171153689,0.0252843214393543,-0.0668391526082236,-0.107176508326688,0.0978019692489419,-0.00678005431723121,-0.00701727311649128,-0.0268691211397229,-0.0226383770381591,-0.0129025015107199,-0.0251799876492359,0.00196137547405396,-0.0673657579721715,0.099869981595872,0.0880797007824216,-0.0150354670186397,-0.284575576233568,0.11202445064024,0.257645085976944,0.222751692285461,0.393958159346587,0.209001245803578,-0.0616090983131676,-0.0877957142725112,-0.106812707646532,-0.0328382407879039,0.0756442184430017,0.0539523676815147,0.0143366756615929,-0.0231677761018696
"LogP",-0.0679820848820268,0.200341577142429,-0.135019584502138,-0.00113507970962112,-0.0121078844600988,-0.00305978749285217,-0.0410757721329425,0.0375632278865418,0.0622786864298035,-0.0159363331263581,-0.00182379155875895,-0.00301595039618036,-0.0659637714339804,0.00938610051973785,-0.032695157983742,-0.0141788674522402,0.0336460693272159,-0.146283519604329,0.0199397682964296,0.00963795687819213,0.0406393817268858,-0.0160339762114508,-0.0456253391156962,0.0416993275462516,0.0605425622310195,0.0308060201592684,0.0501283795531594,-0.0338052085240075,-0.0646014186973118,-0.0220220574417012,-0.0535494104797101,0.0597437441985871,0.0104584707174439,-0.0074926972623405,-0.0601206611269524,-0.0933005287157394,0.147199136111338,0.00745120073874852,0.0334880669329565,-0.0206790119045941,0.0332624537952562,-0.028000806978187,-0.00777320494802105,0.0139324033310313,-0.0115665868408659,-0.022136375391887,0.0231711723237587,-0.0458698278424761,-0.1080566095467,0.0073999365807224,-0.0458341863136107,-0.0486566876757127,-0.00975621207454617,-0.0643220023032856,-0.0123016084009939,0.00960924987075637,-0.0405538884723367,-0.0553223476659812,-0.0314021477978261,0.0224162119448879,-0.0620132483533075,-0.0762645879172288,0.0548182335189632,0.0220732570715959,-0.00129864227747204,0.01415223138469,0.120733160241917,-0.0309637626396129,-0.0626673225331768,0.11461154686002,-0.0818075076708147,0.00551002870309232,-0.0783940765937113,0.0414082960283841,0.00686702544642152,-0.0431120772935588,-0.0748346196233488,-0.0426762880163588,-0.0266711348119841,0.000103858685145423,0.068203478679529,0.0168792954272198,-0.108509452739325,-0.067062550835074,0.00552584489276436,-0.0302911988899852,0.0572503909488943,-0.0980189779834602,0.0246458326013964,0.0688206647275128,-0.0509645051230306,-0.0135376279723009,-0.00234957821391539,-0.030461552724057,0.0390198902671314,0.0331557874859738,-0.0148754067477704,0.0249595703313458,0.0178299453932254,-0.0724022921579659,-0.0138660690769743,0.121632935591203,-0.0428877885085057,0.107966978619486,-0.0996567992194977,-0.0786617177889079,-0.139283945135585,-0.201271678439244,0.00459423512332471,-0.10091321613192,0.088679652419197,0.0418241758276967,-0.0871020037566431,0.0149494974273788,0.0665520961244463,0.0392515315727747,0.132094935960103,-0.0732252178621428,0.023090519441585,0.0621241391378933,0.229740009311956,0.0200494916001329,0.252676165311549,0.163448082075788,0.549619176751342,0.239957529311385,0.120383314506548,-0.0126540609614049,-0.0163131266814475,-0.0202868890576711
"EstateVSA4",-0.0981860008331845,-0.030939407051456,-0.0345788246867183,-0.0360756936694287,0.0809201210010328,-0.00652785021281205,0.0855443310318882,0.0315109459403937,0.0132883614276065,0.0541327205704791,-0.0577582620319921,0.0447654644916659,-0.0561218297316927,-0.0291292135720955,-0.105279422127668,0.134761697312088,-0.084338417080295,0.0260657219644665,-0.0583569495199358,0.023892044819795,-0.0474366808507868,0.132603940849047,-0.0937694374400988,-0.15223021673493,-0.0291381456834845,-0.0810821458213564,0.0767898329952577,-0.18634158898456,-0.0339459552903621,0.241526125069627,-0.369014372356912,-0.190402805279907,-0.182550845245353,0.418461053283532,0.217051068038504,0.0556140340593408,-0.0739325881763873,0.186229953390827,-0.00404681783274569,-0.0656333927505489,-0.00771341333987321,0.00471835831416018,0.0644476123319959,0.00482335691489392,-0.112945815914179,0.019901124805815,-0.0828638241108517,0.187573420151122,-0.0868456954624667,0.0838288448790692,-0.0750867879779627,0.104137061914301,0.0563221192904441,-0.0451798424941146,-0.152781505662851,-0.0324844481384799,-0.121177567149479,-0.0408168664201519,0.0652121344295083,-0.0377900060058096,-0.0410156842218389,-0.17292279625304,0.145650624899458,0.0351177058718143,-0.0529774857916166,0.0428164929174537,0.171873820003417,-0.00624987429249779,0.0444678128442098,-0.0258696164980049,-0.0108347114437332,0.0287457745114218,0.0337442012103188,-0.137976931385358,-0.00635906860802181,-0.0664722337886958,0.038968592523102,-0.0171651635327365,0.0935304111129229,-0.0180122402629682,-0.059152447273454,-0.0111095677225625,0.0317364156737762,0.0320638962801746,-0.00185372328173252,0.00419820130204321,-0.0180666265308279,-0.0334366689379089,-0.0395476548344222,0.049146678329968,0.0158903787951415,-0.00770466907139008,-0.0193489140911566,-0.00546913221414178,-0.0147584859190707,-0.0166500609913549,0.00867789667203357,-0.0238352090041418,-0.010402380922448,0.00344801905680799,-0.00299061547724103,-0.00985895011878531,0.00404823003980634,-0.00238056082680889,-0.00537412347004743,0.0040160506410504,0.0106278870966851,-0.00174616988536561,-0.00277777180246442,-0.0157363675668515,0.000612413521667541,-0.00456162330708971,0.000136800862388802,0.0022260102127015,0.0136627724879244,0.0011648629478296,0.00443850333954897,0.00941396002648904,0.00293467112463475,0.00382709828169142,0.00306172596569631,0.00459292490534535,-0.00390358771600511,0.0015561332226169,-0.00161877726885224,-0.00872143787344552,0.00685651872697964,-0.00372838986373478,-0.00236478695656271,-0.000541751014141706
